,MSE,MAE,RMSE,MAPE,R2
0,0.00035774866551896667,0.014616311870945767,0.018914163323525263,0.0634702251951605,0.8643978697457801
1,8.918599812614866e-05,0.0068786262014219335,0.009443776183930733,0.0364266024215777,0.7881621939967224
2,0.0007319272379068,0.021002930858891433,0.027054148543075734,0.05910277345412767,0.8708405468254062
3,0.0006231127194146333,0.016318993351194567,0.024962218214264434,0.04611884339305824,0.748354399398805
4,0.0002180997155008,0.010409360173889333,0.014768167289580835,0.0291119953223473,-0.14138497350016913
5,0.00025431092964133337,0.012900517312818034,0.0159471215970614,0.03528992008943717,0.7914278447235067
6,0.0002046861569497333,0.011218907002287499,0.014306565995067565,0.041186470164440166,0.6122860634220204
7,7.64678591246551e-05,0.006430799584170767,0.008743783237298467,0.030011790108151765,0.9231498449301743
8,0.00032337717606746667,0.013665021248090799,0.01798266616458447,0.05707876313704673,0.6199927353569504
9,8.761684735071971e-05,0.007233774566201733,0.009360037673216566,0.029664182797139633,0.6945523769046512
10,9.331327129662815e-05,0.0072756198762522,0.009659350060005132,0.032812709748960806,0.8424529954714045
11,0.00013421369423506668,0.008588988408369866,0.011584938760236967,0.0693891521030815,0.8751306768807158
Mean,0.0002661716892610793,0.011378320871211161,0.015227244753487296,0.044138618994544104,0.707446881179664
