TIMESTAMP,SHIBAAI_OPEN_PRICE_USD,SHIBAAI_HIGH_PRICE_USD,SHIBAAI_LOW_PRICE_USD,SHIBAAI_CLOSE_PRICE_USD,SHIBAAI_VOLUME_USD,SHIBAAI_DIVIDENDS_USD,SHIBAAI_STOCK_SPLITS_USD
2024-03-06 00:00:00+00:00,,,,0.0,1578509,0.0,0.0
2024-03-07 00:00:00+00:00,,,,0.0,1262059,0.0,0.0
2024-03-08 00:00:00+00:00,,,,0.0,699103,0.0,0.0
2024-03-09 00:00:00+00:00,,,,0.0,555335,0.0,0.0
2024-03-10 00:00:00+00:00,,,,0.0,251059,0.0,0.0
2024-03-11 00:00:00+00:00,,,,0.0,172943,0.0,0.0
2024-03-12 00:00:00+00:00,,,,0.0,225589,0.0,0.0
2024-03-13 00:00:00+00:00,,,,0.0,228248,0.0,0.0
2024-03-14 00:00:00+00:00,,,,0.0,329843,0.0,0.0
2024-03-15 00:00:00+00:00,,,,0.0,434323,0.0,0.0
2024-03-16 00:00:00+00:00,,,,0.0,209227,0.0,0.0
2024-03-17 00:00:00+00:00,,,,0.0,133484,0.0,0.0
2024-03-18 00:00:00+00:00,,,,0.0,245172,0.0,0.0
2024-03-19 00:00:00+00:00,,,,0.0,234388,0.0,0.0
2024-03-20 00:00:00+00:00,,,,0.0,196463,0.0,0.0
2024-03-21 00:00:00+00:00,,,,0.0,585950,0.0,0.0
2024-03-22 00:00:00+00:00,,,,0.0,315727,0.0,0.0
2024-03-23 00:00:00+00:00,,,,0.0,111685,0.0,0.0
2024-03-24 00:00:00+00:00,,,,0.0,216242,0.0,0.0
2024-03-25 00:00:00+00:00,,,,0.0,262154,0.0,0.0
2024-03-26 00:00:00+00:00,,,,0.0,128334,0.0,0.0
2024-03-27 00:00:00+00:00,,,,0.0,233076,0.0,0.0
2024-03-28 00:00:00+00:00,,,,0.0,302126,0.0,0.0
2024-03-29 00:00:00+00:00,,,,0.0,459918,0.0,0.0
2024-03-30 00:00:00+00:00,,,,0.0,260975,0.0,0.0
2024-03-31 00:00:00+00:00,,,,0.0,244069,0.0,0.0
2024-04-01 00:00:00+00:00,,,,0.0,27498,0.0,0.0
2024-04-02 00:00:00+00:00,,,,0.0,289173,0.0,0.0
2024-04-03 00:00:00+00:00,,,,0.0,264734,0.0,0.0
2024-04-04 00:00:00+00:00,,,,0.0,308267,0.0,0.0
2024-04-05 00:00:00+00:00,,,,0.0,364358,0.0,0.0
2024-04-06 00:00:00+00:00,,,,0.0,249048,0.0,0.0
2024-04-07 00:00:00+00:00,,,,0.0,273129,0.0,0.0
2024-04-08 00:00:00+00:00,,,,0.0,239561,0.0,0.0
2024-04-09 00:00:00+00:00,,,,0.0,335745,0.0,0.0
2024-04-10 00:00:00+00:00,,,,0.0,676879,0.0,0.0
2024-04-11 00:00:00+00:00,,,,0.0,450946,0.0,0.0
2024-04-12 00:00:00+00:00,,,,0.0,93711,0.0,0.0
2024-04-13 00:00:00+00:00,,,,0.0,727938,0.0,0.0
2024-04-14 00:00:00+00:00,,,,0.0,257360,0.0,0.0
2024-04-15 00:00:00+00:00,,,,0.0,291438,0.0,0.0
2024-04-16 00:00:00+00:00,,,,0.0,465613,0.0,0.0
2024-04-17 00:00:00+00:00,,,,0.0,309677,0.0,0.0
2024-04-18 00:00:00+00:00,,,,0.0,252017,0.0,0.0
2024-04-19 00:00:00+00:00,,,,0.0,318028,0.0,0.0
2024-04-20 00:00:00+00:00,,,,0.0,323063,0.0,0.0
2024-04-21 00:00:00+00:00,,,,0.0,361027,0.0,0.0
2024-04-22 00:00:00+00:00,,,,0.0,226824,0.0,0.0
2024-04-23 00:00:00+00:00,,,,0.0,227192,0.0,0.0
2024-04-24 00:00:00+00:00,,,,0.0,258468,0.0,0.0
2024-04-25 00:00:00+00:00,,,,0.0,199067,0.0,0.0
2024-04-26 00:00:00+00:00,,,,0.0,234292,0.0,0.0
2024-04-27 00:00:00+00:00,,,,0.0,151023,0.0,0.0
2024-04-28 00:00:00+00:00,,,,0.0,193162,0.0,0.0
2024-04-29 00:00:00+00:00,,,,0.0,190446,0.0,0.0
2024-04-30 00:00:00+00:00,,,,0.0,210646,0.0,0.0
2024-05-01 00:00:00+00:00,,,,0.0,143232,0.0,0.0
2024-05-02 00:00:00+00:00,,,,0.0,284940,0.0,0.0
2024-05-03 00:00:00+00:00,,,,0.0,434460,0.0,0.0
2024-05-04 00:00:00+00:00,,,,0.0,297066,0.0,0.0
2024-05-05 00:00:00+00:00,,,,0.0,251256,0.0,0.0
2024-05-06 00:00:00+00:00,,,,0.0,174599,0.0,0.0
2024-05-07 00:00:00+00:00,,,,0.0,352605,0.0,0.0
2024-05-08 00:00:00+00:00,,,,0.0,257141,0.0,0.0
2024-05-09 00:00:00+00:00,,,,0.0,238093,0.0,0.0
2024-05-10 00:00:00+00:00,,,,0.0,287651,0.0,0.0
2024-05-11 00:00:00+00:00,,,,0.0,77869,0.0,0.0
2024-05-12 00:00:00+00:00,,,,0.0,334008,0.0,0.0
2024-05-13 00:00:00+00:00,,,,0.0,172096,0.0,0.0
2024-05-14 00:00:00+00:00,,,,0.0,262541,0.0,0.0
2024-05-15 00:00:00+00:00,,,,0.0,160341,0.0,0.0
2024-05-16 00:00:00+00:00,,,,0.0,209910,0.0,0.0
2024-05-17 00:00:00+00:00,,,,0.0,258713,0.0,0.0
2024-05-18 00:00:00+00:00,,,,0.0,207217,0.0,0.0
2024-05-19 00:00:00+00:00,,,,0.0,225643,0.0,0.0
2024-05-20 00:00:00+00:00,,,,0.0,172054,0.0,0.0
2024-05-21 00:00:00+00:00,,,,0.0,215116,0.0,0.0
2024-05-22 00:00:00+00:00,,,,0.0,82252,0.0,0.0
2024-05-23 00:00:00+00:00,,,,0.0,260102,0.0,0.0
2024-05-24 00:00:00+00:00,,,,0.0,243779,0.0,0.0
2024-05-25 00:00:00+00:00,,,,0.0,110034,0.0,0.0
2024-05-26 00:00:00+00:00,,,,0.0,251744,0.0,0.0
2024-05-27 00:00:00+00:00,,,,0.0,216822,0.0,0.0
2024-05-28 00:00:00+00:00,,,,0.0,220072,0.0,0.0
2024-05-29 00:00:00+00:00,,,,0.0,136449,0.0,0.0
2024-05-30 00:00:00+00:00,,,,0.0,239442,0.0,0.0
2024-05-31 00:00:00+00:00,,,,0.0,174587,0.0,0.0
2024-06-01 00:00:00+00:00,,,,0.0,294423,0.0,0.0
2024-06-02 00:00:00+00:00,,,,0.0,126925,0.0,0.0
2024-06-03 00:00:00+00:00,,,,0.0,312464,0.0,0.0
2024-06-04 00:00:00+00:00,,,,0.0,262877,0.0,0.0
2024-06-05 00:00:00+00:00,,,,0.0,246449,0.0,0.0
2024-06-06 00:00:00+00:00,,,,0.0,308420,0.0,0.0
2024-06-07 00:00:00+00:00,,,,0.0,248579,0.0,0.0
2024-06-08 00:00:00+00:00,,,,0.0,336576,0.0,0.0
2024-06-09 00:00:00+00:00,,,,0.0,133163,0.0,0.0
2024-06-10 00:00:00+00:00,,,,0.0,323006,0.0,0.0
2024-06-11 00:00:00+00:00,,,,0.0,242496,0.0,0.0
2024-06-12 00:00:00+00:00,,,,0.0,128362,0.0,0.0
2024-06-13 00:00:00+00:00,,,,0.0,246835,0.0,0.0
2024-06-14 00:00:00+00:00,,,,0.0,212670,0.0,0.0
2024-06-15 00:00:00+00:00,,,,0.0,207167,0.0,0.0
2024-06-16 00:00:00+00:00,,,,0.0,106217,0.0,0.0
2024-06-17 00:00:00+00:00,,,,0.0,274272,0.0,0.0
2024-06-18 00:00:00+00:00,,,,0.0,103431,0.0,0.0
2024-06-19 00:00:00+00:00,,,,0.0,125718,0.0,0.0
2024-06-20 00:00:00+00:00,,,,0.0,192993,0.0,0.0
2024-06-21 00:00:00+00:00,,,,0.0,172677,0.0,0.0
2024-06-22 00:00:00+00:00,,,,0.0,205416,0.0,0.0
