TIMESTAMP,TMNT_OPEN_PRICE_USD,TMNT_HIGH_PRICE_USD,TMNT_LOW_PRICE_USD,TMNT_CLOSE_PRICE_USD,TMNT_VOLUME_USD,TMNT_DIVIDENDS_USD,TMNT_STOCK_SPLITS_USD
2024-02-13 00:00:00+00:00,0.0003969999961555004,0.0004419999895617366,0.00035700001171790063,0.00038300000596791506,33140,0.0,0.0
2024-02-14 00:00:00+00:00,0.00038300000596791506,0.0005290000117383897,0.00038300000596791506,0.0005089999758638442,19389,0.0,0.0
2024-02-15 00:00:00+00:00,0.0005089999758638442,0.0005089999758638442,0.00044800000614486635,0.0004729999927803874,7396,0.0,0.0
2024-02-16 00:00:00+00:00,0.0004729999927803874,0.0005859999801032245,0.0004560000088531524,0.0004579999949783087,28669,0.0,0.0
2024-02-17 00:00:00+00:00,0.0004579999949783087,0.0004689999914262444,0.00042600001324899495,0.00042699999175965786,7283,0.0,0.0
2024-02-18 00:00:00+00:00,0.00042699999175965786,0.0004560000088531524,0.00041099998634308577,0.00041099998634308577,9939,0.0,0.0
2024-02-19 00:00:00+00:00,0.00041099998634308577,0.000522000016644597,0.00036899998667649925,0.000522000016644597,18566,0.0,0.0
2024-02-20 00:00:00+00:00,0.000522000016644597,0.0006079999729990959,0.0004879999905824661,0.0004980000085197389,35282,0.0,0.0
2024-02-21 00:00:00+00:00,0.0004980000085197389,0.000661000027321279,0.00045399999362416565,0.00045399999362416565,35700,0.0,0.0
2024-02-22 00:00:00+00:00,0.00045399999362416565,0.0004689999914262444,0.00040600000647827983,0.0004220000118948519,8153,0.0,0.0
2024-02-23 00:00:00+00:00,0.0004220000118948519,0.00045900000259280205,0.00041700000292621553,0.00041700000292621553,16428,0.0,0.0
2024-02-24 00:00:00+00:00,0.00041700000292621553,0.00041700000292621553,0.00040099999750964344,0.00040099999750964344,6108,0.0,0.0
2024-02-25 00:00:00+00:00,0.00040099999750964344,0.0009580000187270343,0.00037900000461377203,0.00039599998854100704,76300,0.0,0.0
2024-02-26 00:00:00+00:00,0.00039599998854100704,0.0005130000063218176,0.00039599998854100704,0.0005130000063218176,17446,0.0,0.0
2024-02-27 00:00:00+00:00,0.0005130000063218176,0.0005440000095404685,0.00042100000428035855,0.00042100000428035855,13705,0.0,0.0
2024-02-28 00:00:00+00:00,0.00042100000428035855,0.0005179999861866236,0.00042100000428035855,0.0005179999861866236,6353,0.0,0.0
2024-02-29 00:00:00+00:00,0.0005179999861866236,0.0005179999861866236,0.0004239999980200082,0.0004239999980200082,16494,0.0,0.0
2024-03-01 00:00:00+00:00,0.0004239999980200082,0.0017810000572353601,0.0004239999980200082,0.0011370000429451466,358722,0.0,0.0
2024-03-02 00:00:00+00:00,0.0011370000429451466,0.0017900000093504786,0.0011289999820291996,0.001547000021673739,192001,0.0,0.0
2024-03-03 00:00:00+00:00,0.001547000021673739,0.0015640000347048044,0.0007619999814778566,0.00108299998100847,148730,0.0,0.0
2024-03-04 00:00:00+00:00,0.00108299998100847,0.0012019999558106065,0.0007919999770820141,0.0008319999906234443,54963,0.0,0.0
2024-03-05 00:00:00+00:00,0.0008319999906234443,0.0008319999906234443,0.000514000013936311,0.0006130000110715628,74255,0.0,0.0
2024-03-06 00:00:00+00:00,0.0006130000110715628,0.000914999982342124,0.0006089999806135893,0.0007159999804571271,36058,0.0,0.0
2024-03-07 00:00:00+00:00,0.0007159999804571271,0.0008619999862276018,0.00060299999313429,0.0007660000119358301,62346,0.0,0.0
2024-03-08 00:00:00+00:00,0.0007660000119358301,0.0009820000268518925,0.0006750000175088644,0.0009120000177063048,69861,0.0,0.0
2024-03-09 00:00:00+00:00,0.0009120000177063048,0.0011500000255182385,0.0008689999813213944,0.0009330000029876828,50341,0.0,0.0
2024-03-10 00:00:00+00:00,0.0009330000029876828,0.000981000019237399,0.0006910000229254365,0.0007750000222586095,52821,0.0,0.0
2024-03-11 00:00:00+00:00,0.0007750000222586095,0.0012519999872893095,0.0007050000131130219,0.0008980000275187194,88951,0.0,0.0
2024-03-12 00:00:00+00:00,0.0008980000275187194,0.0016329999780282378,0.0008980000275187194,0.0014380000066012144,98023,0.0,0.0
