TIMESTAMP,XRP2_OPEN_PRICE_USD,XRP2_HIGH_PRICE_USD,XRP2_LOW_PRICE_USD,XRP2_CLOSE_PRICE_USD,XRP2_VOLUME_USD,XRP2_DIVIDENDS_USD,XRP2_STOCK_SPLITS_USD
2023-07-24 00:00:00+00:00,0.00026599998818710446,0.0004920000210404396,4.8000001697801054e-05,4.999999873689376e-05,437021,0.0,0.0
2023-07-25 00:00:00+00:00,4.999999873689376e-05,0.0001140000022132881,2.8000000384054147e-05,2.9999999242136255e-05,23883,0.0,0.0
2023-07-26 00:00:00+00:00,2.9999999242136255e-05,0.0001049999991664663,2.099999983329326e-05,2.700000004551839e-05,89784,0.0,0.0
2023-07-27 00:00:00+00:00,2.700000004551839e-05,3.300000025774352e-05,0.0,1.8000000636675395e-05,31258,0.0,0.0
2023-07-28 00:00:00+00:00,1.8000000636675395e-05,6.70000008540228e-05,1.4999999621068127e-05,3.300000025774352e-05,6690205,0.0,0.0
2023-07-29 00:00:00+00:00,3.300000025774352e-05,0.00017899999511428177,3.300000025774352e-05,0.00013699999544769526,1199848,0.0,0.0
2023-07-30 00:00:00+00:00,0.00015300000086426735,0.00018000000272877514,7.899999764049426e-05,0.00010800000018207356,1445782,0.0,0.0
2023-07-31 00:00:00+00:00,0.00010800000018207356,0.00014000000373926014,6.399999983841553e-05,7.500000356230885e-05,176483,0.0,0.0
2023-08-01 00:00:00+00:00,7.500000356230885e-05,0.00010599999950500205,6.600000051548705e-05,7.200000254670158e-05,66899,0.0,0.0
2023-08-02 00:00:00+00:00,7.200000254670158e-05,8.099999831756577e-05,5.6000000768108293e-05,7.200000254670158e-05,52810,0.0,0.0
2023-08-03 00:00:00+00:00,7.200000254670158e-05,7.999999797903001e-05,6.0999998822808266e-05,7.599999662488699e-05,42621,0.0,0.0
2023-08-04 00:00:00+00:00,7.599999662488699e-05,0.00011999999696854502,6.199999916134402e-05,8.299999899463728e-05,59802,0.0,0.0
2023-08-05 00:00:00+00:00,8.299999899463728e-05,0.00011200000153621659,7.100000220816582e-05,7.100000220816582e-05,60568,0.0,0.0
2023-08-06 00:00:00+00:00,7.100000220816582e-05,8.399999933317304e-05,5.6000000768108293e-05,6.0999998822808266e-05,51252,0.0,0.0
2023-08-07 00:00:00+00:00,5.999999848427251e-05,6.199999916134402e-05,5.2999999752501026e-05,5.2999999752501026e-05,45308,0.0,0.0
2023-08-08 00:00:00+00:00,5.2999999752501026e-05,6.70000008540228e-05,5.0999999075429514e-05,5.400000009103678e-05,47383,0.0,0.0
2023-08-09 00:00:00+00:00,5.400000009103678e-05,6.0999998822808266e-05,4.8000001697801054e-05,5.700000110664405e-05,43562,0.0,0.0
2023-08-10 00:00:00+00:00,5.700000110664405e-05,7.500000356230885e-05,5.0999999075429514e-05,5.6000000768108293e-05,45260,0.0,0.0
2023-08-11 00:00:00+00:00,5.6000000768108293e-05,0.0001429999974789098,5.2999999752501026e-05,0.00010900000052060932,130798,0.0,0.0
2023-08-12 00:00:00+00:00,0.00010900000052060932,0.00013699999544769526,0.00010299999848939478,0.00013699999544769526,41038,0.0,0.0
2023-08-13 00:00:00+00:00,0.00013699999544769526,0.00016700000560376793,0.00010099999781232327,0.00013099999341648072,63079,0.0,0.0
2023-08-14 00:00:00+00:00,0.00013099999341648072,0.00018600000475998968,0.00013000000035390258,0.00016799999866634607,57590,0.0,0.0
2023-08-15 00:00:00+00:00,0.00016799999866634607,0.0003640000068116933,0.00015100000018719584,0.00030700000934302807,118787,0.0,0.0
2023-08-16 00:00:00+00:00,0.00030700000934302807,0.00042799999937415123,0.0002699999895412475,0.000371000001905486,129775,0.0,0.0
2023-08-17 00:00:00+00:00,0.000371000001905486,0.0004419999895617366,0.00023600000713486224,0.00028899998869746923,108485,0.0,0.0
2023-08-18 00:00:00+00:00,0.00028899998869746923,0.000307999987853691,0.0001990000018849969,0.0002119999990100041,76045,0.0,0.0
2023-08-19 00:00:00+00:00,0.0002119999990100041,0.0002579999854788184,0.0001849999971454963,0.00018600000475998968,53499,0.0,0.0
2023-08-20 00:00:00+00:00,0.00018600000475998968,0.00023799999326001853,0.0001829999964684248,0.0001939999929163605,52869,0.0,0.0
