TIMESTAMP,HGT34370_OPEN_PRICE_USD,HGT34370_HIGH_PRICE_USD,HGT34370_LOW_PRICE_USD,HGT34370_CLOSE_PRICE_USD,HGT34370_VOLUME_USD,HGT34370_DIVIDENDS_USD,HGT34370_STOCK_SPLITS_USD
2024-12-24 00:00:00+00:00,0.0002749999985098839,0.00028700000257231295,0.00027099999715574086,0.00027099999715574086,5483,0.0,0.0
2024-12-25 00:00:00+00:00,0.00027099999715574086,0.00027099999715574086,0.0002579999854788184,0.0002589999930933118,8805,0.0,0.0
2024-12-26 00:00:00+00:00,0.00026500000967644155,0.0002690000110305846,0.00025400001322850585,0.00025400001322850585,4886,0.0,0.0
2024-12-27 00:00:00+00:00,0.00025400001322850585,0.00026000000070780516,0.00022899999748915434,0.00023299999884329736,8191,0.0,0.0
2024-12-28 00:00:00+00:00,0.00023299999884329736,0.0002390000008745119,0.00023299999884329736,0.00023600000713486224,9923,0.0,0.0
2024-12-29 00:00:00+00:00,0.00023600000713486224,0.0002460000105202198,0.00023600000713486224,0.00023700000019744039,6136,0.0,0.0
2024-12-30 00:00:00+00:00,0.00023700000019744039,0.00023799999326001853,0.0002229999954579398,0.0002300000051036477,7960,0.0,0.0
2024-12-31 00:00:00+00:00,0.0002300000051036477,0.00023400000645779073,0.00021100000594742596,0.00021499999274965376,10479,0.0,0.0
2025-01-01 00:00:00+00:00,0.00021499999274965376,0.00021499999274965376,0.00020500000391621143,0.00020500000391621143,3270,0.0,0.0
2025-01-02 00:00:00+00:00,0.00020500000391621143,0.00021399999968707561,0.00020500000391621143,0.00021399999968707561,3351,0.0,0.0
2025-01-03 00:00:00+00:00,0.00021399999968707561,0.00021699999342672527,0.0002119999990100041,0.00021300000662449747,1992,0.0,0.0
2025-01-04 00:00:00+00:00,0.00021300000662449747,0.00021300000662449747,0.00020599999697878957,0.0002099999983329326,2109,0.0,0.0
2025-01-05 00:00:00+00:00,0.0002099999983329326,0.00021300000662449747,0.00020700000459328294,0.00020900000527035445,4241,0.0,0.0
2025-01-06 00:00:00+00:00,0.00020900000527035445,0.00020900000527035445,0.00019700000120792538,0.00019700000120792538,7856,0.0,0.0
2025-01-07 00:00:00+00:00,0.00019700000120792538,0.0002010000025620684,0.00016199999663513154,0.00016399999731220305,10863,0.0,0.0
