Time,None,8MB,BIP100,BIP101,BU
2009-04-09 00:00:00 UTC,99.0,,,,
2009-04-10 00:00:00 UTC,108.0,,,,
2009-04-11 00:00:00 UTC,120.0,,,,
2009-04-12 00:00:00 UTC,118.0,,,,
2009-04-13 00:00:00 UTC,115.0,,,,
2009-04-14 00:00:00 UTC,124.0,,,,
2009-04-15 00:00:00 UTC,113.0,,,,
2009-04-16 00:00:00 UTC,123.0,,,,
2009-04-17 00:00:00 UTC,112.0,,,,
2009-04-18 00:00:00 UTC,126.0,,,,
2009-04-19 00:00:00 UTC,119.0,,,,
2009-04-20 00:00:00 UTC,119.0,,,,
2009-04-21 00:00:00 UTC,123.0,,,,
2009-04-22 00:00:00 UTC,121.0,,,,
2009-04-23 00:00:00 UTC,75.0,,,,
2009-04-24 00:00:00 UTC,115.0,,,,
2009-04-25 00:00:00 UTC,118.0,,,,
2009-04-26 00:00:00 UTC,112.0,,,,
2009-04-27 00:00:00 UTC,104.0,,,,
2009-04-28 00:00:00 UTC,117.0,,,,
2009-04-29 00:00:00 UTC,128.0,,,,
2009-04-30 00:00:00 UTC,131.0,,,,
2009-05-01 00:00:00 UTC,121.0,,,,
2009-05-02 00:00:00 UTC,126.0,,,,
2009-05-03 00:00:00 UTC,106.0,,,,
2009-05-04 00:00:00 UTC,128.0,,,,
2009-05-05 00:00:00 UTC,135.0,,,,
2009-05-06 00:00:00 UTC,135.0,,,,
2009-05-07 00:00:00 UTC,122.0,,,,
2009-05-08 00:00:00 UTC,107.0,,,,
2009-05-09 00:00:00 UTC,78.0,,,,
2009-05-10 00:00:00 UTC,85.0,,,,
2009-05-11 00:00:00 UTC,120.0,,,,
2009-05-12 00:00:00 UTC,130.0,,,,
2009-05-13 00:00:00 UTC,111.0,,,,
2009-05-14 00:00:00 UTC,139.0,,,,
2009-05-15 00:00:00 UTC,136.0,,,,
2009-05-16 00:00:00 UTC,119.0,,,,
2009-05-17 00:00:00 UTC,127.0,,,,
2009-05-18 00:00:00 UTC,118.0,,,,
2009-05-19 00:00:00 UTC,86.0,,,,
2009-05-20 00:00:00 UTC,120.0,,,,
2009-05-21 00:00:00 UTC,82.0,,,,
2009-05-22 00:00:00 UTC,61.0,,,,
2009-05-23 00:00:00 UTC,32.0,,,,
2009-05-24 00:00:00 UTC,100.0,,,,
2009-05-25 00:00:00 UTC,109.0,,,,
2009-05-26 00:00:00 UTC,125.0,,,,
2009-05-27 00:00:00 UTC,119.0,,,,
2009-05-28 00:00:00 UTC,95.0,,,,
2009-05-29 00:00:00 UTC,106.0,,,,
2009-05-30 00:00:00 UTC,109.0,,,,
2009-05-31 00:00:00 UTC,96.0,,,,
2009-06-01 00:00:00 UTC,71.0,,,,
2009-06-02 00:00:00 UTC,111.0,,,,
2009-06-03 00:00:00 UTC,71.0,,,,
2009-06-04 00:00:00 UTC,66.0,,,,
2009-06-05 00:00:00 UTC,30.0,,,,
2009-06-06 00:00:00 UTC,28.0,,,,
2009-06-07 00:00:00 UTC,16.0,,,,
2009-06-08 00:00:00 UTC,82.0,,,,
2009-06-09 00:00:00 UTC,91.0,,,,
2009-06-10 00:00:00 UTC,82.0,,,,
2009-06-11 00:00:00 UTC,89.0,,,,
2009-06-12 00:00:00 UTC,86.0,,,,
2009-06-13 00:00:00 UTC,78.0,,,,
2009-06-14 00:00:00 UTC,72.0,,,,
2009-06-15 00:00:00 UTC,84.0,,,,
2009-06-16 00:00:00 UTC,71.0,,,,
2009-06-17 00:00:00 UTC,79.0,,,,
2009-06-18 00:00:00 UTC,80.0,,,,
2009-06-19 00:00:00 UTC,87.0,,,,
2009-06-20 00:00:00 UTC,78.0,,,,
2009-06-21 00:00:00 UTC,81.0,,,,
2009-06-22 00:00:00 UTC,76.0,,,,
2009-06-23 00:00:00 UTC,76.0,,,,
2009-06-24 00:00:00 UTC,95.0,,,,
2009-06-25 00:00:00 UTC,68.0,,,,
2009-06-26 00:00:00 UTC,90.0,,,,
2009-06-27 00:00:00 UTC,84.0,,,,
2009-06-28 00:00:00 UTC,46.0,,,,
2009-06-29 00:00:00 UTC,83.0,,,,
2009-06-30 00:00:00 UTC,85.0,,,,
2009-07-01 00:00:00 UTC,74.0,,,,
2009-07-02 00:00:00 UTC,83.0,,,,
2009-07-03 00:00:00 UTC,82.0,,,,
2009-07-04 00:00:00 UTC,89.0,,,,
2009-07-05 00:00:00 UTC,79.0,,,,
2009-07-06 00:00:00 UTC,84.0,,,,
2009-07-07 00:00:00 UTC,69.0,,,,
2009-07-08 00:00:00 UTC,74.0,,,,
2009-07-09 00:00:00 UTC,86.0,,,,
2009-07-10 00:00:00 UTC,81.0,,,,
2009-07-11 00:00:00 UTC,83.0,,,,
2009-07-12 00:00:00 UTC,77.0,,,,
2009-07-13 00:00:00 UTC,78.0,,,,
2009-07-14 00:00:00 UTC,69.0,,,,
2009-07-15 00:00:00 UTC,45.0,,,,
2009-07-16 00:00:00 UTC,71.0,,,,
2009-07-17 00:00:00 UTC,47.0,,,,
2009-07-18 00:00:00 UTC,4.0,,,,
2009-07-19 00:00:00 UTC,70.0,,,,
2009-07-20 00:00:00 UTC,70.0,,,,
2009-07-21 00:00:00 UTC,82.0,,,,
2009-07-22 00:00:00 UTC,60.0,,,,
2009-07-23 00:00:00 UTC,76.0,,,,
2009-07-24 00:00:00 UTC,73.0,,,,
2009-07-25 00:00:00 UTC,32.0,,,,
2009-07-26 00:00:00 UTC,21.0,,,,
2009-07-27 00:00:00 UTC,74.0,,,,
2009-07-28 00:00:00 UTC,41.0,,,,
2009-07-29 00:00:00 UTC,19.0,,,,
2009-07-30 00:00:00 UTC,15.0,,,,
2009-07-31 00:00:00 UTC,17.0,,,,
2009-08-01 00:00:00 UTC,28.0,,,,
2009-08-02 00:00:00 UTC,23.0,,,,
2009-08-03 00:00:00 UTC,12.0,,,,
2009-08-04 00:00:00 UTC,81.0,,,,
2009-08-05 00:00:00 UTC,87.0,,,,
2009-08-06 00:00:00 UTC,90.0,,,,
2009-08-07 00:00:00 UTC,80.0,,,,
2009-08-08 00:00:00 UTC,80.0,,,,
2009-08-09 00:00:00 UTC,101.0,,,,
2009-08-10 00:00:00 UTC,75.0,,,,
2009-08-11 00:00:00 UTC,70.0,,,,
2009-08-12 00:00:00 UTC,63.0,,,,
2009-08-13 00:00:00 UTC,85.0,,,,
2009-08-14 00:00:00 UTC,63.0,,,,
2009-08-15 00:00:00 UTC,26.0,,,,
2009-08-16 00:00:00 UTC,19.0,,,,
2009-08-17 00:00:00 UTC,17.0,,,,
2009-08-18 00:00:00 UTC,10.0,,,,
2009-08-19 00:00:00 UTC,18.0,,,,
2009-08-20 00:00:00 UTC,22.0,,,,
2009-08-21 00:00:00 UTC,14.0,,,,
2009-08-22 00:00:00 UTC,7.0,,,,
2009-08-23 00:00:00 UTC,15.0,,,,
2009-08-24 00:00:00 UTC,15.0,,,,
2009-08-25 00:00:00 UTC,50.0,,,,
2009-08-26 00:00:00 UTC,48.0,,,,
2009-08-27 00:00:00 UTC,29.0,,,,
2009-08-28 00:00:00 UTC,75.0,,,,
2009-08-29 00:00:00 UTC,78.0,,,,
2009-08-30 00:00:00 UTC,97.0,,,,
2009-08-31 00:00:00 UTC,86.0,,,,
2009-09-01 00:00:00 UTC,78.0,,,,
2009-09-02 00:00:00 UTC,66.0,,,,
2009-09-03 00:00:00 UTC,61.0,,,,
2009-09-04 00:00:00 UTC,64.0,,,,
2009-09-05 00:00:00 UTC,76.0,,,,
2009-09-06 00:00:00 UTC,68.0,,,,
2009-09-07 00:00:00 UTC,78.0,,,,
2009-09-08 00:00:00 UTC,69.0,,,,
2009-09-09 00:00:00 UTC,54.0,,,,
2009-09-10 00:00:00 UTC,67.0,,,,
2009-09-11 00:00:00 UTC,67.0,,,,
2009-09-12 00:00:00 UTC,69.0,,,,
2009-09-13 00:00:00 UTC,75.0,,,,
2009-09-14 00:00:00 UTC,74.0,,,,
2009-09-15 00:00:00 UTC,44.0,,,,
2009-09-16 00:00:00 UTC,72.0,,,,
2009-09-17 00:00:00 UTC,84.0,,,,
2009-09-18 00:00:00 UTC,78.0,,,,
2009-09-19 00:00:00 UTC,74.0,,,,
2009-09-20 00:00:00 UTC,78.0,,,,
2009-09-21 00:00:00 UTC,69.0,,,,
2009-09-22 00:00:00 UTC,25.0,,,,
2009-09-23 00:00:00 UTC,36.0,,,,
2009-09-24 00:00:00 UTC,97.0,,,,
2009-09-25 00:00:00 UTC,91.0,,,,
2009-09-26 00:00:00 UTC,100.0,,,,
2009-09-27 00:00:00 UTC,87.0,,,,
2009-09-28 00:00:00 UTC,85.0,,,,
2009-09-29 00:00:00 UTC,88.0,,,,
2009-09-30 00:00:00 UTC,85.0,,,,
2009-10-01 00:00:00 UTC,82.0,,,,
2009-10-02 00:00:00 UTC,72.0,,,,
2009-10-03 00:00:00 UTC,58.0,,,,
2009-10-04 00:00:00 UTC,53.0,,,,
2009-10-05 00:00:00 UTC,55.0,,,,
2009-10-06 00:00:00 UTC,43.0,,,,
2009-10-07 00:00:00 UTC,60.0,,,,
2009-10-08 00:00:00 UTC,70.0,,,,
2009-10-09 00:00:00 UTC,79.0,,,,
2009-10-10 00:00:00 UTC,77.0,,,,
2009-10-11 00:00:00 UTC,74.0,,,,
2009-10-12 00:00:00 UTC,58.0,,,,
2009-10-13 00:00:00 UTC,57.0,,,,
2009-10-14 00:00:00 UTC,69.0,,,,
2009-10-15 00:00:00 UTC,71.0,,,,
2009-10-16 00:00:00 UTC,60.0,,,,
2009-10-17 00:00:00 UTC,57.0,,,,
2009-10-18 00:00:00 UTC,74.0,,,,
2009-10-19 00:00:00 UTC,112.0,,,,
2009-10-20 00:00:00 UTC,95.0,,,,
2009-10-21 00:00:00 UTC,80.0,,,,
2009-10-22 00:00:00 UTC,90.0,,,,
2009-10-23 00:00:00 UTC,89.0,,,,
2009-10-24 00:00:00 UTC,62.0,,,,
2009-10-25 00:00:00 UTC,76.0,,,,
2009-10-26 00:00:00 UTC,71.0,,,,
2009-10-27 00:00:00 UTC,64.0,,,,
2009-10-28 00:00:00 UTC,66.0,,,,
2009-10-29 00:00:00 UTC,46.0,,,,
2009-10-30 00:00:00 UTC,60.0,,,,
2009-10-31 00:00:00 UTC,46.0,,,,
2009-11-01 00:00:00 UTC,25.0,,,,
2009-11-02 00:00:00 UTC,33.0,,,,
2009-11-03 00:00:00 UTC,62.0,,,,
2009-11-04 00:00:00 UTC,63.0,,,,
2009-11-05 00:00:00 UTC,57.0,,,,
2009-11-06 00:00:00 UTC,62.0,,,,
2009-11-07 00:00:00 UTC,69.0,,,,
2009-11-08 00:00:00 UTC,73.0,,,,
2009-11-09 00:00:00 UTC,64.0,,,,
2009-11-10 00:00:00 UTC,78.0,,,,
2009-11-11 00:00:00 UTC,64.0,,,,
2009-11-12 00:00:00 UTC,66.0,,,,
2009-11-13 00:00:00 UTC,80.0,,,,
2009-11-14 00:00:00 UTC,79.0,,,,
2009-11-15 00:00:00 UTC,96.0,,,,
2009-11-16 00:00:00 UTC,97.0,,,,
2009-11-17 00:00:00 UTC,92.0,,,,
2009-11-18 00:00:00 UTC,79.0,,,,
2009-11-19 00:00:00 UTC,70.0,,,,
2009-11-20 00:00:00 UTC,86.0,,,,
2009-11-21 00:00:00 UTC,73.0,,,,
2009-11-22 00:00:00 UTC,106.0,,,,
2009-11-23 00:00:00 UTC,96.0,,,,
2009-11-24 00:00:00 UTC,93.0,,,,
2009-11-25 00:00:00 UTC,90.0,,,,
2009-11-26 00:00:00 UTC,84.0,,,,
2009-11-27 00:00:00 UTC,74.0,,,,
2009-11-28 00:00:00 UTC,71.0,,,,
2009-11-29 00:00:00 UTC,60.0,,,,
2009-11-30 00:00:00 UTC,75.0,,,,
2009-12-01 00:00:00 UTC,73.0,,,,
2009-12-02 00:00:00 UTC,94.0,,,,
2009-12-03 00:00:00 UTC,88.0,,,,
2009-12-04 00:00:00 UTC,36.0,,,,
2009-12-05 00:00:00 UTC,64.0,,,,
2009-12-06 00:00:00 UTC,103.0,,,,
2009-12-07 00:00:00 UTC,112.0,,,,
2009-12-08 00:00:00 UTC,105.0,,,,
2009-12-09 00:00:00 UTC,96.0,,,,
2009-12-10 00:00:00 UTC,104.0,,,,
2009-12-11 00:00:00 UTC,112.0,,,,
2009-12-12 00:00:00 UTC,110.0,,,,
2009-12-13 00:00:00 UTC,114.0,,,,
2009-12-14 00:00:00 UTC,102.0,,,,
2009-12-15 00:00:00 UTC,110.0,,,,
2009-12-16 00:00:00 UTC,136.0,,,,
2009-12-17 00:00:00 UTC,169.0,,,,
2009-12-18 00:00:00 UTC,225.0,,,,
2009-12-19 00:00:00 UTC,198.0,,,,
2009-12-20 00:00:00 UTC,175.0,,,,
2009-12-21 00:00:00 UTC,175.0,,,,
2009-12-22 00:00:00 UTC,162.0,,,,
2009-12-23 00:00:00 UTC,154.0,,,,
2009-12-24 00:00:00 UTC,154.0,,,,
2009-12-25 00:00:00 UTC,149.0,,,,
2009-12-26 00:00:00 UTC,174.0,,,,
2009-12-27 00:00:00 UTC,167.0,,,,
2009-12-28 00:00:00 UTC,137.0,,,,
2009-12-29 00:00:00 UTC,171.0,,,,
2009-12-30 00:00:00 UTC,141.0,,,,
2009-12-31 00:00:00 UTC,138.0,,,,
2010-01-01 00:00:00 UTC,132.0,,,,
2010-01-02 00:00:00 UTC,126.0,,,,
2010-01-03 00:00:00 UTC,186.0,,,,
2010-01-04 00:00:00 UTC,181.0,,,,
2010-01-05 00:00:00 UTC,198.0,,,,
2010-01-06 00:00:00 UTC,163.0,,,,
2010-01-07 00:00:00 UTC,154.0,,,,
2010-01-08 00:00:00 UTC,153.0,,,,
2010-01-09 00:00:00 UTC,151.0,,,,
2010-01-10 00:00:00 UTC,190.0,,,,
2010-01-11 00:00:00 UTC,159.0,,,,
2010-01-12 00:00:00 UTC,159.0,,,,
2010-01-13 00:00:00 UTC,164.0,,,,
2010-01-14 00:00:00 UTC,143.0,,,,
2010-01-15 00:00:00 UTC,141.0,,,,
2010-01-16 00:00:00 UTC,125.0,,,,
2010-01-17 00:00:00 UTC,131.0,,,,
2010-01-18 00:00:00 UTC,125.0,,,,
2010-01-19 00:00:00 UTC,124.0,,,,
2010-01-20 00:00:00 UTC,158.0,,,,
2010-01-21 00:00:00 UTC,175.0,,,,
2010-01-22 00:00:00 UTC,133.0,,,,
2010-01-23 00:00:00 UTC,160.0,,,,
2010-01-24 00:00:00 UTC,154.0,,,,
2010-01-25 00:00:00 UTC,211.0,,,,
2010-01-26 00:00:00 UTC,195.0,,,,
2010-01-27 00:00:00 UTC,164.0,,,,
2010-01-28 00:00:00 UTC,177.0,,,,
2010-01-29 00:00:00 UTC,197.0,,,,
2010-01-30 00:00:00 UTC,210.0,,,,
2010-01-31 00:00:00 UTC,165.0,,,,
2010-02-01 00:00:00 UTC,184.0,,,,
2010-02-02 00:00:00 UTC,145.0,,,,
2010-02-03 00:00:00 UTC,270.0,,,,
2010-02-04 00:00:00 UTC,229.0,,,,
2010-02-05 00:00:00 UTC,223.0,,,,
2010-02-06 00:00:00 UTC,192.0,,,,
2010-02-07 00:00:00 UTC,217.0,,,,
2010-02-08 00:00:00 UTC,200.0,,,,
2010-02-09 00:00:00 UTC,207.0,,,,
2010-02-10 00:00:00 UTC,168.0,,,,
2010-02-11 00:00:00 UTC,169.0,,,,
2010-02-12 00:00:00 UTC,183.0,,,,
2010-02-13 00:00:00 UTC,232.0,,,,
2010-02-14 00:00:00 UTC,208.0,,,,
2010-02-15 00:00:00 UTC,176.0,,,,
2010-02-16 00:00:00 UTC,195.0,,,,
2010-02-17 00:00:00 UTC,239.0,,,,
2010-02-18 00:00:00 UTC,208.0,,,,
2010-02-19 00:00:00 UTC,192.0,,,,
2010-02-20 00:00:00 UTC,208.0,,,,
2010-02-21 00:00:00 UTC,223.0,,,,
2010-02-22 00:00:00 UTC,260.0,,,,
2010-02-23 00:00:00 UTC,250.0,,,,
2010-02-24 00:00:00 UTC,171.0,,,,
2010-02-25 00:00:00 UTC,154.0,,,,
2010-02-26 00:00:00 UTC,172.0,,,,
2010-02-27 00:00:00 UTC,172.0,,,,
2010-02-28 00:00:00 UTC,156.0,,,,
2010-03-01 00:00:00 UTC,195.0,,,,
2010-03-02 00:00:00 UTC,188.0,,,,
2010-03-03 00:00:00 UTC,152.0,,,,
2010-03-04 00:00:00 UTC,185.0,,,,
2010-03-05 00:00:00 UTC,171.0,,,,
2010-03-06 00:00:00 UTC,177.0,,,,
2010-03-07 00:00:00 UTC,179.0,,,,
2010-03-08 00:00:00 UTC,125.0,,,,
2010-03-09 00:00:00 UTC,146.0,,,,
2010-03-10 00:00:00 UTC,162.0,,,,
2010-03-11 00:00:00 UTC,133.0,,,,
2010-03-12 00:00:00 UTC,121.0,,,,
2010-03-13 00:00:00 UTC,153.0,,,,
2010-03-14 00:00:00 UTC,125.0,,,,
2010-03-15 00:00:00 UTC,135.0,,,,
2010-03-16 00:00:00 UTC,126.0,,,,
2010-03-17 00:00:00 UTC,136.0,,,,
2010-03-18 00:00:00 UTC,140.0,,,,
2010-03-19 00:00:00 UTC,153.0,,,,
2010-03-20 00:00:00 UTC,192.0,,,,
2010-03-21 00:00:00 UTC,183.0,,,,
2010-03-22 00:00:00 UTC,179.0,,,,
2010-03-23 00:00:00 UTC,207.0,,,,
2010-03-24 00:00:00 UTC,171.0,,,,
2010-03-25 00:00:00 UTC,187.0,,,,
2010-03-26 00:00:00 UTC,197.0,,,,
2010-03-27 00:00:00 UTC,178.0,,,,
2010-03-28 00:00:00 UTC,186.0,,,,
2010-03-29 00:00:00 UTC,195.0,,,,
2010-03-30 00:00:00 UTC,215.0,,,,
2010-03-31 00:00:00 UTC,209.0,,,,
2010-04-01 00:00:00 UTC,168.0,,,,
2010-04-02 00:00:00 UTC,156.0,,,,
2010-04-03 00:00:00 UTC,161.0,,,,
2010-04-04 00:00:00 UTC,171.0,,,,
2010-04-05 00:00:00 UTC,153.0,,,,
2010-04-06 00:00:00 UTC,159.0,,,,
2010-04-07 00:00:00 UTC,193.0,,,,
2010-04-08 00:00:00 UTC,183.0,,,,
2010-04-09 00:00:00 UTC,189.0,,,,
2010-04-10 00:00:00 UTC,260.0,,,,
2010-04-11 00:00:00 UTC,223.0,,,,
2010-04-12 00:00:00 UTC,203.0,,,,
2010-04-13 00:00:00 UTC,189.0,,,,
2010-04-14 00:00:00 UTC,180.0,,,,
2010-04-15 00:00:00 UTC,216.0,,,,
2010-04-16 00:00:00 UTC,202.0,,,,
2010-04-17 00:00:00 UTC,221.0,,,,
2010-04-18 00:00:00 UTC,245.0,,,,
2010-04-19 00:00:00 UTC,232.0,,,,
2010-04-20 00:00:00 UTC,205.0,,,,
2010-04-21 00:00:00 UTC,219.0,,,,
2010-04-22 00:00:00 UTC,159.0,,,,
2010-04-23 00:00:00 UTC,150.0,,,,
2010-04-24 00:00:00 UTC,168.0,,,,
2010-04-25 00:00:00 UTC,158.0,,,,
2010-04-26 00:00:00 UTC,164.0,,,,
2010-04-27 00:00:00 UTC,180.0,,,,
2010-04-28 00:00:00 UTC,180.0,,,,
2010-04-29 00:00:00 UTC,147.0,,,,
2010-04-30 00:00:00 UTC,144.0,,,,
2010-05-01 00:00:00 UTC,183.0,,,,
2010-05-02 00:00:00 UTC,155.0,,,,
2010-05-03 00:00:00 UTC,159.0,,,,
2010-05-04 00:00:00 UTC,136.0,,,,
2010-05-05 00:00:00 UTC,137.0,,,,
2010-05-06 00:00:00 UTC,149.0,,,,
2010-05-07 00:00:00 UTC,132.0,,,,
2010-05-08 00:00:00 UTC,154.0,,,,
2010-05-09 00:00:00 UTC,143.0,,,,
2010-05-10 00:00:00 UTC,128.0,,,,
2010-05-11 00:00:00 UTC,111.0,,,,
2010-05-12 00:00:00 UTC,127.0,,,,
2010-05-13 00:00:00 UTC,128.0,,,,
2010-05-14 00:00:00 UTC,123.0,,,,
2010-05-15 00:00:00 UTC,91.0,,,,
2010-05-16 00:00:00 UTC,113.0,,,,
2010-05-17 00:00:00 UTC,143.0,,,,
2010-05-18 00:00:00 UTC,168.0,,,,
2010-05-19 00:00:00 UTC,164.0,,,,
2010-05-20 00:00:00 UTC,203.0,,,,
2010-05-21 00:00:00 UTC,176.0,,,,
2010-05-22 00:00:00 UTC,195.0,,,,
2010-05-23 00:00:00 UTC,211.0,,,,
2010-05-24 00:00:00 UTC,188.0,,,,
2010-05-25 00:00:00 UTC,210.0,,,,
2010-05-26 00:00:00 UTC,223.0,,,,
2010-05-27 00:00:00 UTC,192.0,,,,
2010-05-28 00:00:00 UTC,223.0,,,,
2010-05-29 00:00:00 UTC,184.0,,,,
2010-05-30 00:00:00 UTC,149.0,,,,
2010-05-31 00:00:00 UTC,142.0,,,,
2010-06-01 00:00:00 UTC,135.0,,,,
2010-06-02 00:00:00 UTC,147.0,,,,
2010-06-03 00:00:00 UTC,152.0,,,,
2010-06-04 00:00:00 UTC,125.0,,,,
2010-06-05 00:00:00 UTC,145.0,,,,
2010-06-06 00:00:00 UTC,148.0,,,,
2010-06-07 00:00:00 UTC,157.0,,,,
2010-06-08 00:00:00 UTC,160.0,,,,
2010-06-09 00:00:00 UTC,168.0,,,,
2010-06-10 00:00:00 UTC,160.0,,,,
2010-06-11 00:00:00 UTC,168.0,,,,
2010-06-12 00:00:00 UTC,135.0,,,,
2010-06-13 00:00:00 UTC,172.0,,,,
2010-06-14 00:00:00 UTC,161.0,,,,
2010-06-15 00:00:00 UTC,184.0,,,,
2010-06-16 00:00:00 UTC,142.0,,,,
2010-06-17 00:00:00 UTC,146.0,,,,
2010-06-18 00:00:00 UTC,150.0,,,,
2010-06-19 00:00:00 UTC,150.0,,,,
2010-06-20 00:00:00 UTC,185.0,,,,
2010-06-21 00:00:00 UTC,154.0,,,,
2010-06-22 00:00:00 UTC,156.0,,,,
2010-06-23 00:00:00 UTC,187.0,,,,
2010-06-24 00:00:00 UTC,169.0,,,,
2010-06-25 00:00:00 UTC,150.0,,,,
2010-06-26 00:00:00 UTC,159.0,,,,
2010-06-27 00:00:00 UTC,178.0,,,,
2010-06-28 00:00:00 UTC,152.0,,,,
2010-06-29 00:00:00 UTC,169.0,,,,
2010-06-30 00:00:00 UTC,182.0,,,,
2010-07-01 00:00:00 UTC,211.0,,,,
2010-07-02 00:00:00 UTC,167.0,,,,
2010-07-03 00:00:00 UTC,212.0,,,,
2010-07-04 00:00:00 UTC,166.0,,,,
2010-07-05 00:00:00 UTC,179.0,,,,
2010-07-06 00:00:00 UTC,169.0,,,,
2010-07-07 00:00:00 UTC,156.0,,,,
2010-07-08 00:00:00 UTC,151.0,,,,
2010-07-09 00:00:00 UTC,199.0,,,,
2010-07-10 00:00:00 UTC,198.0,,,,
2010-07-11 00:00:00 UTC,179.0,,,,
2010-07-12 00:00:00 UTC,659.0,,,,
2010-07-13 00:00:00 UTC,692.0,,,,
2010-07-14 00:00:00 UTC,578.0,,,,
2010-07-15 00:00:00 UTC,624.0,,,,
2010-07-16 00:00:00 UTC,505.0,,,,
2010-07-17 00:00:00 UTC,173.0,,,,
2010-07-18 00:00:00 UTC,172.0,,,,
2010-07-19 00:00:00 UTC,174.0,,,,
2010-07-20 00:00:00 UTC,181.0,,,,
