TIMESTAMP,RPTR_OPEN_PRICE_USD,RPTR_HIGH_PRICE_USD,RPTR_LOW_PRICE_USD,RPTR_CLOSE_PRICE_USD,RPTR_VOLUME_USD,RPTR_DIVIDENDS_USD,RPTR_STOCK_SPLITS_USD
2021-05-08 00:00:00+00:00,,,,0.0,2264083,0.0,0.0
2021-05-09 00:00:00+00:00,,,,0.0,2135629,0.0,0.0
2021-05-10 00:00:00+00:00,,,,0.0,2846389,0.0,0.0
2021-05-11 00:00:00+00:00,,,,0.0,508377,0.0,0.0
2021-05-17 00:00:00+00:00,,,,0.0,29208,0.0,0.0
2021-05-24 00:00:00+00:00,,,,0.0,207479,0.0,0.0
2021-05-25 00:00:00+00:00,,,,0.0,152616,0.0,0.0
2021-05-26 00:00:00+00:00,,,,0.0,179846,0.0,0.0
2021-05-27 00:00:00+00:00,,,,0.0,269968,0.0,0.0
2021-05-28 00:00:00+00:00,,,,0.0,176492,0.0,0.0
2021-05-29 00:00:00+00:00,,,,0.0,100206,0.0,0.0
2021-05-30 00:00:00+00:00,,,,0.0,80662,0.0,0.0
2021-05-31 00:00:00+00:00,,,,0.0,143601,0.0,0.0
2021-06-01 00:00:00+00:00,,,,0.0,226141,0.0,0.0
2021-06-02 00:00:00+00:00,,,,0.0,182017,0.0,0.0
2021-06-03 00:00:00+00:00,,,,0.0,135783,0.0,0.0
2021-06-04 00:00:00+00:00,,,,0.0,96836,0.0,0.0
2021-06-05 00:00:00+00:00,,,,0.0,76411,0.0,0.0
2021-06-06 00:00:00+00:00,,,,0.0,79471,0.0,0.0
2021-06-07 00:00:00+00:00,,,,0.0,55669,0.0,0.0
2021-06-08 00:00:00+00:00,,,,0.0,97323,0.0,0.0
2021-06-09 00:00:00+00:00,,,,0.0,101328,0.0,0.0
2021-06-10 00:00:00+00:00,,,,0.0,52086,0.0,0.0
2021-06-11 00:00:00+00:00,,,,0.0,69775,0.0,0.0
2021-06-12 00:00:00+00:00,,,,0.0,38601,0.0,0.0
2021-06-13 00:00:00+00:00,,,,0.0,34773,0.0,0.0
2021-06-14 00:00:00+00:00,,,,0.0,25876,0.0,0.0
2021-06-15 00:00:00+00:00,,,,0.0,1,0.0,0.0
2021-06-22 00:00:00+00:00,,,,0.0,33139,0.0,0.0
2021-06-23 00:00:00+00:00,,,,0.0,33801,0.0,0.0
2021-06-24 00:00:00+00:00,,,,0.0,30484,0.0,0.0
2021-06-25 00:00:00+00:00,,,,0.0,27584,0.0,0.0
2021-06-26 00:00:00+00:00,,,,0.0,47189,0.0,0.0
2021-06-27 00:00:00+00:00,,,,0.0,45156,0.0,0.0
2021-06-28 00:00:00+00:00,,,,0.0,8635,0.0,0.0
2021-06-29 00:00:00+00:00,,,,0.0,10083,0.0,0.0
2021-06-30 00:00:00+00:00,,,,0.0,21929,0.0,0.0
2021-07-01 00:00:00+00:00,,,,0.0,19737,0.0,0.0
2021-07-02 00:00:00+00:00,,,,0.0,17778,0.0,0.0
2021-07-03 00:00:00+00:00,,,,0.0,19656,0.0,0.0
2021-07-04 00:00:00+00:00,,,,0.0,12365,0.0,0.0
2021-07-05 00:00:00+00:00,,,,0.0,25118,0.0,0.0
2021-07-06 00:00:00+00:00,,,,0.0,25167,0.0,0.0
2021-07-07 00:00:00+00:00,,,,0.0,23267,0.0,0.0
2021-07-08 00:00:00+00:00,,,,0.0,26923,0.0,0.0
2021-07-09 00:00:00+00:00,,,,0.0,18516,0.0,0.0
2021-07-10 00:00:00+00:00,,,,0.0,457647,0.0,0.0
2021-07-11 00:00:00+00:00,,,,0.0,538908,0.0,0.0
2021-07-12 00:00:00+00:00,,,,0.0,108647,0.0,0.0
2021-07-13 00:00:00+00:00,,,,0.0,42368,0.0,0.0
2021-07-14 00:00:00+00:00,,,,0.0,49276,0.0,0.0
2021-07-15 00:00:00+00:00,,,,0.0,85374,0.0,0.0
2021-07-16 00:00:00+00:00,,,,0.0,82810,0.0,0.0
2021-07-17 00:00:00+00:00,,,,0.0,48364,0.0,0.0
2021-07-18 00:00:00+00:00,,,,0.0,20415,0.0,0.0
2021-07-19 00:00:00+00:00,,,,0.0,10513,0.0,0.0
2021-07-20 00:00:00+00:00,,,,0.0,53217,0.0,0.0
2021-07-21 00:00:00+00:00,,,,0.0,68275,0.0,0.0
2021-07-22 00:00:00+00:00,,,,0.0,38190,0.0,0.0
2021-07-23 00:00:00+00:00,,,,0.0,43950,0.0,0.0
2021-07-24 00:00:00+00:00,,,,0.0,50955,0.0,0.0
2021-07-25 00:00:00+00:00,,,,0.0,41785,0.0,0.0
2021-07-26 00:00:00+00:00,,,,0.0,56938,0.0,0.0
2021-07-27 00:00:00+00:00,,,,0.0,59878,0.0,0.0
2021-07-28 00:00:00+00:00,,,,0.0,24151,0.0,0.0
2021-07-29 00:00:00+00:00,,,,0.0,27144,0.0,0.0
2021-07-30 00:00:00+00:00,,,,0.0,31106,0.0,0.0
2021-07-31 00:00:00+00:00,,,,0.0,60700,0.0,0.0
2021-08-01 00:00:00+00:00,,,,0.0,84591,0.0,0.0
2021-08-02 00:00:00+00:00,,,,0.0,123649,0.0,0.0
2021-08-03 00:00:00+00:00,,,,0.0,168029,0.0,0.0
2021-08-04 00:00:00+00:00,,,,0.0,126878,0.0,0.0
2021-08-05 00:00:00+00:00,,,,0.0,64651,0.0,0.0
2021-08-06 00:00:00+00:00,,,,0.0,107348,0.0,0.0
2021-08-07 00:00:00+00:00,,,,0.0,105394,0.0,0.0
2021-08-08 00:00:00+00:00,,,,0.0,101568,0.0,0.0
2021-08-09 00:00:00+00:00,,,,0.0,119331,0.0,0.0
2021-08-10 00:00:00+00:00,,,,0.0,58651,0.0,0.0
2021-08-11 00:00:00+00:00,,,,0.0,34674,0.0,0.0
2021-08-12 00:00:00+00:00,,,,0.0,68586,0.0,0.0
2021-08-13 00:00:00+00:00,,,,0.0,94643,0.0,0.0
2021-08-14 00:00:00+00:00,,,,0.0,61369,0.0,0.0
2021-08-15 00:00:00+00:00,,,,0.0,125915,0.0,0.0
2021-08-16 00:00:00+00:00,,,,0.0,157261,0.0,0.0
2021-08-17 00:00:00+00:00,,,,0.0,137236,0.0,0.0
2021-08-18 00:00:00+00:00,,,,0.0,102248,0.0,0.0
2021-08-19 00:00:00+00:00,,,,0.0,23526,0.0,0.0
2021-08-20 00:00:00+00:00,,,,0.0,35027,0.0,0.0
2021-08-21 00:00:00+00:00,,,,0.0,35388,0.0,0.0
2021-08-22 00:00:00+00:00,,,,0.0,14404,0.0,0.0
2021-08-23 00:00:00+00:00,,,,0.0,13428,0.0,0.0
2021-08-24 00:00:00+00:00,,,,0.0,12365,0.0,0.0
2021-08-25 00:00:00+00:00,,,,0.0,14145,0.0,0.0
2021-08-26 00:00:00+00:00,,,,0.0,17529,0.0,0.0
2021-08-27 00:00:00+00:00,,,,0.0,20863,0.0,0.0
2021-08-28 00:00:00+00:00,,,,0.0,52015,0.0,0.0
2021-08-29 00:00:00+00:00,,,,0.0,80165,0.0,0.0
2021-08-30 00:00:00+00:00,,,,0.0,40484,0.0,0.0
2021-08-31 00:00:00+00:00,,,,0.0,11230,0.0,0.0
2021-09-01 00:00:00+00:00,,,,0.0,36208,0.0,0.0
2021-09-02 00:00:00+00:00,,,,0.0,29902,0.0,0.0
2021-09-03 00:00:00+00:00,,,,0.0,45577,0.0,0.0
2021-09-04 00:00:00+00:00,,,,0.0,424289,0.0,0.0
2021-09-05 00:00:00+00:00,,,,0.0,436040,0.0,0.0
2021-09-06 00:00:00+00:00,,,,0.0,76306,0.0,0.0
2021-09-07 00:00:00+00:00,,,,0.0,28179,0.0,0.0
2021-09-08 00:00:00+00:00,,,,0.0,22111,0.0,0.0
2021-09-09 00:00:00+00:00,,,,0.0,37732,0.0,0.0
2021-09-10 00:00:00+00:00,,,,0.0,45131,0.0,0.0
2021-09-11 00:00:00+00:00,,,,0.0,29490,0.0,0.0
2021-09-12 00:00:00+00:00,,,,0.0,77352,0.0,0.0
2021-09-13 00:00:00+00:00,,,,0.0,116037,0.0,0.0
2021-09-14 00:00:00+00:00,,,,0.0,103498,0.0,0.0
2021-09-15 00:00:00+00:00,,,,0.0,111751,0.0,0.0
2021-09-16 00:00:00+00:00,,,,0.0,78916,0.0,0.0
2021-09-17 00:00:00+00:00,,,,0.0,33809,0.0,0.0
2021-09-18 00:00:00+00:00,,,,0.0,18857,0.0,0.0
2021-09-19 00:00:00+00:00,,,,0.0,16694,0.0,0.0
2021-09-20 00:00:00+00:00,,,,0.0,5441,0.0,0.0
