TIMESTAMP,NEZHA35698_OPEN_PRICE_USD,NEZHA35698_HIGH_PRICE_USD,NEZHA35698_LOW_PRICE_USD,NEZHA35698_CLOSE_PRICE_USD,NEZHA35698_VOLUME_USD,NEZHA35698_DIVIDENDS_USD,NEZHA35698_STOCK_SPLITS_USD
2025-03-28 00:00:00+00:00,0.00023200000578071922,0.00023200000578071922,0.00022600000374950469,0.0002280000044265762,2398349,0.0,0.0
2025-03-29 00:00:00+00:00,0.0002280000044265762,0.0002300000051036477,0.0002229999954579398,0.00022699999681208283,2398611,0.0,0.0
2025-03-30 00:00:00+00:00,0.00022699999681208283,0.0002280000044265762,0.0002229999954579398,0.00022400000307243317,2395890,0.0,0.0
2025-03-31 00:00:00+00:00,0.00022400000307243317,0.00022899999748915434,0.00022400000307243317,0.00022600000374950469,2397531,0.0,0.0
2025-04-01 00:00:00+00:00,0.00022600000374950469,0.0002280000044265762,0.00022600000374950469,0.00022600000374950469,2394700,0.0,0.0
2025-04-02 00:00:00+00:00,0.00022600000374950469,0.00022699999681208283,0.0002229999954579398,0.0002229999954579398,2394191,0.0,0.0
2025-04-03 00:00:00+00:00,0.0002229999954579398,0.00022400000307243317,0.00021800000104121864,0.00021899999410379678,2390267,0.0,0.0
2025-04-04 00:00:00+00:00,0.00021899999410379678,0.00021899999410379678,0.00021899999410379678,0.00021899999410379678,2390808,0.0,0.0
2025-04-05 00:00:00+00:00,0.00021899999410379678,0.00021899999410379678,0.00020599999697878957,0.00020599999697878957,2581826,0.0,0.0
2025-04-06 00:00:00+00:00,0.00020599999697878957,0.00021800000104121864,0.00020599999697878957,0.00021800000104121864,2396007,0.0,0.0
2025-04-07 00:00:00+00:00,0.00021800000104121864,0.00021899999410379678,0.00021800000104121864,0.00021800000104121864,2394583,0.0,0.0
2025-04-08 00:00:00+00:00,0.00021800000104121864,0.00021899999410379678,0.00021800000104121864,0.00021800000104121864,2392234,0.0,0.0
2025-04-09 00:00:00+00:00,0.00021800000104121864,0.00021899999410379678,0.00021800000104121864,0.00021899999410379678,2390605,0.0,0.0
2025-04-10 00:00:00+00:00,0.00021899999410379678,0.00021899999410379678,8.70000003487803e-05,9.000000136438757e-05,7442,0.0,0.0
2025-04-11 00:00:00+00:00,9.000000136438757e-05,9.100000170292333e-05,8.900000102585182e-05,9.100000170292333e-05,1821,0.0,0.0
2025-04-12 00:00:00+00:00,9.100000170292333e-05,9.100000170292333e-05,8.499999967170879e-05,8.600000001024455e-05,0,0.0,0.0
2025-04-13 00:00:00+00:00,8.600000001024455e-05,8.600000001024455e-05,8.299999899463728e-05,8.299999899463728e-05,0,0.0,0.0
2025-04-14 00:00:00+00:00,8.299999899463728e-05,8.499999967170879e-05,8.299999899463728e-05,8.499999967170879e-05,0,0.0,0.0
2025-04-15 00:00:00+00:00,8.499999967170879e-05,8.600000001024455e-05,7.699999696342275e-05,7.699999696342275e-05,3731,0.0,0.0
