TIMESTAMP,DARIK_OPEN_PRICE_USD,DARIK_HIGH_PRICE_USD,DARIK_LOW_PRICE_USD,DARIK_CLOSE_PRICE_USD,DARIK_VOLUME_USD,DARIK_DIVIDENDS_USD,DARIK_STOCK_SPLITS_USD
2023-12-05 00:00:00+00:00,6.784196853637695,6.970017910003662,5.84303617477417,6.394683837890625,23750,0.0,0.0
2023-12-06 00:00:00+00:00,6.395021915435791,7.624605178833008,6.096030235290527,7.092588901519775,31029,0.0,0.0
2023-12-07 00:00:00+00:00,7.092498779296875,7.096645832061768,5.059288024902344,5.633021831512451,20777,0.0,0.0
2023-12-08 00:00:00+00:00,5.632744789123535,5.741982936859131,5.212440013885498,5.5344648361206055,9530,0.0,0.0
2023-12-09 00:00:00+00:00,5.534729957580566,5.536064147949219,5.007778167724609,5.338529109954834,11734,0.0,0.0
2023-12-10 00:00:00+00:00,5.338466167449951,5.524800777435303,5.001820087432861,5.344883918762207,4937,0.0,0.0
2023-12-11 00:00:00+00:00,5.344934940338135,5.611573219299316,4.958315849304199,5.259635925292969,10256,0.0,0.0
2023-12-12 00:00:00+00:00,5.259178161621094,5.4422101974487305,4.966022968292236,5.070079803466797,6602,0.0,0.0
2023-12-13 00:00:00+00:00,5.070113182067871,5.696946144104004,5.01882791519165,5.5010199546813965,10897,0.0,0.0
2023-12-14 00:00:00+00:00,5.5008039474487305,5.502901077270508,5.055160045623779,5.219535827636719,4115,0.0,0.0
2023-12-15 00:00:00+00:00,5.2196807861328125,5.413341045379639,5.091139793395996,5.104852199554443,2502,0.0,0.0
2023-12-16 00:00:00+00:00,5.105122089385986,5.431660175323486,4.911273002624512,5.078061103820801,5718,0.0,0.0
2023-12-17 00:00:00+00:00,5.078220844268799,5.148251056671143,4.812067031860352,4.903863906860352,4246,0.0,0.0
2023-12-18 00:00:00+00:00,4.904867172241211,5.139145851135254,4.750988006591797,4.936118125915527,7307,0.0,0.0
2023-12-19 00:00:00+00:00,4.9353790283203125,5.024506092071533,4.667850971221924,4.756189823150635,8409,0.0,0.0
2023-12-20 00:00:00+00:00,4.756015777587891,5.0691680908203125,4.675480842590332,5.067212104797363,3481,0.0,0.0
2023-12-21 00:00:00+00:00,5.067254066467285,5.4916582107543945,4.819151878356934,5.261587142944336,22043,0.0,0.0
2023-12-22 00:00:00+00:00,5.261195182800293,5.510697841644287,4.948819160461426,5.200532913208008,9731,0.0,0.0
2023-12-23 00:00:00+00:00,5.200590133666992,5.2027130126953125,4.621950149536133,4.952651023864746,8706,0.0,0.0
2023-12-24 00:00:00+00:00,4.953600883483887,4.984066963195801,4.786891937255859,4.878048896789551,2763,0.0,0.0
2023-12-25 00:00:00+00:00,4.878264904022217,4.946840763092041,4.565471172332764,4.867486000061035,4922,0.0,0.0
2023-12-26 00:00:00+00:00,4.868919849395752,5.249798774719238,4.567215919494629,4.6610870361328125,19173,0.0,0.0
2023-12-27 00:00:00+00:00,4.661462783813477,4.95233678817749,4.576022148132324,4.738228797912598,4454,0.0,0.0
2023-12-28 00:00:00+00:00,4.738228797912598,4.764019012451172,4.095894813537598,4.360462188720703,9437,0.0,0.0
2023-12-29 00:00:00+00:00,4.360462188720703,4.440507888793945,4.163013935089111,4.255764007568359,4647,0.0,0.0
2023-12-30 00:00:00+00:00,4.255764007568359,4.343883037567139,3.8415029048919678,3.9645450115203857,6979,0.0,0.0
2023-12-31 00:00:00+00:00,3.9645450115203857,4.17835807800293,3.8240089416503906,3.8826589584350586,3930,0.0,0.0
2024-01-01 00:00:00+00:00,3.8826589584350586,4.092686176300049,3.803251028060913,3.896286964416504,3577,0.0,0.0
2024-01-02 00:00:00+00:00,3.896286964416504,3.9630959033966064,3.60262393951416,3.8696188926696777,11912,0.0,0.0
2024-01-03 00:00:00+00:00,3.8696188926696777,3.8696188926696777,3.3218729496002197,3.3272581100463867,2343,0.0,0.0
