TIMESTAMP,LEMD_OPEN_PRICE_USD,LEMD_HIGH_PRICE_USD,LEMD_LOW_PRICE_USD,LEMD_CLOSE_PRICE_USD,LEMD_VOLUME_USD,LEMD_DIVIDENDS_USD,LEMD_STOCK_SPLITS_USD
2021-04-26 00:00:00+00:00,0.10061100125312805,0.1362069994211197,0.09893400222063065,0.1362069994211197,7673172,0.0,0.0
2021-04-27 00:00:00+00:00,0.13503700494766235,0.17117999494075775,0.1137320026755333,0.14038099348545074,8972965,0.0,0.0
2021-04-28 00:00:00+00:00,0.1408880054950714,0.16363300383090973,0.11849699914455414,0.1346289962530136,5377871,0.0,0.0
2021-04-29 00:00:00+00:00,0.1341399997472763,0.14145700633525848,0.11706700176000595,0.11706700176000595,3010999,0.0,0.0
2021-04-30 00:00:00+00:00,0.11706200242042542,0.12528300285339355,0.10801299661397934,0.11024899780750275,1978931,0.0,0.0
2021-05-01 00:00:00+00:00,0.110105000436306,0.12710599601268768,0.10230199992656708,0.11209200322628021,2424147,0.0,0.0
2021-05-02 00:00:00+00:00,0.11281999945640564,0.13512299954891205,0.1075270026922226,0.1257999986410141,2182491,0.0,0.0
2021-05-03 00:00:00+00:00,0.12567399442195892,0.13060599565505981,0.11018600314855576,0.11474499851465225,1499647,0.0,0.0
2021-05-04 00:00:00+00:00,0.1147570013999939,0.1186629980802536,0.09808800369501114,0.09854699671268463,1565678,0.0,0.0
2021-05-05 00:00:00+00:00,0.0985179990530014,0.0997840017080307,0.08678100258111954,0.09327699989080429,1443324,0.0,0.0
2021-05-06 00:00:00+00:00,0.09287399798631668,0.09496399760246277,0.07606100291013718,0.08004999905824661,1254938,0.0,0.0
2021-05-07 00:00:00+00:00,0.08012499660253525,0.09098800271749496,0.07432500272989273,0.07923699915409088,1259757,0.0,0.0
2021-05-08 00:00:00+00:00,0.0799420028924942,0.13948099315166473,0.07234299927949905,0.13369399309158325,4880913,0.0,0.0
2021-05-09 00:00:00+00:00,0.1336590051651001,0.1360519975423813,0.108024001121521,0.12150599807500839,2902255,0.0,0.0
2021-05-10 00:00:00+00:00,0.12403099983930588,0.1262650042772293,0.0875450000166893,0.08989699929952621,2042034,0.0,0.0
2021-05-11 00:00:00+00:00,0.08973900228738785,0.09119100123643875,0.08101099729537964,0.08588200062513351,1467314,0.0,0.0
2021-05-12 00:00:00+00:00,0.08587300032377243,0.08886600285768509,0.07354500144720078,0.07431100308895111,1044701,0.0,0.0
2021-05-13 00:00:00+00:00,0.072393998503685,0.07822299748659134,0.06571099907159805,0.07460899651050568,1147558,0.0,0.0
2021-05-14 00:00:00+00:00,0.07472199946641922,0.08363199979066849,0.07005199790000916,0.07854899764060974,900654,0.0,0.0
2021-05-15 00:00:00+00:00,0.07884299755096436,0.08057200163602829,0.06923899799585342,0.06946499645709991,523490,0.0,0.0
2021-05-16 00:00:00+00:00,0.06942199915647507,0.07320699840784073,0.0657230019569397,0.06592600047588348,1544078,0.0,0.0
