,nMSE,nRMSE,nMAE,nMAPE,MSE,RMSE,MAE,MAPE,R2
0,0.04490729989465139,0.21191342547052414,0.20912914266265556,0.10669928403101961,13267705.88182456,3642.486222599141,3594.6283802083335,0.10093810177505594,-1.4164957096080086
1,0.0022361059517634944,0.04728748197740597,0.03531975767633538,0.01773587861806083,660650.0412163162,812.8038147156522,607.0956174395162,0.016787078376362327,0.9309392588526566
2,0.0007078984313332955,0.02660636073072181,0.02069626555219194,0.008558764611688308,209145.88361955207,457.324702612435,355.7388356854837,0.008178797510148985,0.9796705724189326
3,0.01936923202362063,0.1391733883456914,0.13311059146906873,0.05312334459794416,5722568.192378192,2392.1889959570904,2287.978171875,0.0508532202368231,0.3998307170281129
4,0.0006244892841761484,0.024989783596024766,0.01997064065310938,0.006134901882862626,184502.98646676372,429.5381082823312,343.2665423387096,0.005930209809317255,0.9925358825924667
5,0.03138128412832927,0.17714763370795916,0.17267495268244243,0.06177990404262077,14095078.141165368,3754.3412393075523,3659.5505000000003,0.059839458041515255,-0.09217451989827552
6,0.001623154390027882,0.040288390263547164,0.038445970011284476,0.03111655401714909,2427051.180993295,1557.899605556563,1486.6555745967746,0.02991396632202603,0.6584386487526979
7,0.00033041518192082804,0.018177326038799766,0.015186137971245966,0.01538238751706899,494059.210243204,702.893455826133,587.2281300403232,0.014642102230800653,0.9576341165613078
8,0.0027672715706588895,0.05260486261420031,0.048862331309365965,0.07116298632896907,8522188.360312203,2919.278739742439,2711.5889508928562,0.067747093198519,-0.3650380236044397
9,0.0014787370466379586,0.038454350165331865,0.03510947950631489,0.053266304837323274,5195456.344882858,2279.3543701853073,2081.0894909274193,0.050767540430256934,0.3792724292920924
10,0.0032196884590326097,0.056742298675966675,0.05594693735767107,0.08833497922189447,12241459.660521673,3498.7797387834626,3449.7370208333323,0.08419511732446043,-0.9577045713402954
11,0.002939451795196826,0.0542167114015303,0.052923012449397275,0.11105852937974604,11175987.849819126,3343.0506801152633,3263.279997479838,0.104206991563761,0.016707012118715947
Mean,0.00929875234644577,0.07396683441564195,0.06978126827509026,0.05202948492386226,6182987.81112026,2149.1616394736143,2035.6531010264655,0.04949997306825391,0.20696798443049702
