TIMESTAMP,PYTHIA_OPEN_PRICE_USD,PYTHIA_HIGH_PRICE_USD,PYTHIA_LOW_PRICE_USD,PYTHIA_CLOSE_PRICE_USD,PYTHIA_VOLUME_USD,PYTHIA_DIVIDENDS_USD,PYTHIA_STOCK_SPLITS_USD
2025-03-06 00:00:00+00:00,0.016713999211788177,0.018702000379562378,0.01628199964761734,0.01828799955546856,942028,0.0,0.0
2025-03-07 00:00:00+00:00,0.01828799955546856,0.019246000796556473,0.016790999099612236,0.018247999250888824,750529,0.0,0.0
2025-03-08 00:00:00+00:00,0.018247999250888824,0.018679000437259674,0.017311999574303627,0.018264999613165855,564501,0.0,0.0
2025-03-09 00:00:00+00:00,0.018264999613165855,0.018350999802350998,0.01475400011986494,0.014790999703109264,647985,0.0,0.0
2025-03-10 00:00:00+00:00,0.014790999703109264,0.017481999471783638,0.013581999577581882,0.01358800008893013,687245,0.0,0.0
2025-03-11 00:00:00+00:00,0.01358800008893013,0.014279000461101532,0.012443999759852886,0.013116000220179558,476048,0.0,0.0
2025-03-12 00:00:00+00:00,0.013116000220179558,0.01331000030040741,0.011626999825239182,0.012132000178098679,328212,0.0,0.0
2025-03-13 00:00:00+00:00,0.012132000178098679,0.013399999588727951,0.011819000355899334,0.012733000330626965,363175,0.0,0.0
2025-03-14 00:00:00+00:00,0.012733000330626965,0.014233999885618687,0.012582999654114246,0.014042000286281109,374290,0.0,0.0
2025-03-15 00:00:00+00:00,0.014042000286281109,0.014837999828159809,0.013628999702632427,0.014347000047564507,298816,0.0,0.0
2025-03-16 00:00:00+00:00,0.014333999715745449,0.014488999731838703,0.012622999958693981,0.01309099979698658,401503,0.0,0.0
2025-03-17 00:00:00+00:00,0.01309099979698658,0.013263000175356865,0.010564999654889107,0.011497000232338905,535994,0.0,0.0
2025-03-18 00:00:00+00:00,0.011497000232338905,0.011536999605596066,0.008593999780714512,0.009650999680161476,445861,0.0,0.0
2025-03-19 00:00:00+00:00,0.009650999680161476,0.012881999835371971,0.009471000172197819,0.01279400009661913,441528,0.0,0.0
2025-03-20 00:00:00+00:00,0.01279400009661913,0.01309600006788969,0.010552000254392624,0.012539000250399113,458169,0.0,0.0
2025-03-21 00:00:00+00:00,0.012539000250399113,0.012690000236034393,0.010563000105321407,0.012241999618709087,376538,0.0,0.0
2025-03-22 00:00:00+00:00,0.012241999618709087,0.013229000382125378,0.011749999597668648,0.012877999804913998,322657,0.0,0.0
2025-03-23 00:00:00+00:00,0.012877999804913998,0.014006000012159348,0.01284599956125021,0.013760999776422977,1326433,0.0,0.0
2025-03-24 00:00:00+00:00,0.013760999776422977,0.014682999812066555,0.01321799959987402,0.013933000154793262,1779943,0.0,0.0
2025-03-25 00:00:00+00:00,0.01394800003618002,0.014058000408113003,0.008214999921619892,0.008214999921619892,1639177,0.0,0.0
