TIMESTAMP,A7A5_OPEN_PRICE_USD,A7A5_HIGH_PRICE_USD,A7A5_LOW_PRICE_USD,A7A5_CLOSE_PRICE_USD,A7A5_VOLUME_USD,A7A5_DIVIDENDS_USD,A7A5_STOCK_SPLITS_USD
2025-05-21 00:00:00+00:00,0.012399000115692616,0.012451999820768833,0.012364000082015991,0.012369999662041664,0,0.0,0.0
2025-05-22 00:00:00+00:00,0.012369999662041664,0.0124719999730587,0.012203999795019627,0.012419999577105045,74155,0.0,0.0
2025-05-23 00:00:00+00:00,0.012419999577105045,0.012432999908924103,0.012210000306367874,0.012384999543428421,19259,0.0,0.0
2025-05-24 00:00:00+00:00,0.012384999543428421,0.012574000284075737,0.012199999764561653,0.012384000234305859,0,0.0,0.0
2025-05-25 00:00:00+00:00,0.012384000234305859,0.012420999817550182,0.01221499964594841,0.01228800043463707,21111,0.0,0.0
2025-05-26 00:00:00+00:00,0.01228800043463707,0.012519000098109245,0.012260000221431255,0.012419999577105045,0,0.0,0.0
2025-05-27 00:00:00+00:00,0.012419999577105045,0.012462000362575054,0.01221999991685152,0.012401999905705452,19480,0.0,0.0
2025-05-28 00:00:00+00:00,0.012401999905705452,0.012462999671697617,0.012267000041902065,0.01243400014936924,14499,0.0,0.0
2025-05-29 00:00:00+00:00,0.01243400014936924,0.012597999535501003,0.01234699971973896,0.012593000195920467,18227,0.0,0.0
2025-05-30 00:00:00+00:00,0.012593000195920467,0.012616000138223171,0.012467999942600727,0.012477999553084373,16895,0.0,0.0
2025-05-31 00:00:00+00:00,0.012477999553084373,0.012571999803185463,0.012435000389814377,0.012497999705374241,0,0.0,0.0
2025-06-01 00:00:00+00:00,0.012498087249696255,0.012581082060933113,0.012423672713339329,0.012480871751904488,14859,0.0,0.0
