TIMESTAMP,LIHUA_OPEN_PRICE_USD,LIHUA_HIGH_PRICE_USD,LIHUA_LOW_PRICE_USD,LIHUA_CLOSE_PRICE_USD,LIHUA_VOLUME_USD,LIHUA_DIVIDENDS_USD,LIHUA_STOCK_SPLITS_USD
2025-03-06 00:00:00+00:00,,,,0.0,2350,0.0,0.0
2025-03-07 00:00:00+00:00,,,,0.0,1755,0.0,0.0
2025-03-08 00:00:00+00:00,,,,0.0,1135,0.0,0.0
2025-03-09 00:00:00+00:00,,,,0.0,1000,0.0,0.0
2025-03-10 00:00:00+00:00,,,,0.0,2415,0.0,0.0
2025-03-11 00:00:00+00:00,,,,0.0,4153,0.0,0.0
2025-03-12 00:00:00+00:00,,,,0.0,1537,0.0,0.0
2025-03-13 00:00:00+00:00,,,,0.0,715,0.0,0.0
2025-03-14 00:00:00+00:00,,,,0.0,1101,0.0,0.0
2025-03-15 00:00:00+00:00,,,,0.0,1681,0.0,0.0
2025-03-16 00:00:00+00:00,,,,0.0,475,0.0,0.0
2025-03-17 00:00:00+00:00,,,,0.0,191,0.0,0.0
2025-03-18 00:00:00+00:00,,,,0.0,176,0.0,0.0
2025-03-19 00:00:00+00:00,,,,0.0,270,0.0,0.0
2025-03-20 00:00:00+00:00,,,,0.0,270,0.0,0.0
2025-03-21 00:00:00+00:00,,,,0.0,349,0.0,0.0
2025-03-22 00:00:00+00:00,,,,0.0,88,0.0,0.0
2025-03-23 00:00:00+00:00,,,,0.0,693,0.0,0.0
2025-03-24 00:00:00+00:00,,,,0.0,206,0.0,0.0
2025-03-25 00:00:00+00:00,,,,0.0,503,0.0,0.0
2025-03-26 00:00:00+00:00,,,,0.0,92,0.0,0.0
2025-03-27 00:00:00+00:00,,,,0.0,1653,0.0,0.0
2025-03-28 00:00:00+00:00,,,,0.0,989,0.0,0.0
2025-03-29 00:00:00+00:00,,,,0.0,1149,0.0,0.0
2025-03-30 00:00:00+00:00,,,,0.0,79,0.0,0.0
2025-03-31 00:00:00+00:00,,,,0.0,407,0.0,0.0
2025-04-01 00:00:00+00:00,,,,0.0,1360,0.0,0.0
2025-04-02 00:00:00+00:00,,,,0.0,889,0.0,0.0
2025-04-03 00:00:00+00:00,,,,0.0,637,0.0,0.0
2025-04-04 00:00:00+00:00,,,,0.0,395,0.0,0.0
2025-04-05 00:00:00+00:00,,,,0.0,145,0.0,0.0
2025-04-06 00:00:00+00:00,,,,0.0,71,0.0,0.0
2025-04-07 00:00:00+00:00,,,,0.0,1439,0.0,0.0
2025-04-08 00:00:00+00:00,,,,0.0,679,0.0,0.0
2025-04-09 00:00:00+00:00,,,,0.0,4430,0.0,0.0
2025-04-23 00:00:00+00:00,,,,0.0,1038,0.0,0.0
2025-04-24 00:00:00+00:00,,,,0.0,1014,0.0,0.0
2025-04-25 00:00:00+00:00,,,,0.0,857,0.0,0.0
2025-04-26 00:00:00+00:00,,,,0.0,861,0.0,0.0
2025-04-27 00:00:00+00:00,,,,0.0,883,0.0,0.0
2025-04-28 00:00:00+00:00,,,,0.0,1035,0.0,0.0
2025-04-29 00:00:00+00:00,,,,0.0,792,0.0,0.0
2025-04-30 00:00:00+00:00,,,,0.0,1250,0.0,0.0
2025-05-01 00:00:00+00:00,,,,0.0,896,0.0,0.0
2025-05-02 00:00:00+00:00,,,,0.0,1024,0.0,0.0
2025-05-03 00:00:00+00:00,,,,0.0,1052,0.0,0.0
2025-05-04 00:00:00+00:00,,,,0.0,774,0.0,0.0
2025-05-05 00:00:00+00:00,,,,0.0,936,0.0,0.0
2025-05-06 00:00:00+00:00,,,,0.0,947,0.0,0.0
2025-05-07 00:00:00+00:00,,,,0.0,865,0.0,0.0
2025-05-08 00:00:00+00:00,,,,0.0,983,0.0,0.0
2025-05-09 00:00:00+00:00,,,,0.0,980,0.0,0.0
2025-05-10 00:00:00+00:00,,,,0.0,950,0.0,0.0
2025-05-11 00:00:00+00:00,,,,0.0,848,0.0,0.0
2025-05-12 00:00:00+00:00,,,,0.0,885,0.0,0.0
2025-05-13 00:00:00+00:00,,,,0.0,931,0.0,0.0
2025-05-14 00:00:00+00:00,,,,0.0,791,0.0,0.0
2025-05-15 00:00:00+00:00,,,,0.0,961,0.0,0.0
2025-05-16 00:00:00+00:00,,,,0.0,837,0.0,0.0
2025-05-17 00:00:00+00:00,,,,0.0,910,0.0,0.0
2025-05-18 00:00:00+00:00,,,,0.0,805,0.0,0.0
2025-05-19 00:00:00+00:00,,,,0.0,1014,0.0,0.0
2025-05-20 00:00:00+00:00,,,,0.0,896,0.0,0.0
2025-05-21 00:00:00+00:00,,,,0.0,829,0.0,0.0
2025-05-22 00:00:00+00:00,,,,0.0,1006,0.0,0.0
2025-05-23 00:00:00+00:00,,,,0.0,863,0.0,0.0
2025-05-24 00:00:00+00:00,,,,0.0,889,0.0,0.0
2025-05-25 00:00:00+00:00,,,,0.0,872,0.0,0.0
2025-05-26 00:00:00+00:00,,,,0.0,944,0.0,0.0
2025-05-27 00:00:00+00:00,,,,0.0,923,0.0,0.0
2025-05-28 00:00:00+00:00,,,,0.0,1017,0.0,0.0
2025-05-29 00:00:00+00:00,,,,0.0,820,0.0,0.0
2025-05-30 00:00:00+00:00,,,,0.0,876,0.0,0.0
2025-05-31 00:00:00+00:00,,,,0.0,922,0.0,0.0
2025-06-01 00:00:00+00:00,7.473161645066284e-08,7.612558050595908e-08,6.782214256872976e-08,6.831957222175333e-08,878,0.0,0.0
