TIMESTAMP,MONIE_OPEN_PRICE_USD,MONIE_HIGH_PRICE_USD,MONIE_LOW_PRICE_USD,MONIE_CLOSE_PRICE_USD,MONIE_VOLUME_USD,MONIE_DIVIDENDS_USD,MONIE_STOCK_SPLITS_USD
2023-05-08 00:00:00+00:00,0.8014320135116577,0.8148530125617981,0.7991030216217041,0.8137900233268738,0,0.0,0.0
2023-05-09 00:00:00+00:00,0.8137900233268738,0.8138970136642456,0.8127890229225159,0.8133990168571472,0,0.0,0.0
2023-05-10 00:00:00+00:00,0.8134300112724304,0.9494799971580505,0.8130630254745483,0.9490079879760742,0,0.0,0.0
2023-05-11 00:00:00+00:00,0.949068009853363,0.9496530294418335,0.9469410181045532,0.9487969875335693,0,0.0,0.0
2023-05-12 00:00:00+00:00,0.9487980008125305,0.9492589831352234,0.7298550009727478,0.7307010293006897,0,0.0,0.0
2023-05-13 00:00:00+00:00,0.730659008026123,0.7310500144958496,0.730301022529602,0.7305300235748291,0,0.0,0.0
2023-05-14 00:00:00+00:00,0.7305170297622681,0.7307389974594116,0.7078999876976013,0.7081419825553894,0,0.0,0.0
2023-05-15 00:00:00+00:00,0.7081419825553894,0.7081419825553894,0.7081419825553894,0.7081419825553894,0,0.0,0.0
2023-05-16 00:00:00+00:00,0.7081419825553894,0.7081419825553894,0.7081419825553894,0.7081419825553894,0,0.0,0.0
2023-05-17 00:00:00+00:00,0.7081419825553894,0.7081419825553894,0.7081419825553894,0.7081419825553894,0,0.0,0.0
2023-05-18 00:00:00+00:00,0.7081419825553894,0.7489740252494812,0.7011060118675232,0.740481972694397,16338,0.0,0.0
2023-05-19 00:00:00+00:00,0.7405279874801636,0.7526580095291138,0.7343140244483948,0.7352780103683472,8483,0.0,0.0
2023-05-20 00:00:00+00:00,0.7353309988975525,0.7369289994239807,0.7105000019073486,0.710735023021698,5169,0.0,0.0
2023-05-21 00:00:00+00:00,0.7108290195465088,0.7343019843101501,0.7098109722137451,0.7303739786148071,5552,0.0,0.0
2023-05-22 00:00:00+00:00,0.7303109765052795,0.737326979637146,0.7269330024719238,0.7341409921646118,3340,0.0,0.0
2023-05-23 00:00:00+00:00,0.7340940237045288,0.7870960235595703,0.7323989868164062,0.7816699743270874,20609,0.0,0.0
2023-05-24 00:00:00+00:00,0.7816309928894043,0.7891420125961304,0.781453013420105,0.7867900133132935,6345,0.0,0.0
2023-05-25 00:00:00+00:00,0.7868260145187378,0.787676990032196,0.7506639957427979,0.7819589972496033,20737,0.0,0.0
2023-05-26 00:00:00+00:00,0.7819610238075256,0.7825559973716736,0.7747309803962708,0.7764739990234375,1612,0.0,0.0
2023-05-27 00:00:00+00:00,0.7764520049095154,0.7770500183105469,0.765762984752655,0.767428994178772,2470,0.0,0.0
