,nMSE,nRMSE,nMAE,nMAPE,MSE,RMSE,MAE,MAPE,R2
0,0.010979864583258721,0.1047848490157748,0.08241435466361029,0.042222267034055114,3243963.17896654,1801.100546601033,1416.5837500000005,0.039930709793484814,0.40916514324924214
1,0.004014998664663339,0.06336401711273788,0.05129207302214951,0.026924182069010934,1186217.4910314379,1089.1361214427873,881.6367414314511,0.02542477922948275,0.8759993128256691
2,0.007274471927735141,0.08529051487554253,0.06942293279043467,0.02743106214289857,2149218.244228978,1466.0212291194757,1193.2799999999997,0.026268551449902987,0.7910913860899089
3,0.011491601101495658,0.1071988857287969,0.07958048675042631,0.03154237608059854,3395152.6927924748,1842.5940119278785,1367.873958333333,0.030203812258620757,0.6439244953118654
4,0.013490740030436958,0.11614964498627173,0.09242804543515647,0.02860756289395034,4012435.450302368,2003.1064500675864,1594.0059374999994,0.02764916557473691,0.8376758562843066
5,0.008809180675406118,0.09385723560496612,0.07349517235767315,0.0269072877997617,3956691.401892905,1989.1433839451859,1557.6046249999993,0.02604196451180043,0.6934108850643996
6,0.0018349255402886522,0.042836030865250015,0.030836135682494544,0.025432788741285663,2743707.081110069,1656.413922034607,1192.393230846774,0.024433176346443257,0.613875345773627
7,0.0008598840148596934,0.029323779000321452,0.020595887699289613,0.02067437055637078,1285758.503379288,1133.912917017567,796.4164012096772,0.01968719145773736,0.8897454115719047
8,0.0009817943277423459,0.03133359742739965,0.021622977630452813,0.030905824586792276,3023569.643243659,1738.8414658167255,1199.955496651785,0.02944824504343783,0.5157009730899089
9,0.0005122657761518204,0.022633289114749107,0.017166113920183326,0.02572710582572501,1799816.2671642925,1341.5723115673984,1017.5093044354838,0.02453496335169022,0.7849668046315468
10,0.00030162554700778756,0.017367370181112268,0.01414364107362992,0.02239664521943075,1146799.3147090117,1070.8871624541082,872.1094687499998,0.021344047703069323,0.81659913743325
11,0.000490995645807167,0.02215842155495664,0.01671578904489437,0.03462851661132637,1866797.9921995723,1366.3081615066098,1030.7105216733876,0.03251649714803358,0.8357541722318169
Mean,0.005086862319571117,0.06135813628898992,0.047476134172532915,0.02861666579676717,2484177.2717517167,1541.5864736250805,1176.673286319324,0.027290258655703347,0.7256590769631205
