TIMESTAMP,DNA34061_OPEN_PRICE_USD,DNA34061_HIGH_PRICE_USD,DNA34061_LOW_PRICE_USD,DNA34061_CLOSE_PRICE_USD,DNA34061_VOLUME_USD,DNA34061_DIVIDENDS_USD,DNA34061_STOCK_SPLITS_USD
2024-11-29 00:00:00+00:00,,,,0.0,12629719,0.0,0.0
2024-11-30 00:00:00+00:00,,,,0.0,6447367,0.0,0.0
2024-12-01 00:00:00+00:00,,,,0.0,1842886,0.0,0.0
2024-12-02 00:00:00+00:00,,,,0.0,3378721,0.0,0.0
2024-12-03 00:00:00+00:00,,,,0.0,3032749,0.0,0.0
2024-12-04 00:00:00+00:00,,,,0.0,1935298,0.0,0.0
2024-12-05 00:00:00+00:00,,,,0.0,5783318,0.0,0.0
2024-12-06 00:00:00+00:00,,,,0.0,16429236,0.0,0.0
2024-12-07 00:00:00+00:00,,,,0.0,15315779,0.0,0.0
2024-12-08 00:00:00+00:00,,,,0.0,4607492,0.0,0.0
2024-12-09 00:00:00+00:00,,,,0.0,2619057,0.0,0.0
2024-12-10 00:00:00+00:00,,,,0.0,4094051,0.0,0.0
2024-12-11 00:00:00+00:00,,,,0.0,2553792,0.0,0.0
2024-12-12 00:00:00+00:00,,,,0.0,2400392,0.0,0.0
2024-12-13 00:00:00+00:00,,,,0.0,1580402,0.0,0.0
2024-12-14 00:00:00+00:00,,,,0.0,1422362,0.0,0.0
2024-12-15 00:00:00+00:00,,,,0.0,1982419,0.0,0.0
2024-12-16 00:00:00+00:00,,,,0.0,1603375,0.0,0.0
2024-12-17 00:00:00+00:00,,,,0.0,974675,0.0,0.0
2024-12-18 00:00:00+00:00,,,,0.0,900015,0.0,0.0
2024-12-19 00:00:00+00:00,,,,0.0,925056,0.0,0.0
2024-12-20 00:00:00+00:00,,,,0.0,865544,0.0,0.0
2024-12-21 00:00:00+00:00,,,,0.0,1156119,0.0,0.0
2024-12-22 00:00:00+00:00,,,,0.0,624501,0.0,0.0
2024-12-23 00:00:00+00:00,,,,0.0,857109,0.0,0.0
2024-12-24 00:00:00+00:00,,,,0.0,884459,0.0,0.0
2024-12-25 00:00:00+00:00,,,,0.0,756755,0.0,0.0
2024-12-26 00:00:00+00:00,,,,0.0,734614,0.0,0.0
2024-12-27 00:00:00+00:00,,,,0.0,674479,0.0,0.0
2024-12-28 00:00:00+00:00,,,,0.0,656193,0.0,0.0
2024-12-29 00:00:00+00:00,,,,0.0,514296,0.0,0.0
2024-12-30 00:00:00+00:00,,,,0.0,621397,0.0,0.0
2024-12-31 00:00:00+00:00,,,,0.0,669968,0.0,0.0
