TIMESTAMP,WXT32207_OPEN_PRICE_USD,WXT32207_HIGH_PRICE_USD,WXT32207_LOW_PRICE_USD,WXT32207_CLOSE_PRICE_USD,WXT32207_VOLUME_USD,WXT32207_DIVIDENDS_USD,WXT32207_STOCK_SPLITS_USD
2024-08-20 00:00:00+00:00,0.011393999680876732,0.011451000347733498,0.011177999898791313,0.011229000054299831,26653,0.0,0.0
2024-08-21 00:00:00+00:00,0.011203000321984291,0.011416999623179436,0.01119100023061037,0.011396000161767006,68369,0.0,0.0
2024-08-22 00:00:00+00:00,0.011389999650418758,0.011415000073611736,0.011307000182569027,0.011385000310838223,55056,0.0,0.0
2024-08-23 00:00:00+00:00,0.011382999829947948,0.011830000206828117,0.011382999829947948,0.011788000352680683,105139,0.0,0.0
2024-08-24 00:00:00+00:00,0.01176500041037798,0.012014999985694885,0.011733000166714191,0.011920000426471233,81812,0.0,0.0
2024-08-25 00:00:00+00:00,0.011955000460147858,0.011971999891102314,0.011849000118672848,0.011885999701917171,67388,0.0,0.0
2024-08-26 00:00:00+00:00,0.011885999701917171,0.011920000426471233,0.01169500034302473,0.011738000437617302,46622,0.0,0.0
2024-08-27 00:00:00+00:00,0.011723999865353107,0.011777999810874462,0.011145000346004963,0.011230000294744968,58130,0.0,0.0
2024-08-28 00:00:00+00:00,0.011230000294744968,0.011440999805927277,0.011160999536514282,0.011388000100851059,59760,0.0,0.0
2024-08-29 00:00:00+00:00,0.011388000100851059,0.011541999876499176,0.011366000398993492,0.011415000073611736,38672,0.0,0.0
2024-08-30 00:00:00+00:00,0.011415000073611736,0.011435999535024166,0.011219000443816185,0.01141900010406971,52267,0.0,0.0
2024-08-31 00:00:00+00:00,0.01141900010406971,0.011428999714553356,0.011345000006258488,0.011381999589502811,20148,0.0,0.0
2024-09-01 00:00:00+00:00,0.011381999589502811,0.011388000100851059,0.011123999953269958,0.011172999627888203,18028,0.0,0.0
2024-09-02 00:00:00+00:00,0.011172999627888203,0.011447000317275524,0.011169999837875366,0.011405999772250652,59712,0.0,0.0
2024-09-03 00:00:00+00:00,0.011397999711334705,0.011432000435888767,0.01120499987155199,0.01120499987155199,24304,0.0,0.0
2024-09-04 00:00:00+00:00,0.01120499987155199,0.011374000459909439,0.011017000302672386,0.011320999823510647,42218,0.0,0.0
2024-09-05 00:00:00+00:00,0.01129200030118227,0.011327999643981457,0.011146999895572662,0.011176999658346176,44842,0.0,0.0
