TIMESTAMP,SHIBK30442_OPEN_PRICE_USD,SHIBK30442_HIGH_PRICE_USD,SHIBK30442_LOW_PRICE_USD,SHIBK30442_CLOSE_PRICE_USD,SHIBK30442_VOLUME_USD,SHIBK30442_DIVIDENDS_USD,SHIBK30442_STOCK_SPLITS_USD
2024-04-08 00:00:00+00:00,,,,0.0,39945,0.0,0.0
2024-04-09 00:00:00+00:00,,,,0.0,9084,0.0,0.0
2024-04-10 00:00:00+00:00,,,,0.0,82490,0.0,0.0
2024-04-11 00:00:00+00:00,,,,0.0,5928,0.0,0.0
2024-04-12 00:00:00+00:00,,,,0.0,4200,0.0,0.0
2024-04-13 00:00:00+00:00,,,,0.0,40678,0.0,0.0
2024-04-14 00:00:00+00:00,,,,0.0,4704,0.0,0.0
2024-04-15 00:00:00+00:00,,,,0.0,7270,0.0,0.0
2024-04-16 00:00:00+00:00,,,,0.0,5706,0.0,0.0
2024-04-17 00:00:00+00:00,,,,0.0,1900,0.0,0.0
2024-04-18 00:00:00+00:00,,,,0.0,6806,0.0,0.0
2024-04-19 00:00:00+00:00,,,,0.0,1440,0.0,0.0
2024-04-20 00:00:00+00:00,,,,0.0,1303,0.0,0.0
2024-04-21 00:00:00+00:00,,,,0.0,2606,0.0,0.0
2024-04-22 00:00:00+00:00,,,,0.0,3275,0.0,0.0
2024-04-23 00:00:00+00:00,,,,0.0,3110,0.0,0.0
2024-04-24 00:00:00+00:00,,,,0.0,8188,0.0,0.0
2024-04-25 00:00:00+00:00,,,,0.0,12127,0.0,0.0
2024-04-26 00:00:00+00:00,,,,0.0,10437,0.0,0.0
2024-04-27 00:00:00+00:00,,,,0.0,4583,0.0,0.0
2024-04-28 00:00:00+00:00,,,,0.0,645,0.0,0.0
2024-04-29 00:00:00+00:00,,,,0.0,6626,0.0,0.0
2024-04-30 00:00:00+00:00,,,,0.0,895,0.0,0.0
2024-05-01 00:00:00+00:00,,,,0.0,2485,0.0,0.0
2024-05-02 00:00:00+00:00,,,,0.0,7820,0.0,0.0
2024-05-03 00:00:00+00:00,,,,0.0,14791,0.0,0.0
2024-05-04 00:00:00+00:00,,,,0.0,3801,0.0,0.0
2024-05-05 00:00:00+00:00,,,,0.0,371,0.0,0.0
2024-05-06 00:00:00+00:00,,,,0.0,84168,0.0,0.0
2024-05-07 00:00:00+00:00,,,,0.0,5844,0.0,0.0
2024-05-08 00:00:00+00:00,,,,0.0,2102,0.0,0.0
2024-05-09 00:00:00+00:00,,,,0.0,928,0.0,0.0
2024-05-10 00:00:00+00:00,,,,0.0,556,0.0,0.0
2024-05-11 00:00:00+00:00,,,,0.0,8065,0.0,0.0
2024-05-12 00:00:00+00:00,,,,0.0,1873,0.0,0.0
2024-05-13 00:00:00+00:00,,,,0.0,9327,0.0,0.0
2024-05-14 00:00:00+00:00,,,,0.0,1510,0.0,0.0
2024-05-15 00:00:00+00:00,,,,0.0,8475,0.0,0.0
2024-05-16 00:00:00+00:00,,,,0.0,24819,0.0,0.0
2024-05-17 00:00:00+00:00,,,,0.0,9142,0.0,0.0
2024-05-18 00:00:00+00:00,,,,0.0,11252,0.0,0.0
2024-05-19 00:00:00+00:00,,,,0.0,2804,0.0,0.0
2024-05-20 00:00:00+00:00,,,,0.0,4515,0.0,0.0
2024-05-21 00:00:00+00:00,,,,0.0,5857,0.0,0.0
2024-05-22 00:00:00+00:00,,,,0.0,33089,0.0,0.0
2024-05-23 00:00:00+00:00,,,,0.0,172812,0.0,0.0
2024-05-24 00:00:00+00:00,,,,0.0,160572,0.0,0.0
2024-05-25 00:00:00+00:00,,,,0.0,152816,0.0,0.0
2024-05-26 00:00:00+00:00,,,,0.0,42563,0.0,0.0
2024-05-27 00:00:00+00:00,,,,0.0,118247,0.0,0.0
2024-05-28 00:00:00+00:00,,,,0.0,152500,0.0,0.0
2024-05-29 00:00:00+00:00,,,,0.0,135981,0.0,0.0
2024-05-30 00:00:00+00:00,,,,0.0,144807,0.0,0.0
2024-05-31 00:00:00+00:00,,,,0.0,136631,0.0,0.0
2024-06-01 00:00:00+00:00,,,,0.0,134874,0.0,0.0
2024-06-02 00:00:00+00:00,,,,0.0,138557,0.0,0.0
2024-06-03 00:00:00+00:00,,,,0.0,133187,0.0,0.0
2024-06-04 00:00:00+00:00,,,,0.0,116078,0.0,0.0
2024-06-05 00:00:00+00:00,,,,0.0,138568,0.0,0.0
2024-06-06 00:00:00+00:00,,,,0.0,90731,0.0,0.0
2024-06-07 00:00:00+00:00,,,,0.0,96043,0.0,0.0
2024-06-08 00:00:00+00:00,,,,0.0,93202,0.0,0.0
2024-06-09 00:00:00+00:00,,,,0.0,109906,0.0,0.0
2024-06-10 00:00:00+00:00,,,,0.0,111348,0.0,0.0
2024-06-11 00:00:00+00:00,,,,0.0,95301,0.0,0.0
2024-06-12 00:00:00+00:00,,,,0.0,100550,0.0,0.0
2024-06-13 00:00:00+00:00,,,,0.0,95867,0.0,0.0
2024-06-14 00:00:00+00:00,,,,0.0,90762,0.0,0.0
2024-06-15 00:00:00+00:00,,,,0.0,87595,0.0,0.0
2024-06-16 00:00:00+00:00,,,,0.0,86574,0.0,0.0
2024-06-17 00:00:00+00:00,,,,0.0,64518,0.0,0.0
2024-06-18 00:00:00+00:00,,,,0.0,83667,0.0,0.0
2024-06-19 00:00:00+00:00,,,,0.0,85544,0.0,0.0
2024-06-20 00:00:00+00:00,,,,0.0,73867,0.0,0.0
2024-06-21 00:00:00+00:00,,,,0.0,69340,0.0,0.0
2024-06-22 00:00:00+00:00,,,,0.0,72784,0.0,0.0
2024-06-23 00:00:00+00:00,,,,0.0,68099,0.0,0.0
2024-06-24 00:00:00+00:00,,,,0.0,65981,0.0,0.0
2024-06-25 00:00:00+00:00,,,,0.0,68966,0.0,0.0
2024-06-26 00:00:00+00:00,,,,0.0,58259,0.0,0.0
2024-06-27 00:00:00+00:00,,,,0.0,67343,0.0,0.0
2024-06-28 00:00:00+00:00,,,,0.0,69928,0.0,0.0
2024-06-29 00:00:00+00:00,,,,0.0,64967,0.0,0.0
2024-06-30 00:00:00+00:00,,,,0.0,67676,0.0,0.0
2024-07-01 00:00:00+00:00,,,,0.0,60979,0.0,0.0
2024-07-02 00:00:00+00:00,,,,0.0,63680,0.0,0.0
2024-07-03 00:00:00+00:00,,,,0.0,66801,0.0,0.0
2024-07-04 00:00:00+00:00,,,,0.0,68600,0.0,0.0
2024-07-05 00:00:00+00:00,,,,0.0,65388,0.0,0.0
2024-07-06 00:00:00+00:00,,,,0.0,65976,0.0,0.0
2024-07-07 00:00:00+00:00,,,,0.0,57949,0.0,0.0
2024-07-08 00:00:00+00:00,,,,0.0,58087,0.0,0.0
2024-07-09 00:00:00+00:00,,,,0.0,55813,0.0,0.0
2024-07-10 00:00:00+00:00,,,,0.0,44544,0.0,0.0
2024-07-11 00:00:00+00:00,,,,0.0,55906,0.0,0.0
2024-07-12 00:00:00+00:00,,,,0.0,51135,0.0,0.0
2024-07-13 00:00:00+00:00,,,,0.0,51611,0.0,0.0
2024-07-14 00:00:00+00:00,,,,0.0,44325,0.0,0.0
2024-07-15 00:00:00+00:00,,,,0.0,53649,0.0,0.0
2024-07-16 00:00:00+00:00,,,,0.0,21976,0.0,0.0
2024-07-17 00:00:00+00:00,,,,0.0,349,0.0,0.0
2024-07-18 00:00:00+00:00,,,,0.0,192,0.0,0.0
2024-07-19 00:00:00+00:00,,,,0.0,159,0.0,0.0
2024-07-20 00:00:00+00:00,,,,0.0,2819,0.0,0.0
2024-07-21 00:00:00+00:00,,,,0.0,117,0.0,0.0
2024-07-22 00:00:00+00:00,,,,0.0,540,0.0,0.0
2024-07-23 00:00:00+00:00,,,,0.0,380,0.0,0.0
2024-07-24 00:00:00+00:00,,,,0.0,974,0.0,0.0
2024-07-25 00:00:00+00:00,,,,0.0,353,0.0,0.0
2024-07-26 00:00:00+00:00,,,,0.0,370,0.0,0.0
2024-07-27 00:00:00+00:00,,,,0.0,92,0.0,0.0
2024-07-28 00:00:00+00:00,,,,0.0,207,0.0,0.0
2024-07-29 00:00:00+00:00,,,,0.0,23,0.0,0.0
2024-07-30 00:00:00+00:00,,,,0.0,5092,0.0,0.0
2024-07-31 00:00:00+00:00,,,,0.0,475,0.0,0.0
2024-08-01 00:00:00+00:00,,,,0.0,524,0.0,0.0
2024-08-03 00:00:00+00:00,,,,0.0,22,0.0,0.0
2024-08-04 00:00:00+00:00,,,,0.0,1346,0.0,0.0
2024-08-05 00:00:00+00:00,,,,0.0,1062,0.0,0.0
2024-08-06 00:00:00+00:00,,,,0.0,1789,0.0,0.0
2024-08-07 00:00:00+00:00,,,,0.0,764,0.0,0.0
2024-08-08 00:00:00+00:00,,,,0.0,1550,0.0,0.0
2024-08-09 00:00:00+00:00,,,,0.0,171,0.0,0.0
2024-08-10 00:00:00+00:00,,,,0.0,37,0.0,0.0
2024-08-11 00:00:00+00:00,,,,0.0,2618,0.0,0.0
2024-08-12 00:00:00+00:00,,,,0.0,5590,0.0,0.0
2024-08-13 00:00:00+00:00,,,,0.0,10212,0.0,0.0
2024-08-14 00:00:00+00:00,,,,0.0,543,0.0,0.0
2024-08-15 00:00:00+00:00,,,,0.0,2102,0.0,0.0
2024-08-16 00:00:00+00:00,,,,0.0,7719,0.0,0.0
2024-08-17 00:00:00+00:00,,,,0.0,2271,0.0,0.0
2024-08-18 00:00:00+00:00,,,,0.0,3851,0.0,0.0
2024-08-19 00:00:00+00:00,,,,0.0,774,0.0,0.0
2024-08-20 00:00:00+00:00,,,,0.0,127,0.0,0.0
2024-08-21 00:00:00+00:00,,,,0.0,1834,0.0,0.0
2024-08-22 00:00:00+00:00,,,,0.0,1393,0.0,0.0
2024-08-23 00:00:00+00:00,,,,0.0,944,0.0,0.0
2024-08-24 00:00:00+00:00,,,,0.0,2202,0.0,0.0
