TIMESTAMP,BNBLION_OPEN_PRICE_USD,BNBLION_HIGH_PRICE_USD,BNBLION_LOW_PRICE_USD,BNBLION_CLOSE_PRICE_USD,BNBLION_VOLUME_USD,BNBLION_DIVIDENDS_USD,BNBLION_STOCK_SPLITS_USD
2023-05-22 00:00:00+00:00,,,,0.0,84514,0.0,0.0
2023-05-23 00:00:00+00:00,,,,0.0,73320,0.0,0.0
2023-05-24 00:00:00+00:00,,,,0.0,61071,0.0,0.0
2023-05-25 00:00:00+00:00,,,,0.0,34088,0.0,0.0
2023-05-26 00:00:00+00:00,,,,0.0,25436,0.0,0.0
2023-05-27 00:00:00+00:00,,,,0.0,17398,0.0,0.0
2023-05-28 00:00:00+00:00,,,,0.0,25327,0.0,0.0
2023-05-29 00:00:00+00:00,,,,0.0,32043,0.0,0.0
2023-05-30 00:00:00+00:00,,,,0.0,16503,0.0,0.0
2023-05-31 00:00:00+00:00,,,,0.0,27731,0.0,0.0
2023-06-01 00:00:00+00:00,,,,0.0,46642,0.0,0.0
2023-06-02 00:00:00+00:00,,,,0.0,14852,0.0,0.0
2023-06-03 00:00:00+00:00,,,,0.0,20341,0.0,0.0
2023-06-04 00:00:00+00:00,,,,0.0,17702,0.0,0.0
2023-06-05 00:00:00+00:00,,,,0.0,17128,0.0,0.0
2023-06-06 00:00:00+00:00,,,,0.0,15341,0.0,0.0
2023-06-07 00:00:00+00:00,,,,0.0,39171,0.0,0.0
2023-06-08 00:00:00+00:00,,,,0.0,11104,0.0,0.0
2023-06-09 00:00:00+00:00,,,,0.0,8265,0.0,0.0
2023-06-10 00:00:00+00:00,,,,0.0,8995,0.0,0.0
2023-06-11 00:00:00+00:00,,,,0.0,23415,0.0,0.0
2023-06-12 00:00:00+00:00,,,,0.0,9904,0.0,0.0
2023-06-13 00:00:00+00:00,,,,0.0,13016,0.0,0.0
2023-06-14 00:00:00+00:00,,,,0.0,10164,0.0,0.0
2023-06-15 00:00:00+00:00,,,,0.0,8505,0.0,0.0
2023-06-16 00:00:00+00:00,,,,0.0,16900,0.0,0.0
2023-06-17 00:00:00+00:00,,,,0.0,5949,0.0,0.0
2023-06-18 00:00:00+00:00,,,,0.0,3553,0.0,0.0
2023-06-19 00:00:00+00:00,,,,0.0,5942,0.0,0.0
2023-06-20 00:00:00+00:00,,,,0.0,18617,0.0,0.0
2023-06-21 00:00:00+00:00,,,,0.0,5071,0.0,0.0
2023-06-22 00:00:00+00:00,,,,0.0,6316,0.0,0.0
2023-06-23 00:00:00+00:00,,,,0.0,3730,0.0,0.0
2023-06-24 00:00:00+00:00,,,,0.0,8911,0.0,0.0
2023-06-25 00:00:00+00:00,,,,0.0,4507,0.0,0.0
2023-06-26 00:00:00+00:00,,,,0.0,6071,0.0,0.0
2023-06-27 00:00:00+00:00,,,,0.0,6173,0.0,0.0
2023-06-29 00:00:00+00:00,,,,0.0,3643,0.0,0.0
2023-06-30 00:00:00+00:00,,,,0.0,6418,0.0,0.0
2023-07-01 00:00:00+00:00,,,,0.0,4034,0.0,0.0
2023-07-02 00:00:00+00:00,,,,0.0,10351,0.0,0.0
2023-07-03 00:00:00+00:00,,,,0.0,6375,0.0,0.0
2023-07-04 00:00:00+00:00,,,,0.0,6149,0.0,0.0
2023-07-05 00:00:00+00:00,,,,0.0,13173,0.0,0.0
2023-07-06 00:00:00+00:00,,,,0.0,77092,0.0,0.0
2023-07-07 00:00:00+00:00,,,,0.0,59229,0.0,0.0
2023-07-08 00:00:00+00:00,,,,0.0,19449,0.0,0.0
2023-07-09 00:00:00+00:00,,,,0.0,11009,0.0,0.0
2023-07-10 00:00:00+00:00,,,,0.0,15928,0.0,0.0
2023-07-11 00:00:00+00:00,,,,0.0,6227,0.0,0.0
2023-07-12 00:00:00+00:00,,,,0.0,5958,0.0,0.0
2023-07-13 00:00:00+00:00,,,,0.0,9951,0.0,0.0
2023-07-14 00:00:00+00:00,,,,0.0,3798,0.0,0.0
2023-07-15 00:00:00+00:00,,,,0.0,6841,0.0,0.0
2023-07-16 00:00:00+00:00,,,,0.0,6007,0.0,0.0
2023-07-17 00:00:00+00:00,,,,0.0,7829,0.0,0.0
2023-07-18 00:00:00+00:00,,,,0.0,3181,0.0,0.0
2023-07-19 00:00:00+00:00,,,,0.0,2912,0.0,0.0
2023-07-20 00:00:00+00:00,,,,0.0,4176,0.0,0.0
2023-07-21 00:00:00+00:00,,,,0.0,3507,0.0,0.0
2023-07-22 00:00:00+00:00,,,,0.0,1836,0.0,0.0
2023-07-23 00:00:00+00:00,,,,0.0,1494,0.0,0.0
2023-07-24 00:00:00+00:00,,,,0.0,8124,0.0,0.0
2023-07-25 00:00:00+00:00,,,,0.0,5979,0.0,0.0
2023-07-26 00:00:00+00:00,,,,0.0,3893,0.0,0.0
2023-07-27 00:00:00+00:00,,,,0.0,3764,0.0,0.0
2023-07-28 00:00:00+00:00,,,,0.0,4349,0.0,0.0
2023-07-29 00:00:00+00:00,,,,0.0,3329,0.0,0.0
2023-07-30 00:00:00+00:00,,,,0.0,3198,0.0,0.0
2023-07-31 00:00:00+00:00,,,,0.0,3635,0.0,0.0
2023-08-01 00:00:00+00:00,,,,0.0,2018,0.0,0.0
2023-08-02 00:00:00+00:00,,,,0.0,1144,0.0,0.0
2023-08-03 00:00:00+00:00,,,,0.0,2616,0.0,0.0
2023-08-04 00:00:00+00:00,,,,0.0,1626,0.0,0.0
2023-08-05 00:00:00+00:00,,,,0.0,3772,0.0,0.0
2023-08-06 00:00:00+00:00,,,,0.0,1902,0.0,0.0
2023-08-07 00:00:00+00:00,,,,0.0,1625,0.0,0.0
2023-08-08 00:00:00+00:00,,,,0.0,2471,0.0,0.0
2023-08-09 00:00:00+00:00,,,,0.0,1423,0.0,0.0
2023-08-10 00:00:00+00:00,,,,0.0,1111,0.0,0.0
2023-08-11 00:00:00+00:00,,,,0.0,629,0.0,0.0
2023-08-12 00:00:00+00:00,,,,0.0,2594,0.0,0.0
2023-08-13 00:00:00+00:00,,,,0.0,2638,0.0,0.0
2023-08-14 00:00:00+00:00,,,,0.0,2264,0.0,0.0
2023-08-15 00:00:00+00:00,,,,0.0,1421,0.0,0.0
2023-08-16 00:00:00+00:00,,,,0.0,609,0.0,0.0
2023-08-17 00:00:00+00:00,,,,0.0,1761,0.0,0.0
2023-08-18 00:00:00+00:00,,,,0.0,3653,0.0,0.0
2023-08-19 00:00:00+00:00,,,,0.0,2243,0.0,0.0
2023-08-20 00:00:00+00:00,,,,0.0,722,0.0,0.0
2023-08-21 00:00:00+00:00,,,,0.0,1387,0.0,0.0
2023-08-22 00:00:00+00:00,,,,0.0,1020,0.0,0.0
2023-08-23 00:00:00+00:00,,,,0.0,1353,0.0,0.0
2023-08-24 00:00:00+00:00,,,,0.0,2075,0.0,0.0
2023-08-25 00:00:00+00:00,,,,0.0,4671,0.0,0.0
2023-08-26 00:00:00+00:00,,,,0.0,3800,0.0,0.0
2023-08-27 00:00:00+00:00,,,,0.0,918,0.0,0.0
2023-08-28 00:00:00+00:00,,,,0.0,1355,0.0,0.0
2023-08-29 00:00:00+00:00,,,,0.0,2857,0.0,0.0
2023-08-30 00:00:00+00:00,,,,0.0,2816,0.0,0.0
2023-08-31 00:00:00+00:00,,,,0.0,1773,0.0,0.0
2023-09-01 00:00:00+00:00,,,,0.0,1033,0.0,0.0
2023-09-02 00:00:00+00:00,,,,0.0,343,0.0,0.0
2023-09-03 00:00:00+00:00,,,,0.0,510,0.0,0.0
2023-09-04 00:00:00+00:00,,,,0.0,2790,0.0,0.0
2023-09-05 00:00:00+00:00,,,,0.0,540,0.0,0.0
2023-09-06 00:00:00+00:00,,,,0.0,960,0.0,0.0
2023-09-07 00:00:00+00:00,,,,0.0,1463,0.0,0.0
2023-09-08 00:00:00+00:00,,,,0.0,279,0.0,0.0
2023-09-09 00:00:00+00:00,,,,0.0,452,0.0,0.0
2023-09-10 00:00:00+00:00,,,,0.0,4926,0.0,0.0
2023-09-11 00:00:00+00:00,,,,0.0,1039,0.0,0.0
2023-09-12 00:00:00+00:00,,,,0.0,2992,0.0,0.0
2023-09-13 00:00:00+00:00,,,,0.0,442,0.0,0.0
2023-09-14 00:00:00+00:00,,,,0.0,2013,0.0,0.0
2023-09-15 00:00:00+00:00,,,,0.0,355,0.0,0.0
2023-09-16 00:00:00+00:00,,,,0.0,1229,0.0,0.0
2023-09-17 00:00:00+00:00,,,,0.0,902,0.0,0.0
2023-09-21 00:00:00+00:00,,,,0.0,1697,0.0,0.0
2023-09-22 00:00:00+00:00,,,,0.0,1714,0.0,0.0
2023-09-23 00:00:00+00:00,,,,0.0,953,0.0,0.0
2023-09-24 00:00:00+00:00,,,,0.0,965,0.0,0.0
2023-09-25 00:00:00+00:00,,,,0.0,608,0.0,0.0
2023-09-26 00:00:00+00:00,,,,0.0,395,0.0,0.0
2023-09-27 00:00:00+00:00,,,,0.0,185,0.0,0.0
2023-09-28 00:00:00+00:00,,,,0.0,4560,0.0,0.0
2023-09-29 00:00:00+00:00,,,,0.0,262,0.0,0.0
2023-09-30 00:00:00+00:00,,,,0.0,602,0.0,0.0
2023-10-01 00:00:00+00:00,,,,0.0,97,0.0,0.0
2023-10-02 00:00:00+00:00,,,,0.0,4419,0.0,0.0
2023-10-03 00:00:00+00:00,,,,0.0,248,0.0,0.0
2023-10-04 00:00:00+00:00,,,,0.0,485,0.0,0.0
2023-10-05 00:00:00+00:00,,,,0.0,417,0.0,0.0
2023-10-06 00:00:00+00:00,,,,0.0,257,0.0,0.0
2023-10-07 00:00:00+00:00,,,,0.0,556,0.0,0.0
2023-10-08 00:00:00+00:00,,,,0.0,461,0.0,0.0
2023-10-09 00:00:00+00:00,,,,0.0,308,0.0,0.0
2023-10-10 00:00:00+00:00,,,,0.0,220,0.0,0.0
2023-10-11 00:00:00+00:00,,,,0.0,3773,0.0,0.0
2023-10-12 00:00:00+00:00,,,,0.0,449,0.0,0.0
2023-10-13 00:00:00+00:00,,,,0.0,1065,0.0,0.0
2023-10-14 00:00:00+00:00,,,,0.0,316,0.0,0.0
2023-10-15 00:00:00+00:00,,,,0.0,694,0.0,0.0
2023-10-16 00:00:00+00:00,,,,0.0,3108,0.0,0.0
