,LTC
USDT,1.1274483325773116e-06
QTUM,3.2517592319369895e-06
ARK,0.0002413662640520928
IBANK,0.00045602845612380797
GAS,0.0007869646572302902
XLM,0.0019837194778726305
ETH,0.002773022001723108
DGB,0.006103574331814656
MCN,0.006971542565118992
XTO,0.008536904543411992
STEEM,0.008728740130960203
LSK,0.00924732696307565
RBT,0.009334019633287926
PPC,0.013411539280950938
LTCR,0.016410735275093423
WYZ,0.01707232528869219
KMD,0.019542919439186266
TAJ,0.019810881909930616
VLT,0.020510840715246757
DASH,0.021156432687389485
XMR,0.02201963076507369
MONA,0.026173918226455418
SPR,0.02670746274712566
ETC,0.02706008680701309
SKULL,0.027572440196912303
XEM,0.028254734399271616
ZUR,0.030652920959046093
GRS,0.03229464091752042
XPX,0.032306317442954806
ZEN,0.03448427644699511
IFC,0.034536597619862344
ACES,0.035391253613568055
XQN,0.03768131448072297
VTC,0.03953128308765021
VAL,0.04010949712261147
ZEC,0.04078340922865166
PXI,0.04471903121092717
BITS,0.04812447028267374
BERN,0.05600261400766931
PXC,0.06164591003534225
TAB,0.06179076971290516
IMS,0.0619048677500662
BAT,0.06449499020845445
ZYD,0.06467021534157075
HBD,0.06506654742069386
RLC,0.06589319365703977
GNO,0.07140800504056675
VIDZ,0.07183530764465064
AE,0.07599631453096012
DCR,0.07634032790790872
ICOB,0.08003294882469691
VEC2,0.08432935731843456
WBB,0.08487798750234991
FRN,0.08548037449095011
ADZ,0.08820236299064618
XPM,0.09129293950221291
IOTA,0.09133045547834123
WAVES,0.09565615538844154
PIVX,0.09921990667385647
ACOIN,0.09943802322897814
WGR,0.09975223520117299
XRP,0.10203454758989344
LDOGE,0.11127241008783248
XHI,0.11299924808879935
SXC,0.11335951012468719
BTC,0.11682244239609882
ICON,0.12091132823821965
START,0.1255769287815491
RRT,0.1306440574215371
BLU,0.13137172467327443
ADC,0.13941988510827638
WINGS,0.14853105332875774
RBIES,0.1498398985936809
CAB,0.154473097360777
CREVA,0.1560065965845978
GBYTE,0.16039738022116176
EVIL,0.1642886998312152
SYS,0.17654718415991882
MOTO,0.17710531258981502
SIGNA,0.18857739947918278
OPAL,0.19347300884407043
XCP,0.19561874507399174
TRST,0.19751031351212794
RBY,0.19938163310958046
EUC,0.200762231017265
BCN,0.20378144195423384
KOBO,0.20731245363819983
SWING,0.22576445137455697
HVCO,0.2258735780910403
C2,0.22609416242769786
CF,0.2333958756574043
CSC,0.24126865044948
2GIVE,0.24381003497154768
CJ,0.247229011573373
CETI,0.2501733666084302
SC,0.25915065727353226
MAY,0.25950761817827056
AV,0.2685968829871906
BTS,0.27073674703889966
XPTX,0.2758989881011809
LBC,0.2808183343015877
LANA,0.28711852882487576
XPY,0.29215593477071894
XMS,0.295400059345735
DCY,0.29951051271272056
NOBL,0.2996346440975212
SKR,0.30018508330060223
ZCL,0.3035883736531047
DOGE,0.31160769256805454
DEM,0.3155436370055439
BOLI,0.3184200981924497
ZENI,0.31885787335487753
ZET,0.3246465652880114
WC,0.34057062250625625
ALIAS,0.3493766223568263
CARBON,0.3555919948671633
ARGUS,0.36980618265761084
QTZ,0.3870781879338307
NAV,0.3884835812430961
PAK,0.3909519221018771
SANDG,0.3945879142328509
XWC,0.3947441478352395
KIN,0.3978783531514868
LAMB,0.40505377734383186
CLUB,0.4082858436484421
AGRS,0.4118641421734867
IRL,0.4322867068023665
FTC,0.4395333711383877
NMC,0.4502530544726132
LOG,0.45522074493285264
42,0.4650935103101526
JLP,0.47174171264434217
FRC,0.49040103377478417
EFL,0.49514369059901797
COOL,0.4972483114658902
XST,0.5029438540540707
NEWB,0.5042646058699908
AMS,0.51527685505556
NXT,0.5251909155049198
PLU,0.5328280690988607
ANT,0.5337563141946282
AXIOM,0.5365676958015001
BLK,0.5386910846980031
POST,0.5389479790246412
BS,0.5996316836213196
QBC,0.6019948094568957
FOREX,0.6090235750735106
PHR,0.6102908021447643
CKC,0.6166328968696695
BLAZR,0.621347998405471
CANN,0.6441945270982711
DCT,0.6513840069089318
SWIFT,0.6779620428652557
KURT,0.6795554625571449
SNRG,0.6854235088580599
ZER,0.6884560120315688
CLOAK,0.6911152617775536
LMC,0.6979224242178347
PTOY,0.7033089572774024
BTCS,0.7162082459373412
BTB,0.7166236862049473
EDRC,0.7171455485483516
SWT,0.721963771600448
HNC,0.722299605901951
PKB,0.7344300218753191
RDD,0.7448410327507121
DGC,0.7454180752341039
INF,0.7509130329637503
XDN,0.7567369533512404
VERI,0.7744193080528812
FIRO,0.792318967959592
XBY,0.8052001994911053
NVC,0.8082201756048197
NXS,0.8096017860973378
LUNC,0.8132942016281688
SILK,0.8192041839455151
CLAM,0.8226351874930936
NEVA,0.8236689224973248
HMQ,0.830717482106857
SIB,0.8354256906702638
TECH,0.8422436838426912
XBC,0.8478164372350706
TES,0.8512757448160837
MST,0.8596067993000075
PZM,0.8618207976065548
BRIT,0.8650140812309914
GCC,0.8766264753029209
BIS,0.8807428416702706
CNT,0.8819496274173702
AMBER,0.8939732419779037
LOOK,0.8953238818659789
MAID,0.8980565278360042
CRW,0.8982248469301221
IXC,0.8998958709706258
PIE,0.9030786719850898
OZO,0.9141528921109692
MNTC,0.9195440415272442
HBN,0.9266193858227333
BSTY,0.9319501993731156
POT,0.9338148650416661
ILC,0.9505168738808202
SLS,0.9520954515710791
EQB,0.9662827913945082
OK,0.967809865205465
SONG,0.9715305380953806
PASC,0.9756200013513666
BTA,0.9810485018821986
PUT,0.9865913965622732
