TIMESTAMP,BFHT_OPEN_PRICE_USD,BFHT_HIGH_PRICE_USD,BFHT_LOW_PRICE_USD,BFHT_CLOSE_PRICE_USD,BFHT_VOLUME_USD,BFHT_DIVIDENDS_USD,BFHT_STOCK_SPLITS_USD
2022-10-01 00:00:00+00:00,0.018014000728726387,0.01866699941456318,0.016834000125527382,0.018648000434041023,446725,0.0,0.0
2022-10-02 00:00:00+00:00,0.018648000434041023,0.024661000818014145,0.017544999718666077,0.02019299939274788,437208,0.0,0.0
2022-10-03 00:00:00+00:00,0.02019299939274788,0.022400999441742897,0.01817999966442585,0.018510999158024788,443217,0.0,0.0
2022-10-04 00:00:00+00:00,0.018510999158024788,0.022204000502824783,0.018182000145316124,0.021703999489545822,468593,0.0,0.0
2022-10-05 00:00:00+00:00,0.021703999489545822,0.023465000092983246,0.021302999928593636,0.021397000178694725,405767,0.0,0.0
2022-10-06 00:00:00+00:00,0.021397000178694725,0.023996999487280846,0.021229999139904976,0.022918999195098877,537662,0.0,0.0
2022-10-07 00:00:00+00:00,0.022918999195098877,0.02855299971997738,0.022709999233484268,0.025259999558329582,424595,0.0,0.0
2022-10-08 00:00:00+00:00,0.025259999558329582,0.029619000852108,0.023592999204993248,0.024816999211907387,465507,0.0,0.0
2022-10-09 00:00:00+00:00,0.024816999211907387,0.025074999779462814,0.021741999313235283,0.021827999502420425,409917,0.0,0.0
2022-10-10 00:00:00+00:00,0.021827999502420425,0.029292000457644463,0.01850299909710884,0.022417999804019928,533571,0.0,0.0
2022-10-11 00:00:00+00:00,0.022417999804019928,0.022432999685406685,0.01897599920630455,0.019192000851035118,373829,0.0,0.0
2022-10-12 00:00:00+00:00,0.019192000851035118,0.021835999563336372,0.015310999937355518,0.016506999731063843,432257,0.0,0.0
2022-10-13 00:00:00+00:00,0.016506999731063843,0.020003000274300575,0.010998999699950218,0.014941999688744545,433000,0.0,0.0
2022-10-14 00:00:00+00:00,0.014941999688744545,0.014968999661505222,0.012651000171899796,0.01279900036752224,587893,0.0,0.0
