TIMESTAMP,CGX35344_OPEN_PRICE_USD,CGX35344_HIGH_PRICE_USD,CGX35344_LOW_PRICE_USD,CGX35344_CLOSE_PRICE_USD,CGX35344_VOLUME_USD,CGX35344_DIVIDENDS_USD,CGX35344_STOCK_SPLITS_USD
2025-03-09 00:00:00+00:00,0.0061039999127388,0.011641999706625938,0.004354999866336584,0.004792999941855669,1658389,0.0,0.0
2025-03-10 00:00:00+00:00,0.004792999941855669,0.009402000345289707,0.004602000117301941,0.006527999881654978,1184414,0.0,0.0
2025-03-11 00:00:00+00:00,0.006552000064402819,0.009991999715566635,0.005249000154435635,0.00672800000756979,1335842,0.0,0.0
2025-03-12 00:00:00+00:00,0.00672800000756979,0.00747800013050437,0.005408999975770712,0.005789999850094318,343450,0.0,0.0
2025-03-13 00:00:00+00:00,0.005789999850094318,0.00976799987256527,0.005677000153809786,0.006163000129163265,1019752,0.0,0.0
2025-03-14 00:00:00+00:00,0.006163000129163265,0.007184999994933605,0.006163000129163265,0.006604999769479036,209452,0.0,0.0
2025-03-15 00:00:00+00:00,0.006604999769479036,0.006955999881029129,0.006202000193297863,0.006508000195026398,226467,0.0,0.0
2025-03-16 00:00:00+00:00,0.006508000195026398,0.006537000183016062,0.005468999966979027,0.005535999778658152,97483,0.0,0.0
2025-03-17 00:00:00+00:00,0.005535999778658152,0.008713999763131142,0.005444999784231186,0.006763999816030264,1466569,0.0,0.0
2025-03-18 00:00:00+00:00,0.006763999816030264,0.010599999688565731,0.00675999978557229,0.007648000027984381,1496385,0.0,0.0
2025-03-19 00:00:00+00:00,0.007648000027984381,0.007987000048160553,0.005499999970197678,0.006161999888718128,1120566,0.0,0.0
2025-03-20 00:00:00+00:00,0.006161999888718128,0.006641999818384647,0.005865999963134527,0.006167000159621239,1055678,0.0,0.0
2025-03-21 00:00:00+00:00,0.006167999934405088,0.0063149998895823956,0.005727000068873167,0.0058559998869895935,123400,0.0,0.0
2025-03-22 00:00:00+00:00,0.00585100008174777,0.006095000077039003,0.005348999984562397,0.005410000216215849,271057,0.0,0.0
2025-03-23 00:00:00+00:00,0.005410000216215849,0.005607999861240387,0.005243999883532524,0.005359000060707331,78421,0.0,0.0
2025-03-24 00:00:00+00:00,0.005359000060707331,0.005359000060707331,0.004608000162988901,0.004941000137478113,71907,0.0,0.0
2025-03-25 00:00:00+00:00,0.004941000137478113,0.005013999994844198,0.00459099980071187,0.004689999856054783,67093,0.0,0.0
2025-03-26 00:00:00+00:00,0.004689000081270933,0.0047900001518428326,0.004459999967366457,0.004542000126093626,18092,0.0,0.0
2025-03-27 00:00:00+00:00,0.004542000126093626,0.00455200020223856,0.004172000102698803,0.004215000197291374,11363,0.0,0.0
2025-03-28 00:00:00+00:00,0.004215000197291374,0.004217999987304211,0.0034570000134408474,0.0037150001153349876,17758,0.0,0.0
2025-03-29 00:00:00+00:00,0.0037150001153349876,0.0037169998977333307,0.0029780000913888216,0.0031049998942762613,17116,0.0,0.0
2025-03-30 00:00:00+00:00,0.0031049998942762613,0.00330400001257658,0.003068000078201294,0.0031689999159425497,4245,0.0,0.0
