TIMESTAMP,LAND_OPEN_PRICE_USD,LAND_HIGH_PRICE_USD,LAND_LOW_PRICE_USD,LAND_CLOSE_PRICE_USD,LAND_VOLUME_USD,LAND_DIVIDENDS_USD,LAND_STOCK_SPLITS_USD
2021-03-09 00:00:00+00:00,7.914485931396484,8.078821182250977,7.852651119232178,8.05390453338623,207438,0.0,0.0
2021-03-10 00:00:00+00:00,8.053906440734863,8.053915023803711,7.577023029327393,7.931254863739014,54866,0.0,0.0
2021-03-11 00:00:00+00:00,7.930980205535889,7.931541919708252,7.10127592086792,7.903742790222168,101883,0.0,0.0
2021-03-12 00:00:00+00:00,7.905248165130615,7.958796977996826,7.14992618560791,7.409241199493408,97836,0.0,0.0
2021-03-13 00:00:00+00:00,7.409243106842041,7.994708061218262,7.217895984649658,7.576839923858643,93795,0.0,0.0
2021-03-14 00:00:00+00:00,7.576838970184326,8.041646957397461,7.356372833251953,7.824763774871826,75151,0.0,0.0
2021-03-15 00:00:00+00:00,7.82476282119751,8.435473442077637,7.228394031524658,7.514197826385498,69014,0.0,0.0
2021-03-16 00:00:00+00:00,7.514197826385498,7.832701206207275,7.26088285446167,7.306449890136719,88491,0.0,0.0
2021-03-17 00:00:00+00:00,7.306398868560791,7.6924309730529785,7.257544994354248,7.5743632316589355,67168,0.0,0.0
2021-03-18 00:00:00+00:00,7.573685169219971,7.91774320602417,7.359582901000977,7.382217884063721,88150,0.0,0.0
2021-03-19 00:00:00+00:00,7.3825459480285645,7.613769054412842,7.347394943237305,7.604921817779541,88438,0.0,0.0
2021-03-20 00:00:00+00:00,7.604918956756592,7.624646186828613,7.397480010986328,7.606977939605713,101784,0.0,0.0
2021-03-21 00:00:00+00:00,7.606975078582764,7.615811824798584,7.439094066619873,7.44941520690918,17104,0.0,0.0
2021-03-22 00:00:00+00:00,7.449427127838135,7.6475510597229,7.421543121337891,7.638183116912842,114497,0.0,0.0
2021-03-23 00:00:00+00:00,7.637793064117432,7.637793064117432,6.96727180480957,7.054924011230469,70410,0.0,0.0
2021-03-24 00:00:00+00:00,7.055592060089111,7.42805290222168,6.383346080780029,6.871709823608398,99942,0.0,0.0
2021-03-25 00:00:00+00:00,6.871710777282715,7.0038018226623535,6.625481128692627,6.984850883483887,46775,0.0,0.0
2021-03-26 00:00:00+00:00,6.98484992980957,7.521081924438477,6.851791858673096,7.375298023223877,106822,0.0,0.0
2021-03-27 00:00:00+00:00,7.3752970695495605,7.799558162689209,7.171720027923584,7.6214470863342285,83454,0.0,0.0
2021-03-28 00:00:00+00:00,7.621448040008545,7.725971221923828,7.436258792877197,7.586423873901367,46942,0.0,0.0
2021-03-29 00:00:00+00:00,7.586410045623779,8.815566062927246,7.499477863311768,8.308738708496094,131944,0.0,0.0
2021-03-30 00:00:00+00:00,8.308708190917969,8.81602954864502,8.22203254699707,8.773489952087402,73171,0.0,0.0
2021-03-31 00:00:00+00:00,8.773492813110352,9.45227336883545,8.627107620239258,8.631766319274902,97014,0.0,0.0
2021-04-01 00:00:00+00:00,8.63176155090332,9.261263847351074,8.631251335144043,8.811869621276855,68465,0.0,0.0
2021-04-02 00:00:00+00:00,8.81192684173584,10.175955772399902,8.713027000427246,9.793992042541504,92349,0.0,0.0
2021-04-03 00:00:00+00:00,9.793991088867188,10.114195823669434,8.85000228881836,9.024311065673828,81019,0.0,0.0
2021-04-04 00:00:00+00:00,9.024309158325195,9.5493745803833,8.740866661071777,9.314118385314941,92202,0.0,0.0
2021-04-05 00:00:00+00:00,9.314119338989258,10.041728019714355,8.77363109588623,9.688458442687988,109134,0.0,0.0
2021-04-06 00:00:00+00:00,9.688458442687988,11.51990032196045,9.336851119995117,10.416751861572266,99746,0.0,0.0
2021-04-07 00:00:00+00:00,10.424132347106934,11.657243728637695,10.424132347106934,11.36062240600586,0,0.0,0.0
2021-04-08 00:00:00+00:00,11.360283851623535,11.397275924682617,11.339264869689941,11.380617141723633,0,0.0,0.0
2021-04-09 00:00:00+00:00,11.380615234375,11.757844924926758,0.12054800242185593,0.2106820046901703,1643475,0.0,0.0
2021-04-10 00:00:00+00:00,0.2106820046901703,0.21077099442481995,0.1544879972934723,0.18171299993991852,519938,0.0,0.0
2021-04-11 00:00:00+00:00,0.18171299993991852,0.18278400599956512,0.16027599573135376,0.1668660044670105,129509,0.0,0.0
2021-04-12 00:00:00+00:00,0.1668660044670105,0.16790400445461273,0.15384499728679657,0.1590469926595688,117597,0.0,0.0
2021-04-13 00:00:00+00:00,0.15904900431632996,0.1615619957447052,0.1339000016450882,0.13818199932575226,134724,0.0,0.0
2021-04-14 00:00:00+00:00,0.13818000257015228,0.1542769968509674,0.13357199728488922,0.1542769968509674,87829,0.0,0.0
2021-04-15 00:00:00+00:00,0.15423999726772308,0.1732179969549179,0.13590200245380402,0.16520899534225464,660539,0.0,0.0
2021-04-16 00:00:00+00:00,0.16522499918937683,0.165474995970726,0.14337700605392456,0.14337700605392456,402241,0.0,0.0
2021-04-17 00:00:00+00:00,0.14337700605392456,0.16567400097846985,0.14337700605392456,0.16056999564170837,696513,0.0,0.0
2021-04-18 00:00:00+00:00,0.16056999564170837,0.2154659926891327,0.14212200045585632,0.14749500155448914,553597,0.0,0.0
2021-04-19 00:00:00+00:00,0.14749500155448914,0.15943899750709534,0.13748699426651,0.14173400402069092,365748,0.0,0.0
2021-04-20 00:00:00+00:00,0.14173899590969086,0.16463099420070648,0.12600800395011902,0.15082499384880066,950324,0.0,0.0
2021-04-21 00:00:00+00:00,0.15087300539016724,0.15503600239753723,0.14125199615955353,0.15208199620246887,253084,0.0,0.0
