TIMESTAMP,HENLO_OPEN_PRICE_USD,HENLO_HIGH_PRICE_USD,HENLO_LOW_PRICE_USD,HENLO_CLOSE_PRICE_USD,HENLO_VOLUME_USD,HENLO_DIVIDENDS_USD,HENLO_STOCK_SPLITS_USD
2025-03-19 00:00:00+00:00,,,,0.0,60584,0.0,0.0
2025-03-20 00:00:00+00:00,,,,0.0,49059,0.0,0.0
2025-03-21 00:00:00+00:00,,,,0.0,44720,0.0,0.0
2025-03-22 00:00:00+00:00,,,,0.0,46936,0.0,0.0
2025-03-23 00:00:00+00:00,,,,0.0,44828,0.0,0.0
2025-03-24 00:00:00+00:00,,,,0.0,46849,0.0,0.0
2025-03-25 00:00:00+00:00,,,,0.0,44894,0.0,0.0
2025-03-26 00:00:00+00:00,,,,0.0,44729,0.0,0.0
2025-03-27 00:00:00+00:00,,,,0.0,44765,0.0,0.0
2025-03-28 00:00:00+00:00,,,,0.0,44763,0.0,0.0
2025-03-29 00:00:00+00:00,,,,0.0,44757,0.0,0.0
2025-03-30 00:00:00+00:00,,,,0.0,45329,0.0,0.0
2025-03-31 00:00:00+00:00,,,,0.0,44717,0.0,0.0
2025-04-01 00:00:00+00:00,,,,0.0,44751,0.0,0.0
2025-04-02 00:00:00+00:00,,,,0.0,44723,0.0,0.0
2025-04-03 00:00:00+00:00,,,,0.0,44948,0.0,0.0
2025-04-04 00:00:00+00:00,,,,0.0,44710,0.0,0.0
2025-04-05 00:00:00+00:00,,,,0.0,44753,0.0,0.0
2025-04-06 00:00:00+00:00,,,,0.0,44692,0.0,0.0
2025-04-07 00:00:00+00:00,,,,0.0,44747,0.0,0.0
2025-04-08 00:00:00+00:00,,,,0.0,44702,0.0,0.0
2025-04-09 00:00:00+00:00,,,,0.0,44713,0.0,0.0
2025-04-11 00:00:00+00:00,,,,0.0,20,0.0,0.0
2025-04-12 00:00:00+00:00,,,,0.0,104,0.0,0.0
2025-04-18 00:00:00+00:00,,,,0.0,129,0.0,0.0
2025-04-26 00:00:00+00:00,,,,0.0,8,0.0,0.0
2025-04-28 00:00:00+00:00,,,,0.0,7,0.0,0.0
2025-05-02 00:00:00+00:00,,,,0.0,3,0.0,0.0
2025-05-04 00:00:00+00:00,,,,0.0,17,0.0,0.0
2025-05-08 00:00:00+00:00,,,,0.0,5,0.0,0.0
2025-05-09 00:00:00+00:00,,,,0.0,108,0.0,0.0
2025-05-10 00:00:00+00:00,,,,0.0,53,0.0,0.0
2025-05-20 00:00:00+00:00,,,,0.0,69,0.0,0.0
2025-05-22 00:00:00+00:00,,,,0.0,19,0.0,0.0
2025-05-23 00:00:00+00:00,,,,0.0,3004,0.0,0.0
2025-05-24 00:00:00+00:00,,,,0.0,19,0.0,0.0
2025-05-25 00:00:00+00:00,,,,0.0,19,0.0,0.0
2025-05-26 00:00:00+00:00,,,,0.0,19,0.0,0.0
2025-05-27 00:00:00+00:00,,,,0.0,19,0.0,0.0
2025-05-28 00:00:00+00:00,,,,0.0,19,0.0,0.0
2025-05-29 00:00:00+00:00,,,,0.0,19,0.0,0.0
2025-05-30 00:00:00+00:00,,,,0.0,19,0.0,0.0
2025-05-31 00:00:00+00:00,,,,0.0,19,0.0,0.0
2025-06-01 00:00:00+00:00,4.072418513523246e-10,4.1420755714227653e-10,4.0232003839513197e-10,4.035610734476336e-10,19,0.0,0.0
