TIMESTAMP,LTC_CLOSE_PRICE_USD,LTC_OPEN_PRICE_USD,LTC_HIGH_PRICE_USD,LTC_LOW_PRICE_USD
2019-08-21,73.12,75.1,75.31,70.19
2019-08-22,73.39,73.18,74.56,71.03
2019-08-23,75.38,73.32,75.82,72.32
2019-08-24,73.28,75.42,75.54,71.71
2019-08-25,72.16,73.33,74.85,70.64
2019-08-26,73.55,72.19,75.19,72.18
2019-08-27,72.89,73.52,73.67,72.16
2019-08-28,66.77,72.9,72.9,65.0
2019-08-29,63.5,66.74,66.77,62.05
2019-08-30,64.17,63.56,65.51,62.21
2019-08-31,64.24,64.18,65.27,62.31
2019-09-01,65.93,64.24,67.17,63.93
2019-09-02,66.94,65.82,67.78,65.01
2019-09-03,68.97,66.95,70.93,66.48
2019-09-04,67.01,69.09,69.21,66.55
2019-09-05,65.22,67.04,67.34,64.21
2019-09-06,64.91,65.22,67.95,63.98
2019-09-07,68.79,64.99,70.44,64.57
2019-09-08,70.44,68.83,71.37,68.62
2019-09-09,69.89,70.34,71.18,68.04
2019-09-10,70.85,69.86,72.97,69.86
2019-09-11,69.8,70.79,71.46,68.37
2019-09-12,69.15,69.84,70.0,68.33
2019-09-13,68.87,69.15,69.56,67.49
2019-09-14,70.5,69.07,71.12,68.21
2019-09-15,70.02,70.55,71.26,69.61
2019-09-16,72.7,70.04,73.61,69.53
2019-09-17,74.08,72.67,77.53,72.17
2019-09-18,77.75,74.09,79.98,74.09
2019-09-19,76.64,77.74,77.74,72.8
2019-09-20,75.1,76.65,76.84,73.2
2019-09-21,73.18,75.06,75.51,72.16
2019-09-22,72.26,73.22,73.22,71.15
2019-09-23,66.4,72.23,74.07,62.45
2019-09-24,54.55,66.49,67.42,54.42
2019-09-25,57.41,54.79,58.23,53.5
2019-09-26,55.14,57.44,57.5,50.58
2019-09-27,55.89,55.19,56.61,52.91
2019-09-28,55.34,55.86,56.11,53.8
2019-09-29,53.84,55.43,55.55,52.44
2019-09-30,55.99,53.82,56.18,52.65
2019-10-01,55.6,56.02,57.55,54.88
2019-10-02,56.23,55.63,56.63,55.19
2019-10-03,56.39,56.27,57.0,53.86
2019-10-04,56.29,56.44,57.39,55.4
2019-10-05,56.68,56.3,57.35,55.61
2019-10-06,54.41,56.71,56.76,53.06
2019-10-07,57.48,54.43,58.63,53.29
2019-10-08,57.0,57.5,58.41,56.51
2019-10-09,59.14,56.91,59.97,56.6
2019-10-10,57.48,59.14,59.31,57.06
2019-10-11,55.85,57.49,58.34,55.42
2019-10-12,55.72,55.83,56.5,55.51
2019-10-13,56.47,55.65,57.6,55.53
2019-10-14,56.82,56.44,57.1,56.05
2019-10-15,54.58,56.83,57.34,53.53
2019-10-16,52.47,54.56,55.32,51.37
2019-10-17,54.93,52.46,55.21,51.62
2019-10-18,53.19,54.93,55.01,52.35
2019-10-19,53.74,53.22,54.1,52.66
2019-10-20,54.84,53.72,55.42,52.67
2019-10-21,54.66,54.85,55.62,53.75
2019-10-22,53.35,54.58,55.09,53.09
2019-10-23,49.54,53.36,53.43,47.39
2019-10-24,49.55,49.44,50.18,48.32
2019-10-25,56.97,49.65,58.66,49.04
2019-10-26,56.71,57.15,63.13,54.23
2019-10-27,59.75,56.72,62.74,55.67
2019-10-28,57.74,59.85,62.47,57.49
2019-10-29,59.74,57.66,60.63,57.66
2019-10-30,57.87,59.75,61.0,56.98
2019-10-31,58.26,57.89,59.41,57.11
2019-11-01,58.23,58.29,58.75,56.79
2019-11-02,58.25,58.28,59.12,57.76
2019-11-03,58.28,58.26,58.72,57.22
2019-11-04,61.26,58.43,62.19,57.9
2019-11-05,63.15,61.25,64.02,61.03
2019-11-06,64.11,63.14,64.16,62.61
2019-11-07,61.4,64.23,64.24,60.55
2019-11-08,60.44,61.4,62.46,59.0
2019-11-09,62.04,60.35,62.35,60.19
2019-11-10,63.68,62.04,65.48,61.46
2019-11-11,61.8,63.65,64.32,60.81
2019-11-12,61.39,61.82,62.22,59.78
2019-11-13,60.93,61.48,61.92,60.41
2019-11-14,59.03,60.95,61.06,58.45
2019-11-15,57.6,59.02,60.71,56.49
2019-11-16,58.27,57.6,58.96,57.16
2019-11-17,59.17,58.31,59.9,57.68
2019-11-18,55.83,59.2,59.28,54.02
2019-11-19,55.13,55.75,56.2,54.37
2019-11-20,54.98,55.11,56.08,54.61
2019-11-21,50.63,54.97,55.29,49.04
2019-11-22,47.36,50.61,51.53,43.75
2019-11-23,48.08,47.32,48.5,46.21
2019-11-24,43.84,48.11,48.24,43.68
2019-11-25,45.57,43.8,47.35,42.13
2019-11-26,46.91,45.46,47.3,45.27
2019-11-27,47.68,46.89,48.64,44.63
2019-11-28,46.79,47.74,47.98,46.29
2019-11-29,48.56,46.78,49.25,46.74
2019-11-30,47.21,48.51,48.75,46.71
2019-12-01,47.44,47.17,48.29,45.56
2019-12-02,45.45,47.54,47.55,44.77
2019-12-03,44.75,45.44,46.11,44.45
2019-12-04,44.68,44.71,46.74,43.87
2019-12-05,44.81,44.59,45.18,43.74
2019-12-06,45.27,44.78,45.4,44.07
2019-12-07,45.15,45.31,46.06,44.96
2019-12-08,45.54,45.13,46.13,44.83
2019-12-09,44.46,45.54,45.87,44.12
2019-12-10,44.09,44.47,44.57,43.62
2019-12-11,43.7,44.09,44.4,43.31
2019-12-12,43.65,43.93,44.09,42.97
2019-12-13,44.42,43.67,44.54,43.47
2019-12-14,43.26,44.44,44.64,43.19
2019-12-15,43.44,43.26,43.9,42.92
2019-12-16,39.99,43.44,43.56,39.12
2019-12-17,36.96,39.96,40.11,36.22
2019-12-18,40.8,36.94,41.44,35.92
2019-12-19,39.66,40.83,41.07,39.14
2019-12-20,40.17,39.73,40.37,39.25
2019-12-21,39.69,40.14,40.18,39.5
2019-12-22,41.79,39.67,42.11,39.63
2019-12-23,40.63,41.85,42.63,40.22
2019-12-24,40.34,40.58,41.1,39.73
2019-12-25,40.1,40.32,40.44,39.52
2019-12-26,40.01,40.08,41.64,39.64
2019-12-27,40.95,39.99,41.37,39.75
2019-12-28,42.82,40.95,43.73,40.91
2019-12-29,43.11,42.83,43.69,42.19
2019-12-30,42.38,43.07,44.11,41.82
2019-12-31,41.3,42.32,42.96,41.02
2020-01-01,41.62,41.25,42.07,41.16
2020-01-02,39.43,41.62,41.74,39.31
2020-01-03,42.19,39.41,42.24,38.84
2020-01-04,42.78,42.23,42.86,41.8
2020-01-05,43.34,42.85,44.52,42.62
2020-01-06,45.79,43.29,45.98,43.16
2020-01-07,46.35,45.85,46.69,44.55
2020-01-08,45.35,46.3,48.45,44.35
2020-01-09,44.77,45.31,45.79,43.95
2020-01-10,49.05,44.75,49.6,43.79
2020-01-11,49.46,49.06,51.92,47.95
2020-01-12,51.32,49.26,51.4,48.87
2020-01-13,49.59,51.39,51.39,48.97
2020-01-14,58.51,49.58,60.72,49.58
2020-01-15,58.2,57.72,60.23,55.36
2020-01-16,57.68,58.29,58.5,54.83
2020-01-17,61.1,57.58,63.2,56.78
2020-01-18,59.32,61.05,62.36,58.09
2020-01-19,57.7,59.2,62.34,55.52
2020-01-20,57.19,57.59,58.2,55.89
2020-01-21,57.57,57.27,58.09,56.0
2020-01-22,58.34,57.64,59.16,57.19
2020-01-23,54.44,58.37,58.38,52.58
2020-01-24,54.38,54.61,55.39,50.75
2020-01-25,53.25,54.41,54.41,52.34
2020-01-26,56.24,52.95,56.45,52.89
2020-01-27,58.56,56.26,59.56,55.96
2020-01-28,60.53,58.57,61.59,57.53
2020-01-29,59.78,60.67,62.42,59.4
2020-01-30,68.01,59.81,70.15,58.32
2020-01-31,68.05,67.95,69.76,65.62
2020-02-01,70.72,68.18,72.66,67.67
2020-02-02,70.04,70.68,73.33,67.83
2020-02-03,69.68,69.86,72.87,68.63
2020-02-04,68.09,69.63,70.41,66.68
2020-02-05,72.58,68.06,73.4,67.65
2020-02-06,73.57,72.6,75.02,70.96
2020-02-07,74.29,73.63,75.42,72.96
2020-02-08,76.65,74.32,77.8,71.63
2020-02-09,77.01,76.53,78.38,75.09
2020-02-10,74.0,76.98,77.41,72.34
2020-02-11,76.48,74.01,77.33,72.64
2020-02-12,81.13,76.57,82.7,76.57
2020-02-13,80.63,81.15,84.19,77.16
2020-02-14,83.14,80.55,83.78,78.73
2020-02-15,76.74,83.2,83.47,75.16
2020-02-16,74.79,76.61,80.72,67.93
2020-02-17,73.3,74.38,75.45,68.63
2020-02-18,77.16,73.55,78.86,70.19
2020-02-19,70.71,77.12,79.01,68.18
2020-02-20,69.42,70.56,72.24,66.14
2020-02-21,73.26,69.44,75.18,68.58
2020-02-22,74.79,73.23,76.71,72.34
2020-02-23,79.73,74.73,79.9,74.7
2020-02-24,75.59,79.54,79.67,71.85
2020-02-25,71.05,75.66,76.01,69.88
2020-02-26,60.45,70.99,72.12,57.8
2020-02-27,61.7,60.4,64.92,57.29
2020-02-28,59.88,61.79,63.31,57.0
2020-02-29,58.09,60.03,61.57,58.02
2020-03-01,57.75,58.02,60.24,56.25
2020-03-02,61.42,57.66,62.21,57.3
2020-03-03,61.01,61.39,62.36,59.57
2020-03-04,60.36,61.11,61.77,58.93
2020-03-05,62.06,60.37,63.2,60.37
2020-03-06,63.21,61.95,63.76,61.29
2020-03-07,60.48,63.34,63.84,60.02
2020-03-08,50.99,60.32,60.32,50.69
2020-03-09,50.5,51.19,52.24,46.72
2020-03-10,50.19,50.4,51.35,49.08
2020-03-11,48.52,50.26,50.73,45.61
2020-03-12,29.79,48.63,48.74,28.83
2020-03-13,37.47,30.6,39.8,24.0
2020-03-14,34.43,37.51,37.64,33.9
2020-03-15,36.41,34.4,38.57,34.05
2020-03-16,33.07,36.38,36.38,29.4
2020-03-17,34.22,33.23,35.76,32.46
2020-03-18,34.71,34.25,34.78,32.41
2020-03-19,38.93,34.84,40.7,34.04
2020-03-20,38.08,39.02,43.45,34.14
2020-03-21,38.33,38.11,39.69,36.39
2020-03-22,35.43,38.24,39.68,35.04
2020-03-23,38.93,35.31,39.79,35.0
2020-03-24,40.56,38.95,40.88,38.26
2020-03-25,39.17,40.48,40.89,38.19
2020-03-26,40.39,39.38,40.45,38.48
2020-03-27,38.02,40.44,41.07,37.94
2020-03-28,38.83,37.9,39.4,36.64
2020-03-29,37.11,38.95,39.11,37.01
2020-03-30,38.9,37.26,39.55,37.11
2020-03-31,39.08,38.82,39.3,38.44
2020-04-01,39.21,39.11,39.39,37.18
2020-04-02,39.9,39.3,42.57,39.02
2020-04-03,40.48,39.87,41.22,39.64
2020-04-04,40.71,40.42,41.03,39.99
2020-04-05,40.33,40.74,40.98,39.89
2020-04-06,45.03,40.31,45.03,40.31
2020-04-07,44.79,45.03,47.61,43.82
2020-04-08,46.55,44.79,47.19,44.3
2020-04-09,46.28,46.42,46.84,44.71
2020-04-10,42.26,46.21,46.38,40.89
2020-04-11,42.53,42.28,43.11,41.44
2020-04-12,42.03,42.56,43.57,41.84
2020-04-13,41.22,41.96,41.96,39.72
2020-04-14,41.21,41.29,41.84,40.52
2020-04-15,39.23,41.13,41.72,39.15
2020-04-16,42.55,39.1,43.68,37.96
2020-04-17,42.18,42.57,42.99,41.64
2020-04-18,44.11,42.17,44.38,42.04
2020-04-19,42.23,44.17,44.27,41.8
2020-04-20,40.26,42.21,43.2,39.66
2020-04-21,40.6,40.2,41.31,40.02
2020-04-22,41.81,40.56,42.25,40.29
2020-04-23,42.97,41.82,43.9,40.99
2020-04-24,44.48,42.95,44.98,42.86
2020-04-25,44.37,44.55,45.55,43.9
2020-04-26,44.51,44.32,45.29,43.83
2020-04-27,44.48,44.57,45.18,43.29
2020-04-28,45.71,44.49,46.11,43.43
2020-04-29,48.76,45.8,49.8,45.68
2020-04-30,46.36,48.75,50.77,45.7
2020-05-01,47.07,46.31,48.19,46.31
2020-05-02,49.2,46.94,49.53,46.73
2020-05-03,48.11,49.18,49.95,46.87
2020-05-04,46.96,48.09,48.15,45.19
2020-05-05,46.6,47.0,47.74,45.76
2020-05-06,45.01,46.54,47.51,44.81
2020-05-07,47.37,44.8,48.14,44.48
2020-05-08,47.73,47.4,48.41,46.37
2020-05-09,46.97,47.68,49.1,46.9
2020-05-10,42.1,46.95,46.95,39.41
2020-05-11,41.57,42.15,42.87,39.57
2020-05-12,42.18,41.49,42.78,41.32
2020-05-13,43.18,42.11,43.73,41.96
2020-05-14,43.97,43.2,44.32,42.37
2020-05-15,42.73,43.96,44.13,42.09
2020-05-16,43.28,42.77,43.84,42.52
2020-05-17,43.68,43.24,44.45,43.1
2020-05-18,45.32,43.71,46.51,43.66
2020-05-19,45.7,45.34,45.79,44.13
2020-05-20,44.23,45.71,46.12,43.38
2020-05-21,42.7,44.23,44.6,41.78
2020-05-22,44.23,42.71,44.65,42.4
2020-05-23,43.87,44.25,44.73,43.68
2020-05-24,42.19,43.79,44.54,42.19
2020-05-25,42.98,42.06,43.31,41.83
2020-05-26,42.27,42.94,43.06,41.81
2020-05-27,43.83,42.27,44.0,42.24
2020-05-28,44.74,43.84,44.87,43.2
2020-05-29,44.49,44.76,45.25,44.19
2020-05-30,47.7,44.48,47.87,44.19
2020-05-31,45.6,47.8,47.8,45.22
2020-06-01,48.25,45.59,48.79,45.37
2020-06-02,46.06,48.25,49.95,44.67
2020-06-03,47.15,45.99,47.46,45.44
2020-06-04,47.47,47.17,48.09,46.37
2020-06-05,46.81,47.46,47.94,46.64
2020-06-06,46.79,46.6,47.17,46.23
2020-06-07,46.62,46.79,46.96,45.24
2020-06-08,46.39,46.64,46.77,45.96
2020-06-09,45.88,46.48,46.76,45.42
2020-06-10,46.63,45.89,47.07,45.68
2020-06-11,43.3,46.67,46.86,42.16
2020-06-12,44.71,43.22,45.31,42.84
2020-06-13,45.09,44.71,45.19,44.31
2020-06-14,44.05,45.1,45.1,43.62
2020-06-15,43.73,44.02,44.08,41.87
2020-06-16,43.89,43.74,44.17,43.39
2020-06-17,44.07,43.92,44.95,43.03
2020-06-18,43.45,44.08,44.21,42.9
2020-06-19,42.89,43.38,43.65,42.74
2020-06-20,43.57,42.82,43.84,42.42
2020-06-21,43.0,43.64,43.82,42.93
2020-06-22,44.31,43.0,44.65,42.95
2020-06-23,44.18,44.33,44.48,43.91
2020-06-24,42.66,44.17,44.64,42.25
2020-06-25,42.36,42.65,42.98,41.72
2020-06-26,43.09,42.33,43.52,41.38
2020-06-27,41.06,43.09,43.1,39.4
2020-06-28,41.39,41.05,42.03,40.5
2020-06-29,41.87,41.37,42.26,40.61
2020-06-30,41.16,41.92,42.04,40.8
2020-07-01,41.78,41.13,42.0,40.99
2020-07-02,41.02,41.78,41.88,40.35
2020-07-03,41.16,41.03,41.7,40.91
2020-07-04,42.11,41.12,42.18,41.08
2020-07-05,41.65,42.1,42.19,41.09
2020-07-06,44.04,41.65,44.04,41.65
2020-07-07,43.39,44.02,44.02,43.16
2020-07-08,45.31,43.42,45.34,43.28
2020-07-09,44.33,45.39,45.7,43.88
2020-07-10,44.28,44.33,44.53,43.82
2020-07-11,44.69,44.32,44.69,44.06
2020-07-12,44.74,44.71,44.99,44.17
2020-07-13,43.92,44.78,45.4,43.89
2020-07-14,43.86,43.88,43.99,43.32
2020-07-15,43.32,43.87,43.87,43.2
2020-07-16,42.09,43.35,43.37,41.7
2020-07-17,41.89,42.09,42.13,41.89
2020-07-18,42.45,41.86,42.73,41.81
2020-07-19,42.65,42.46,42.65,42.12
2020-07-20,41.94,42.68,42.68,41.92
2020-07-21,43.79,41.92,43.89,41.92
2020-07-22,44.99,43.74,44.99,43.46
2020-07-23,44.93,44.99,45.34,44.67
2020-07-24,44.11,44.9,44.9,44.11
2020-07-25,49.16,44.15,49.16,44.15
2020-07-26,48.1,49.07,50.71,48.1
2020-07-27,53.32,48.09,54.2,47.79
2020-07-28,55.78,53.31,56.95,53.12
2020-07-29,55.2,55.81,56.1,55.2
2020-07-30,56.69,54.4,57.34,54.4
2020-07-31,58.14,56.86,58.48,56.09
2020-08-01,61.65,58.26,61.65,58.26
2020-08-02,56.75,61.62,63.91,56.52
2020-08-03,58.48,56.78,59.63,56.78
2020-08-04,57.61,58.48,59.23,57.18
2020-08-05,58.86,57.7,59.35,57.35
2020-08-06,59.05,58.88,60.24,58.15
2020-08-07,57.17,59.02,60.22,57.03
2020-08-08,58.46,57.09,58.46,56.91
2020-08-09,56.95,58.53,58.53,56.49
2020-08-10,58.27,56.98,58.45,56.98
2020-08-11,54.16,58.27,58.65,53.55
2020-08-12,54.42,54.11,54.73,53.53
2020-08-13,57.09,54.53,57.09,53.28
2020-08-14,56.78,57.21,57.63,56.11
2020-08-15,59.86,56.92,60.28,56.92
2020-08-16,63.89,59.83,63.89,59.83
2020-08-17,67.2,63.95,68.18,62.87
2020-08-18,65.49,67.18,67.8,65.45
2020-08-19,61.99,65.4,65.64,60.1
2020-08-20,62.78,62.14,63.1,61.42
2020-08-21,59.07,62.79,62.98,59.07
2020-08-22,60.22,59.19,60.32,58.55
2020-08-23,60.51,60.27,61.4,58.42
2020-08-24,62.04,60.58,62.4,60.28
2020-08-25,58.3,62.06,62.06,56.85
2020-08-26,58.1,58.31,58.6,57.18
2020-08-27,56.1,58.13,58.48,55.27
2020-08-28,57.36,56.17,57.99,56.17
2020-08-29,56.96,57.4,57.81,56.96
2020-08-30,62.86,56.94,62.86,56.94
2020-08-31,60.92,63.0,63.0,60.72
2020-09-01,62.68,61.01,63.75,60.53
2020-09-02,58.06,62.68,62.85,57.85
2020-09-03,47.4,58.0,58.0,47.4
2020-09-04,50.38,47.31,51.11,46.97
2020-09-05,47.8,50.37,50.37,47.03
2020-09-06,47.88,47.75,48.79,47.44
2020-09-07,48.84,47.92,48.84,45.39
2020-09-08,47.45,48.88,48.88,46.66
2020-09-09,47.84,47.44,48.56,46.74
2020-09-10,48.68,47.87,49.05,47.87
2020-09-11,48.95,48.65,48.95,48.01
2020-09-12,50.8,48.95,51.0,48.67
2020-09-13,48.68,50.8,51.02,48.68
2021-02-17,237.11,223.48,237.11,222.95
2021-02-18,226.69,237.67,238.01,226.25
2021-02-19,236.53,227.86,241.45,223.13
2021-02-20,227.18,237.25,245.06,227.18
2021-02-21,227.22,226.61,231.44,223.56
2021-02-22,208.01,227.1,227.1,201.31
2021-02-23,177.62,208.31,208.31,165.02
2021-02-24,181.39,177.82,188.67,177.09
2021-02-25,179.6,181.34,200.91,177.28
2021-02-26,170.02,179.1,179.1,162.87
2021-02-27,171.74,170.29,177.06,170.29
2021-02-28,165.15,171.72,171.72,156.99
2021-03-01,175.97,165.48,175.97,163.79
2021-03-02,178.74,175.95,182.1,172.02
2021-03-03,188.02,178.15,194.56,178.15
2021-03-04,180.53,187.59,192.16,180.12
2021-03-05,180.45,180.61,180.9,170.04
2021-03-06,182.64,180.33,183.3,177.9
2021-03-07,190.67,183.37,190.67,183.37
2021-03-08,191.71,190.84,193.17,182.43
2021-03-09,203.72,192.51,203.72,190.4
2021-03-10,200.46,204.63,206.85,194.56
2021-03-11,201.37,200.29,201.84,192.56
2021-03-12,220.61,202.28,221.84,202.28
2021-03-13,226.32,220.99,228.36,215.78
2021-03-14,214.24,225.83,225.83,214.24
2021-03-15,200.59,214.82,219.89,200.59
2021-03-16,201.65,200.89,203.58,196.71
2021-03-17,205.93,201.7,205.93,195.2
2021-03-18,199.74,206.77,207.21,199.74
2021-03-19,200.06,199.97,202.97,199.86
2021-03-20,199.82,200.19,204.33,199.82
2021-03-21,195.35,200.16,200.63,193.65
2021-03-22,185.72,195.81,197.13,185.72
2021-03-23,186.19,185.65,188.18,182.56
2021-03-24,176.07,185.83,196.79,176.07
2021-03-25,171.61,175.64,176.6,170.35
2021-03-26,183.45,171.53,183.45,171.53
2021-03-27,184.05,183.85,185.46,179.67
2021-03-28,184.29,184.06,185.52,181.07
2021-03-29,193.8,184.32,196.35,184.32
2021-03-30,195.72,194.26,199.31,190.84
2021-03-31,196.72,195.69,196.72,189.32
2021-04-01,202.33,197.51,202.99,195.38
2021-04-02,211.84,203.72,211.84,201.12
2021-04-03,195.26,211.77,215.32,195.26
2021-04-04,202.25,195.07,202.93,195.07
2021-04-05,221.08,202.77,221.08,198.88
2021-04-06,236.87,222.2,241.25,219.26
2021-04-07,219.15,237.56,240.05,216.07
2021-04-08,226.44,219.1,226.44,219.1
2021-04-09,220.83,226.36,227.18,220.83
2021-04-10,256.43,221.14,256.43,220.91
2021-04-11,252.31,256.95,259.56,247.44
2021-04-12,244.39,252.72,256.2,243.99
2021-04-13,267.37,245.08,269.62,245.08
2021-04-14,278.76,267.56,280.67,264.46
2021-04-15,285.81,280.09,286.13,270.0
2021-04-16,309.04,287.02,316.28,276.0
2021-04-17,301.91,308.58,327.13,301.91
2021-04-18,273.02,302.63,302.63,244.4
2021-04-19,261.36,274.43,280.56,253.51
2021-04-20,261.0,262.52,270.61,247.42
2021-04-21,257.8,261.19,274.75,255.78
2021-04-22,252.83,259.12,284.08,252.83
2021-04-23,241.39,252.78,252.78,227.6
2021-04-24,224.93,241.32,241.32,224.69
2021-04-25,223.57,225.81,232.63,216.21
2021-04-26,247.42,223.31,247.42,223.31
2021-04-27,259.82,246.54,261.07,246.54
2021-04-28,258.58,261.18,264.29,252.99
2021-04-29,255.43,258.71,258.71,251.46
2021-04-30,271.01,255.29,271.01,254.77
2021-05-01,276.79,271.18,276.79,268.71
2021-05-02,268.95,277.31,277.31,267.75
2021-05-03,294.67,268.64,294.67,268.64
2021-05-04,311.64,296.12,320.4,276.92
2021-05-05,355.75,331.32,355.75,330.69
2021-05-06,353.38,356.63,357.4,329.94
2021-05-07,345.71,354.59,365.84,340.08
2021-05-08,347.02,345.35,351.86,341.04
2021-05-09,387.96,347.63,387.96,337.89
2021-05-10,359.32,389.55,401.47,350.77
2021-05-11,377.87,358.36,377.87,348.45
2021-05-12,308.98,377.31,387.19,308.98
2021-05-13,317.56,313.69,331.33,302.22
2021-05-14,326.41,316.36,333.54,313.18
2021-05-15,299.66,326.07,330.18,299.66
2021-05-16,296.31,300.8,323.04,281.08
2021-05-17,281.44,296.0,296.0,265.66
2021-05-18,294.33,282.45,313.44,282.45
2021-05-19,185.99,294.05,294.05,176.54
2021-05-20,211.77,189.91,222.69,182.03
2021-05-21,179.92,210.58,217.18,172.85
2021-05-22,169.37,179.83,181.91,163.48
2021-05-23,142.5,168.96,173.5,127.99
2021-05-24,184.12,143.22,184.12,143.22
2021-05-25,183.69,185.21,185.21,171.93
2021-05-26,198.77,184.32,200.69,184.32
2021-05-27,192.93,198.51,205.74,183.8
2021-05-28,177.14,193.98,193.98,169.65
2021-05-29,163.55,177.33,186.27,159.53
2021-05-30,170.42,163.68,176.85,157.92
2021-05-31,188.17,168.68,188.17,165.12
2021-06-01,182.93,188.81,189.95,178.84
2021-06-02,187.2,182.99,189.06,180.35
2021-06-03,192.95,186.97,195.16,183.89
2021-06-04,178.69,193.54,193.54,172.43
2021-06-05,173.0,178.57,183.39,171.89
2021-06-06,176.28,172.96,178.64,172.96
2021-06-07,161.91,176.51,181.34,161.91
2021-06-08,160.56,161.09,161.42,150.27
2021-06-09,172.29,160.39,172.29,154.89
2021-06-10,167.85,172.77,172.77,165.08
2021-06-11,162.65,168.65,172.14,161.64
2021-06-12,161.62,163.0,163.62,155.83
2021-06-13,170.91,162.27,170.91,157.87
2021-06-14,179.99,170.88,179.99,167.91
2021-06-15,175.28,179.88,179.88,173.57
2021-06-16,166.56,175.04,175.54,166.56
2021-06-17,166.98,166.64,172.6,164.21
2021-06-18,156.24,166.82,166.82,154.05
2021-06-19,152.79,155.99,158.83,152.79
2021-06-20,154.83,152.48,155.59,146.84
2021-06-21,124.7,155.02,155.02,124.7
2021-06-22,119.45,124.51,130.45,112.78
2021-06-23,128.98,118.98,130.15,118.98
2021-06-24,134.46,128.96,136.76,124.56
2021-06-25,125.44,134.69,137.13,125.44
2021-06-26,126.8,124.78,127.85,120.59
2021-06-27,132.5,126.56,132.5,126.25
2021-06-28,137.66,132.38,138.36,130.5
2021-06-29,143.66,138.21,148.44,138.21
2021-06-30,144.17,144.43,146.78,137.24
2021-07-01,137.17,144.16,144.16,135.76
2021-07-02,136.84,137.14,137.18,130.87
2021-07-03,140.02,136.96,140.16,135.26
2021-07-04,144.9,143.96,147.86,143.81
2021-07-05,137.86,144.8,144.8,136.04
2021-07-06,138.37,137.75,142.4,136.83
2021-07-07,137.39,138.87,142.89,136.96
2021-07-08,132.25,137.29,137.69,127.92
2021-07-09,134.42,127.75,135.73,126.39
2021-07-10,134.0,134.42,136.67,130.59
2021-07-11,134.19,134.32,136.44,132.12
2021-07-12,133.38,134.19,139.71,132.06
2021-07-13,131.41,133.29,134.48,129.64
2021-07-14,131.07,131.55,132.3,124.09
2021-07-15,125.67,131.23,133.07,122.15
2021-07-16,120.69,125.92,127.7,120.52
2021-07-17,119.87,120.59,122.81,117.72
2021-07-18,119.24,119.88,124.0,116.63
2021-07-19,113.01,119.27,120.71,111.92
2021-07-20,107.27,113.13,114.93,103.87
2021-07-21,117.64,107.21,119.02,105.27
2021-07-22,120.69,117.57,121.94,115.77
2021-07-23,124.18,120.69,124.67,117.17
2021-07-24,125.56,124.5,127.39,123.9
2021-07-25,127.6,126.75,127.96,123.81
2021-07-26,131.14,127.71,140.29,126.97
2021-07-27,134.71,131.04,135.07,127.45
2021-07-28,140.39,134.72,141.95,132.57
2021-07-29,141.29,140.14,142.96,136.97
2021-07-30,145.52,141.43,145.83,135.94
2021-07-31,144.49,145.56,146.49,141.9
2021-08-01,140.38,144.39,149.72,138.66
2021-08-02,141.37,140.28,145.78,139.05
2021-08-03,138.44,141.27,143.19,135.74
2021-08-04,142.57,138.49,144.47,135.61
2021-08-05,143.48,142.67,145.12,136.3
2021-08-06,147.73,143.61,150.61,141.8
2021-08-07,156.06,148.01,156.32,147.19
2021-08-08,149.71,155.9,157.54,147.17
2021-08-09,166.43,149.88,170.7,145.3
2021-08-10,165.36,166.42,168.25,158.81
2021-08-11,170.8,165.38,176.0,164.31
2021-08-12,165.35,170.57,179.65,160.83
2021-08-13,183.29,165.45,184.42,164.0
2021-08-14,182.85,183.39,184.96,175.22
2021-08-15,184.61,183.18,186.41,175.76
2021-08-16,178.05,184.86,188.96,176.67
2021-08-17,168.67,177.95,184.34,168.09
2021-08-18,166.88,168.58,174.42,163.13
2021-08-19,175.68,166.65,175.68,162.7
2021-08-20,183.53,175.56,183.98,174.27
2021-08-21,179.52,183.59,184.36,176.81
2021-08-22,185.92,179.57,189.56,178.65
2021-08-23,187.21,185.9,191.31,183.8
2021-08-24,173.56,186.81,188.46,172.7
2021-08-25,177.84,173.33,178.86,169.25
2021-08-26,167.6,177.63,180.11,165.4
2021-08-27,176.1,167.7,176.1,165.2
2021-08-28,175.5,176.2,177.0,171.4
2021-08-29,174.3,175.5,182.5,173.1
2021-08-30,167.3,174.4,176.2,166.6
2021-08-31,171.6,167.4,175.3,165.7
2021-09-01,180.9,171.4,182.6,168.9
2021-09-02,183.4,180.9,187.9,179.5
2021-09-03,212.9,183.3,217.7,180.0
2021-09-04,211.7,212.9,224.9,208.7
2021-09-05,232.3,212.1,232.3,210.5
2021-09-06,219.4,232.3,232.3,215.1
2021-09-07,177.9,219.5,221.7,163.3
2021-09-08,179.5,178.2,188.5,169.6
2021-09-09,180.3,179.8,188.6,176.9
2021-09-10,174.1,180.3,187.2,170.8
2021-09-11,178.5,174.2,186.1,173.4
2021-09-12,183.2,178.4,186.0,175.2
2021-09-13,179.4,183.1,233.9,171.0
2021-09-14,182.8,179.5,188.1,176.3
2021-09-15,189.1,182.8,191.5,179.8
2021-09-16,185.2,189.1,194.8,181.7
2021-09-17,179.8,185.5,190.2,178.1
2021-09-18,181.5,180.0,184.9,178.0
2021-09-19,175.6,181.3,181.7,172.8
