TIMESTAMP,SPECTRA_OPEN_PRICE_USD,SPECTRA_HIGH_PRICE_USD,SPECTRA_LOW_PRICE_USD,SPECTRA_CLOSE_PRICE_USD,SPECTRA_VOLUME_USD,SPECTRA_DIVIDENDS_USD,SPECTRA_STOCK_SPLITS_USD
2025-02-26 00:00:00+00:00,0.045221999287605286,0.04533199965953827,0.04131999984383583,0.04259499907493591,88859,0.0,0.0
2025-02-27 00:00:00+00:00,0.04259499907493591,0.04330400004982948,0.041531000286340714,0.04319100081920624,51383,0.0,0.0
2025-02-28 00:00:00+00:00,0.04319100081920624,0.04659600183367729,0.03933599963784218,0.04593199864029884,96429,0.0,0.0
2025-03-01 00:00:00+00:00,0.04593199864029884,0.05068499967455864,0.04430700093507767,0.05052899941802025,65697,0.0,0.0
2025-03-02 00:00:00+00:00,0.05052899941802025,0.056060001254081726,0.04901700094342232,0.05604499951004982,56339,0.0,0.0
2025-03-03 00:00:00+00:00,0.05604499951004982,0.05604499951004982,0.04236200079321861,0.04334799945354462,96110,0.0,0.0
2025-03-04 00:00:00+00:00,0.04334799945354462,0.044039998203516006,0.03596099838614464,0.040410999208688736,175968,0.0,0.0
2025-03-05 00:00:00+00:00,0.040410999208688736,0.04197600111365318,0.04016200080513954,0.04165999963879585,18824,0.0,0.0
2025-03-06 00:00:00+00:00,0.04165999963879585,0.04211900010704994,0.038679998368024826,0.03887400031089783,19178,0.0,0.0
2025-03-07 00:00:00+00:00,0.03887400031089783,0.04022499918937683,0.03757600113749504,0.03861600160598755,29061,0.0,0.0
2025-03-08 00:00:00+00:00,0.03861600160598755,0.03866200149059296,0.036556001752614975,0.037911999970674515,38254,0.0,0.0
2025-03-09 00:00:00+00:00,0.037911999970674515,0.0412449985742569,0.036559998989105225,0.036559998989105225,78478,0.0,0.0
2025-03-10 00:00:00+00:00,0.036559998989105225,0.03748299926519394,0.03009900078177452,0.030146999284625053,75270,0.0,0.0
2025-03-11 00:00:00+00:00,0.030146999284625053,0.03147000074386597,0.029299000278115273,0.029978999868035316,45387,0.0,0.0
2025-03-12 00:00:00+00:00,0.029978999868035316,0.030525000765919685,0.02872299961745739,0.029976999387145042,8678,0.0,0.0
2025-03-13 00:00:00+00:00,0.029976999387145042,0.03008599951863289,0.028411999344825745,0.028831999748945236,20342,0.0,0.0
2025-03-14 00:00:00+00:00,0.028831999748945236,0.029162999242544174,0.02782200090587139,0.029154999181628227,6014,0.0,0.0
2025-03-15 00:00:00+00:00,0.029154999181628227,0.02923399955034256,0.02839599922299385,0.028855999931693077,235,0.0,0.0
2025-03-16 00:00:00+00:00,0.028855999931693077,0.028855999931693077,0.0250410009175539,0.02511500008404255,36481,0.0,0.0
2025-03-17 00:00:00+00:00,0.025107000023126602,0.026587000116705894,0.025088999420404434,0.026531999930739403,22858,0.0,0.0
2025-03-18 00:00:00+00:00,0.026531999930739403,0.02658100053668022,0.02548000030219555,0.02642199955880642,3991,0.0,0.0
2025-03-19 00:00:00+00:00,0.02642199955880642,0.029593000188469887,0.026395000517368317,0.0295570008456707,29599,0.0,0.0
2025-03-20 00:00:00+00:00,0.0295570008456707,0.02994300052523613,0.027475999668240547,0.02751000039279461,26402,0.0,0.0
2025-03-21 00:00:00+00:00,0.02751000039279461,0.027574999257922173,0.02622400037944317,0.026604000478982925,4387,0.0,0.0
2025-03-22 00:00:00+00:00,0.026604000478982925,0.027108000591397285,0.026579000055789948,0.02676299959421158,866,0.0,0.0
2025-03-23 00:00:00+00:00,0.02676299959421158,0.027204999700188637,0.026680000126361847,0.02686299942433834,1630,0.0,0.0
2025-03-24 00:00:00+00:00,0.02686299942433834,0.028031000867486,0.02654399909079075,0.027706999331712723,18743,0.0,0.0
2025-03-25 00:00:00+00:00,0.027706999331712723,0.02773600071668625,0.024215999990701675,0.024215999990701675,31080,0.0,0.0
2025-03-26 00:00:00+00:00,0.024215999990701675,0.02546899951994419,0.024125000461935997,0.02458300068974495,36294,0.0,0.0
2025-03-27 00:00:00+00:00,0.02458300068974495,0.025105999782681465,0.024481000378727913,0.024589000269770622,14153,0.0,0.0
2025-03-28 00:00:00+00:00,0.024589000269770622,0.024589000269770622,0.019303999841213226,0.021345999091863632,67722,0.0,0.0
2025-03-29 00:00:00+00:00,0.021345999091863632,0.02186499908566475,0.021033000200986862,0.021033000200986862,15713,0.0,0.0
2025-03-30 00:00:00+00:00,0.021033000200986862,0.021191999316215515,0.020287999883294106,0.020289000123739243,1295,0.0,0.0
2025-03-31 00:00:00+00:00,0.020289000123739243,0.020829999819397926,0.019500000402331352,0.01979699917137623,2268,0.0,0.0
2025-04-01 00:00:00+00:00,0.01979699917137623,0.019940000027418137,0.019102999940514565,0.019669000059366226,1982,0.0,0.0
2025-04-02 00:00:00+00:00,0.019669000059366226,0.02492300048470497,0.018662000074982643,0.023074999451637268,93208,0.0,0.0
2025-04-03 00:00:00+00:00,0.023074999451637268,0.023679999634623528,0.019377000629901886,0.021568000316619873,63982,0.0,0.0
2025-04-04 00:00:00+00:00,0.021568000316619873,0.02188899926841259,0.020748000591993332,0.02127999998629093,17770,0.0,0.0
2025-04-05 00:00:00+00:00,0.02127999998629093,0.021314000710844994,0.020022999495267868,0.020471999421715736,9656,0.0,0.0
2025-04-06 00:00:00+00:00,0.020471999421715736,0.021229000762104988,0.01882299967110157,0.01882600039243698,34620,0.0,0.0
2025-04-07 00:00:00+00:00,0.01882600039243698,0.01896199956536293,0.017323000356554985,0.018960999324917793,855,0.0,0.0
2025-04-08 00:00:00+00:00,0.018960999324917793,0.02055400051176548,0.01788800023496151,0.01927799917757511,56318,0.0,0.0
2025-04-09 00:00:00+00:00,0.01927799917757511,0.021859999746084213,0.018810000270605087,0.02185400016605854,5106,0.0,0.0
2025-04-10 00:00:00+00:00,0.02185400016605854,0.021919000893831253,0.0197759997099638,0.01979699917137623,3568,0.0,0.0
2025-04-11 00:00:00+00:00,0.01979699917137623,0.02162100002169609,0.01952200010418892,0.01986899971961975,39592,0.0,0.0
2025-04-12 00:00:00+00:00,0.01986899971961975,0.020121000707149506,0.019517000764608383,0.020075999200344086,571,0.0,0.0
2025-04-13 00:00:00+00:00,0.020075999200344086,0.020121999084949493,0.018705999478697777,0.019200000911951065,2039,0.0,0.0
2025-04-14 00:00:00+00:00,0.019200000911951065,0.021062999963760376,0.01848600059747696,0.018877999857068062,38859,0.0,0.0
2025-04-15 00:00:00+00:00,0.018877999857068062,0.019694000482559204,0.018667999655008316,0.019179999828338623,19589,0.0,0.0
2025-04-16 00:00:00+00:00,0.019179999828338623,0.02101000025868416,0.018883999437093735,0.019780000671744347,38610,0.0,0.0
2025-04-17 00:00:00+00:00,0.019780000671744347,0.019790999591350555,0.01837499998509884,0.019648000597953796,4552,0.0,0.0
2025-04-18 00:00:00+00:00,0.019648000597953796,0.022075999528169632,0.019648000597953796,0.021956000477075577,26949,0.0,0.0
2025-04-19 00:00:00+00:00,0.021956000477075577,0.02366900071501732,0.021463999524712563,0.02366900071501732,31388,0.0,0.0
2025-04-20 00:00:00+00:00,0.02366900071501732,0.026954999193549156,0.02366800047457218,0.026832999661564827,7784,0.0,0.0
2025-04-21 00:00:00+00:00,0.026832999661564827,0.02828099951148033,0.026794999837875366,0.02772900089621544,509,0.0,0.0
2025-04-22 00:00:00+00:00,0.02772900089621544,0.029085999354720116,0.026179999113082886,0.029085999354720116,7088,0.0,0.0
2025-04-23 00:00:00+00:00,0.029085999354720116,0.03321700170636177,0.02896600030362606,0.03274799883365631,67190,0.0,0.0
2025-04-24 00:00:00+00:00,0.03274799883365631,0.033959999680519104,0.03158999979496002,0.03336000069975853,23186,0.0,0.0
2025-04-25 00:00:00+00:00,0.03336000069975853,0.03509100154042244,0.03037099912762642,0.03068000078201294,14966,0.0,0.0
2025-04-26 00:00:00+00:00,0.03068000078201294,0.03102000057697296,0.02971700020134449,0.029718000441789627,14310,0.0,0.0
2025-04-27 00:00:00+00:00,0.029718000441789627,0.030276000499725342,0.02959500066936016,0.02970300056040287,458,0.0,0.0
2025-04-28 00:00:00+00:00,0.02970300056040287,0.03053699992597103,0.02928300015628338,0.029360000044107437,24005,0.0,0.0
2025-04-29 00:00:00+00:00,0.029360000044107437,0.029753999784588814,0.028775999322533607,0.02877900004386902,367,0.0,0.0
2025-04-30 00:00:00+00:00,0.02877900004386902,0.030595000833272934,0.028558999300003052,0.02914999984204769,24953,0.0,0.0
2025-05-01 00:00:00+00:00,0.02914999984204769,0.029812999069690704,0.028171999379992485,0.028231000527739525,0,0.0,0.0
