TIMESTAMP,BULL28415_OPEN_PRICE_USD,BULL28415_HIGH_PRICE_USD,BULL28415_LOW_PRICE_USD,BULL28415_CLOSE_PRICE_USD,BULL28415_VOLUME_USD,BULL28415_DIVIDENDS_USD,BULL28415_STOCK_SPLITS_USD
2023-11-15 00:00:00+00:00,,,,0.0,92099,0.0,0.0
2023-11-16 00:00:00+00:00,,,,0.0,130407,0.0,0.0
2023-11-17 00:00:00+00:00,,,,0.0,245492,0.0,0.0
2023-11-18 00:00:00+00:00,,,,0.0,676927,0.0,0.0
2023-11-19 00:00:00+00:00,,,,0.0,288809,0.0,0.0
2023-11-20 00:00:00+00:00,,,,0.0,198947,0.0,0.0
2023-11-21 00:00:00+00:00,,,,0.0,241813,0.0,0.0
2023-11-22 00:00:00+00:00,,,,0.0,117910,0.0,0.0
2023-11-23 00:00:00+00:00,,,,0.0,134238,0.0,0.0
2023-11-24 00:00:00+00:00,,,,0.0,137592,0.0,0.0
2023-11-25 00:00:00+00:00,,,,0.0,108280,0.0,0.0
2023-11-26 00:00:00+00:00,,,,0.0,41803,0.0,0.0
2023-11-27 00:00:00+00:00,,,,0.0,47860,0.0,0.0
2023-11-28 00:00:00+00:00,,,,0.0,47305,0.0,0.0
2023-11-29 00:00:00+00:00,,,,0.0,8681,0.0,0.0
2023-11-30 00:00:00+00:00,,,,0.0,9164,0.0,0.0
2023-12-01 00:00:00+00:00,,,,0.0,7131,0.0,0.0
2023-12-02 00:00:00+00:00,,,,0.0,5772,0.0,0.0
2023-12-03 00:00:00+00:00,,,,0.0,2804,0.0,0.0
2023-12-04 00:00:00+00:00,,,,0.0,721,0.0,0.0
2023-12-05 00:00:00+00:00,,,,0.0,1722,0.0,0.0
2023-12-06 00:00:00+00:00,,,,0.0,1785,0.0,0.0
2023-12-07 00:00:00+00:00,,,,0.0,1355,0.0,0.0
2023-12-08 00:00:00+00:00,,,,0.0,1416,0.0,0.0
2023-12-09 00:00:00+00:00,,,,0.0,340,0.0,0.0
2023-12-10 00:00:00+00:00,,,,0.0,316,0.0,0.0
2023-12-11 00:00:00+00:00,,,,0.0,188,0.0,0.0
2023-12-12 00:00:00+00:00,,,,0.0,1029,0.0,0.0
2023-12-16 00:00:00+00:00,,,,0.0,210,0.0,0.0
2023-12-17 00:00:00+00:00,,,,0.0,855,0.0,0.0
2023-12-18 00:00:00+00:00,,,,0.0,66,0.0,0.0
2023-12-19 00:00:00+00:00,,,,0.0,1418,0.0,0.0
2023-12-20 00:00:00+00:00,,,,0.0,109,0.0,0.0
2023-12-22 00:00:00+00:00,,,,0.0,130,0.0,0.0
2023-12-23 00:00:00+00:00,,,,0.0,213,0.0,0.0
2023-12-24 00:00:00+00:00,,,,0.0,238,0.0,0.0
2023-12-26 00:00:00+00:00,,,,0.0,52,0.0,0.0
2023-12-27 00:00:00+00:00,,,,0.0,24,0.0,0.0
2023-12-30 00:00:00+00:00,,,,0.0,23,0.0,0.0
2023-12-31 00:00:00+00:00,,,,0.0,1509,0.0,0.0
2024-01-01 00:00:00+00:00,,,,0.0,1668,0.0,0.0
2024-01-02 00:00:00+00:00,,,,0.0,77,0.0,0.0
2024-01-08 00:00:00+00:00,,,,0.0,80,0.0,0.0
2024-01-09 00:00:00+00:00,,,,0.0,127,0.0,0.0
2024-01-10 00:00:00+00:00,,,,0.0,75,0.0,0.0
2024-01-12 00:00:00+00:00,,,,0.0,44,0.0,0.0
2024-01-14 00:00:00+00:00,,,,0.0,52,0.0,0.0
2024-01-19 00:00:00+00:00,,,,0.0,4,0.0,0.0
2024-01-21 00:00:00+00:00,,,,0.0,518,0.0,0.0
2024-01-23 00:00:00+00:00,,,,0.0,7,0.0,0.0
2024-01-25 00:00:00+00:00,,,,0.0,172,0.0,0.0
2024-01-26 00:00:00+00:00,,,,0.0,69,0.0,0.0
2024-01-28 00:00:00+00:00,,,,0.0,452,0.0,0.0
2024-01-29 00:00:00+00:00,,,,0.0,100,0.0,0.0
2024-01-30 00:00:00+00:00,,,,0.0,25,0.0,0.0
2024-02-03 00:00:00+00:00,,,,0.0,69,0.0,0.0
2024-02-06 00:00:00+00:00,,,,0.0,832,0.0,0.0
2024-02-07 00:00:00+00:00,,,,0.0,139,0.0,0.0
2024-02-08 00:00:00+00:00,,,,0.0,997,0.0,0.0
2024-02-10 00:00:00+00:00,,,,0.0,552,0.0,0.0
2024-02-11 00:00:00+00:00,,,,0.0,402,0.0,0.0
2024-02-12 00:00:00+00:00,,,,0.0,394,0.0,0.0
2024-02-15 00:00:00+00:00,,,,0.0,4442,0.0,0.0
2024-02-18 00:00:00+00:00,,,,0.0,2106,0.0,0.0
2024-02-19 00:00:00+00:00,,,,0.0,1121,0.0,0.0
2024-02-22 00:00:00+00:00,,,,0.0,164,0.0,0.0
2024-02-24 00:00:00+00:00,,,,0.0,665,0.0,0.0
2024-02-25 00:00:00+00:00,,,,0.0,444,0.0,0.0
2024-02-29 00:00:00+00:00,,,,0.0,242,0.0,0.0
