TIMESTAMP,ROUTE32544_OPEN_PRICE_USD,ROUTE32544_HIGH_PRICE_USD,ROUTE32544_LOW_PRICE_USD,ROUTE32544_CLOSE_PRICE_USD,ROUTE32544_VOLUME_USD,ROUTE32544_DIVIDENDS_USD,ROUTE32544_STOCK_SPLITS_USD
2024-08-03 00:00:00+00:00,0.06987100094556808,0.07212500274181366,0.06847900152206421,0.06847900152206421,49137,0.0,0.0
2024-08-04 00:00:00+00:00,0.06847900152206421,0.06862200051546097,0.06303100287914276,0.06418099999427795,10799,0.0,0.0
2024-08-05 00:00:00+00:00,0.0630820021033287,0.06308799982070923,0.048177000135183334,0.055233001708984375,92787,0.0,0.0
2024-08-06 00:00:00+00:00,0.055233001708984375,0.06192399933934212,0.05522900074720383,0.060346998274326324,62214,0.0,0.0
2024-08-07 00:00:00+00:00,0.060346998274326324,0.06106099858880043,0.05797300115227699,0.05797300115227699,15939,0.0,0.0
2024-08-08 00:00:00+00:00,0.05797300115227699,0.06230799853801727,0.05770000070333481,0.06230499967932701,20622,0.0,0.0
2024-08-09 00:00:00+00:00,0.0622589997947216,0.06233400106430054,0.05831899866461754,0.05847400054335594,16881,0.0,0.0
2024-08-10 00:00:00+00:00,0.05847400054335594,0.059386998414993286,0.05847400054335594,0.05855099856853485,1582,0.0,0.0
2024-08-11 00:00:00+00:00,0.05855099856853485,0.05976799875497818,0.05498399958014488,0.05498399958014488,14209,0.0,0.0
2024-08-12 00:00:00+00:00,0.05498399958014488,0.05632000043988228,0.054274000227451324,0.05630800127983093,10538,0.0,0.0
2024-08-13 00:00:00+00:00,0.05630800127983093,0.05751200020313263,0.05491400137543678,0.057218998670578,33649,0.0,0.0
2024-08-14 00:00:00+00:00,0.057218998670578,0.05863500013947487,0.05573900043964386,0.05573900043964386,26852,0.0,0.0
2024-08-15 00:00:00+00:00,0.05583000183105469,0.05583000183105469,0.05319700017571449,0.05450399965047836,69607,0.0,0.0
2024-08-16 00:00:00+00:00,0.0544699989259243,0.0544699989259243,0.05320499837398529,0.05366000160574913,31008,0.0,0.0
2024-08-17 00:00:00+00:00,0.05327799916267395,0.05544999986886978,0.05286100134253502,0.055449001491069794,26218,0.0,0.0
2024-08-18 00:00:00+00:00,0.05540800094604492,0.0581279993057251,0.05540800094604492,0.057447001338005066,35711,0.0,0.0
2024-08-19 00:00:00+00:00,0.057447001338005066,0.06376899778842926,0.057447001338005066,0.058407001197338104,96512,0.0,0.0
2024-08-20 00:00:00+00:00,0.05884899944067001,0.06421200186014175,0.05884899944067001,0.06048399955034256,170342,0.0,0.0
2024-08-21 00:00:00+00:00,0.060492001473903656,0.06732500344514847,0.06019299849867821,0.06673000007867813,128306,0.0,0.0
2024-08-22 00:00:00+00:00,0.06643100082874298,0.06655699759721756,0.06391499936580658,0.06454300135374069,106070,0.0,0.0
2024-08-23 00:00:00+00:00,0.06409700214862823,0.06487300246953964,0.06154000014066696,0.06414099782705307,78861,0.0,0.0
