TIMESTAMP,ETH_OPEN_PRICE_USDT,ETH_HIGH_PRICE_USDT,ETH_LOW_PRICE_USDT,ETH_CLOSE_PRICE_USDT,ETH_FIRST_TRADE_PRICE_USDT,ETH_HIGH_TRADE_PRICE_USDT,ETH_LOW_TRADE_PRICE_USDT,ETH_LAST_TRADE_PRICE_USDT,ETH_TOTAL_TRADE_COUNT,ETH_TOTAL_TRADES_BUY,ETH_TOTAL_TRADES_SELL,ETH_VOLUME_USDT,ETH_QUOTE_VOLUME,ETH_VOLUME_BUY,ETH_QUOTE_VOLUME_BUY,ETH_VOLUME_SELL,ETH_QUOTE_VOLUME_SELL
2017-08-17 04:00:00,301.13,312.0,298.0,310.0,301.13,312.0,298.0,310.0,1091,959,132,2181.98213,665557.1907142,1839.78997,561582.8130373,342.19216,103974.3776769
2017-08-17 10:00:00,310.0,310.97,303.56,307.06,310.0,310.97,303.56,307.06,1535,1370,165,2439.73447,751120.7226962,2256.59179,694729.0895967,183.14268,56391.6330995
2017-08-17 16:00:00,307.06,312.18,298.21,307.44,307.74,312.18,298.21,307.44,1453,1255,198,1811.01969,554510.5909505,1611.86447,493806.6733017,199.15522,60703.9176488
2017-08-17 22:00:00,307.44,310.85,295.19,301.4,308.57,310.85,295.19,301.4,1402,1039,363,2288.55724,694150.8619175,1792.69516,543690.3209695,495.86208,150460.540948
2017-08-18 04:00:00,301.4,310.85,298.41,304.71,301.4,310.85,298.41,304.71,1536,1304,232,2351.82299,716963.0915942,2131.59521,649954.8292954,220.22778,67008.2622988
2017-08-18 10:00:00,304.71,311.79,296.32,298.8,304.73,311.79,296.32,298.8,1298,1021,277,1952.71071,595263.2263802,1674.18368,510319.6349691,278.52703,84943.5914111
2017-08-18 16:00:00,298.8,301.11,283.94,286.3,298.8,301.11,283.94,286.3,1440,974,466,2970.96548,870152.6332907,2073.11339,609405.2165818,897.85209,260747.4167089
2017-08-18 22:00:00,286.3,299.84,284.02,293.22,288.01,299.84,284.02,293.22,763,460,303,853.95706,249339.8344997,478.35894,139641.8356675,375.59812,109697.9988322
2017-08-19 04:00:00,293.22,299.9,287.0,290.3,294.69,299.9,287.0,290.3,491,401,90,612.59206,177666.1793837,494.47187,143245.3130285,118.12019,34420.8663552
2017-08-19 10:00:00,290.3,292.24,278.0,288.64,291.36,292.24,278.0,288.64,698,449,249,1050.03043,300363.4225321,740.06557,212225.9578788,309.96486,88137.4646533
2017-08-19 16:00:00,288.64,295.0,284.16,293.25,288.64,295.0,284.16,293.25,228,162,66,166.22363,48237.9419938,104.68151,30467.481152,61.54212,17770.4608418
2017-08-19 22:00:00,293.25,294.9,285.96,292.41,293.25,294.9,285.96,292.41,133,89,44,103.55956,30068.184187,55.52971,16151.6839275,48.02985,13916.5002595
2017-08-20 04:00:00,292.41,293.15,285.39,292.17,287.97,293.15,285.39,292.17,102,65,37,49.5566,14374.4216126,35.46674,10305.3430064,14.08986,4069.0786062
2017-08-20 06:00:00,292.17,296.89,282.85,295.0,292.17,296.89,282.85,295.0,515,431,84,443.46536,129160.6745589,370.40632,107881.7517275,73.05904,21278.9228314
2017-08-20 12:00:00,295.0,298.79,292.28,296.88,295.0,298.79,292.28,296.88,293,223,70,242.10103,71598.2975938,182.44092,53993.6939685,59.66011,17604.6036253
2017-08-20 18:00:00,296.88,300.53,294.51,299.1,296.88,300.53,294.51,299.1,1035,915,120,1706.6148,507945.020227,1560.43305,464336.6658775,146.18175,43608.3543495
2017-08-21 00:00:00,299.1,314.28,294.6,314.05,299.1,314.28,294.6,314.05,1068,738,330,1255.97395,377988.1683132,1030.98058,310715.9477501,224.99337,67272.2205631
2017-08-21 06:00:00,314.05,333.66,312.6,331.53,314.05,333.66,312.6,331.53,856,638,218,563.77999,180614.8145938,343.82988,110380.1971068,219.95011,70234.617487
2017-08-21 12:00:00,331.53,346.52,325.42,332.33,331.33,346.52,325.42,332.33,1149,902,247,2013.45325,676595.1617112,1696.17908,570280.9525512,317.27417,106314.20916
2017-08-21 18:00:00,332.33,333.63,316.12,323.29,332.12,333.63,316.12,323.29,852,577,275,1386.23823,454274.1965958,933.21013,306600.3257061,453.0281,147673.8708897
2017-08-22 00:00:00,323.29,330.41,144.21,279.96,321.04,330.41,144.21,279.96,933,477,456,987.82875,308003.6354635,512.02242,158996.2636904,475.80633,149007.3717731
2017-08-22 06:00:00,279.96,313.16,279.96,308.03,302.99,313.16,285.69,308.03,2047,1741,306,2705.38403,826086.1471625,2127.70074,648414.8992414,577.68329,177671.2479211
2017-08-22 12:00:00,308.03,320.76,301.48,312.07,311.16,320.76,301.48,312.07,2072,1201,871,2459.41871,760656.2150674,1114.57013,345232.6616468,1344.84858,415423.5534206
2017-08-22 18:00:00,312.07,315.25,305.08,309.8,313.99,315.25,305.08,309.8,1525,753,772,1803.71939,559679.8056203,679.48803,211828.6637544,1124.23136,347851.1418659
2017-08-23 00:00:00,309.8,324.99,309.41,316.74,312.25,324.99,309.41,316.74,1494,738,756,1782.98551,564031.3729889,688.9815,218699.7749086,1094.00401,345331.5980803
2017-08-23 06:00:00,316.74,324.51,315.35,319.2,316.74,324.51,315.35,319.2,1665,607,1058,1967.2852,630472.5618273,541.52562,174217.6507288,1425.75958,456254.9110985
2017-08-23 12:00:00,319.2,322.0,313.75,318.47,319.2,322.0,313.75,318.47,4006,551,3455,3166.46404,1003939.5069316,584.3893,185957.0611671,2582.07474,817982.4457645
2017-08-23 18:00:00,318.47,322.34,312.05,315.74,318.48,322.34,312.05,315.74,1375,462,913,1748.99094,555021.503293,467.33991,149332.4308104,1281.65103,405689.0724826
2017-08-24 00:00:00,315.74,322.36,314.01,318.0,315.74,322.36,314.01,318.0,1404,484,920,1639.78962,519157.5307498,400.03843,127408.0221982,1239.75119,391749.5085516
2017-08-24 06:00:00,318.0,323.61,316.14,323.61,319.57,323.61,316.14,323.61,2060,467,1593,2165.96347,690921.9061992,559.78126,179039.8808008,1606.18221,511882.0253984
2017-08-24 12:00:00,323.61,328.04,317.9,322.45,322.51,328.04,317.9,322.45,1809,800,1009,1545.59179,497302.9127807,618.78955,199719.9274339,926.80224,297582.9853468
2017-08-24 18:00:00,322.45,326.33,318.97,323.42,322.45,326.33,318.97,323.42,1222,363,859,1401.92704,452034.764424,323.29105,104761.316735,1078.63599,347273.447689
2017-08-25 00:00:00,323.42,335.0,323.42,331.73,323.42,335.0,323.42,331.73,2087,1172,915,1975.2462,646812.9937056,693.65492,227596.0004571,1281.59128,419216.9932485
2017-08-25 06:00:00,331.73,335.41,327.4,331.26,331.74,335.41,327.4,331.26,1427,638,789,1746.63526,578075.4324418,492.11366,162851.1026154,1254.5216,415224.3298264
2017-08-25 12:00:00,331.26,338.28,328.72,332.01,329.68,338.28,328.72,332.01,2880,2082,798,2298.40348,764685.8023434,1240.664,412837.9593782,1057.73948,351847.8429652
2017-08-25 18:00:00,332.01,336.49,324.9,327.24,333.2,336.49,324.9,327.24,1058,287,771,1105.68468,364587.8098032,169.39303,56029.6210677,936.29165,308558.1887355
2017-08-26 00:00:00,327.24,332.27,323.41,326.23,327.24,332.27,323.41,326.23,1015,204,811,1051.66891,342857.5427977,168.35607,55210.0131368,883.31284,287647.5296609
2017-08-26 06:00:00,326.23,331.25,324.06,327.89,325.23,331.25,324.06,327.89,1110,236,874,1445.1486,473865.6543111,276.05057,91047.116657,1169.09803,382818.5376541
2017-08-26 12:00:00,327.89,335.44,324.06,331.04,328.25,335.44,324.06,331.04,1163,311,852,1292.91971,425133.5128843,312.32349,103184.7643142,980.59622,321948.7485701
2017-08-26 18:00:00,331.04,334.17,327.03,330.79,327.38,334.17,327.03,330.79,1112,272,840,1087.94799,360137.6673235,185.26642,61690.3689923,902.68157,298447.2983312
2017-08-27 00:00:00,330.79,338.29,330.79,335.0,332.18,338.29,330.79,335.0,1584,662,922,1492.21504,498564.1020013,457.99565,153392.9796716,1034.21939,345171.1223297
2017-08-27 06:00:00,335.0,338.42,330.73,333.94,332.75,338.42,330.73,333.94,1379,485,894,1110.82399,371370.4204005,334.40905,112427.0853985,776.41494,258943.335002
2017-08-27 12:00:00,333.94,339.14,331.88,337.56,333.93,339.14,331.88,337.56,1102,413,689,1162.06717,389080.9429394,239.44694,80565.4321652,922.62023,308515.5107742
2017-08-27 18:00:00,337.56,348.13,336.02,348.13,339.89,348.13,336.02,348.13,908,192,716,870.33095,295461.8928191,134.34865,45744.6179633,735.9823,249717.2748558
2017-08-28 00:00:00,348.13,351.0,331.95,336.01,348.13,351.0,331.95,336.01,1558,479,1079,1489.7174,509559.0856828,419.80476,144757.0386812,1069.91264,364802.0470016
2017-08-28 06:00:00,336.01,342.86,336.01,341.9,337.19,342.86,336.01,341.9,1028,230,798,1026.91347,348314.5492897,184.52336,62818.9404926,842.39011,285495.6087971
2017-08-28 12:00:00,341.9,347.41,339.34,340.49,339.62,347.41,339.34,340.49,1145,472,673,950.77331,326189.8085377,277.75809,95587.9735369,673.01522,230601.8350008
2017-08-28 18:00:00,340.49,348.5,340.49,346.0,341.84,348.5,341.77,346.0,795,346,449,811.77752,279694.7255939,232.17658,80310.0361996,579.60094,199384.6893943
2017-08-29 00:00:00,346.0,355.0,346.0,355.0,347.0,355.0,346.0,355.0,505,212,293,315.18574,110463.9404803,172.72017,60664.3814763,142.46557,49799.559004
2017-08-29 06:00:00,355.0,367.13,350.72,356.75,355.0,367.13,350.72,356.75,970,249,721,806.7275,289861.2992107,284.69723,102482.4446894,522.03027,187378.8545213
2017-08-29 12:00:00,356.75,373.66,356.75,370.43,358.1,373.66,358.1,370.43,1006,375,631,1127.20696,411305.6826556,271.93002,99383.4604301,855.27694,311922.2222255
2017-08-29 18:00:00,370.43,377.6,365.65,374.7,372.6,377.6,365.65,374.7,784,187,597,783.01405,290438.6982343,193.82042,72238.5238735,589.19363,218200.1743608
2017-08-30 00:00:00,374.7,381.13,367.37,381.13,374.7,381.13,367.37,381.13,734,263,471,446.43987,166665.39144,163.55591,61040.5772587,282.88396,105624.8141813
2017-08-30 06:00:00,381.13,393.71,362.05,375.9,380.81,393.71,362.05,375.9,1624,343,1281,1700.21884,635318.4124476,442.58626,166779.5017167,1257.63258,468538.9107309
2017-08-30 12:00:00,375.9,386.96,370.49,384.95,373.01,386.96,370.49,384.95,1562,144,1418,1435.47688,545100.1969411,346.41059,131821.2479209,1089.06629,413278.9490202
2017-08-30 18:00:00,384.95,389.8,380.74,385.93,383.76,389.8,380.74,385.93,892,349,543,864.46049,332442.2116828,332.82523,128196.4178614,531.63526,204245.7938214
2017-08-31 00:00:00,385.93,385.94,377.78,382.16,384.64,385.94,377.78,382.16,1154,505,649,1003.86492,383959.4750267,387.83879,148404.2423215,616.02613,235555.2327052
2017-08-31 06:00:00,382.16,387.42,378.85,387.42,383.27,387.42,378.85,387.42,836,228,608,943.57587,360249.6210779,320.29134,122565.7320895,623.28453,237683.8889884
2017-08-31 12:00:00,387.42,389.36,383.13,385.67,385.82,389.36,383.13,385.67,1407,382,1025,1307.47733,504981.6442007,411.55935,159168.7609122,895.91798,345812.8832885
2017-08-31 18:00:00,385.67,388.25,383.13,384.79,384.51,388.25,383.13,384.79,1177,224,953,1180.95043,455250.6539613,312.50433,120669.8755608,868.4461,334580.7784005
2017-09-01 00:00:00,384.79,394.39,384.79,384.88,384.88,394.39,384.79,384.88,1078,276,802,1091.24044,425530.1265715,327.6902,127932.9490739,763.55024,297597.1774976
2017-09-01 06:00:00,384.88,393.08,383.18,389.64,386.7,393.08,383.18,389.64,1082,372,710,1280.49951,498346.7370192,507.1402,197389.6303912,773.35931,300957.106628
2017-09-01 12:00:00,389.64,392.3,385.88,392.29,389.56,392.3,385.88,392.29,1195,456,739,1288.83014,501402.7506179,494.71007,192627.2146079,794.12007,308775.53601
2017-09-01 18:00:00,392.29,394.02,387.11,388.46,392.29,394.02,387.11,388.46,769,349,420,538.11425,209947.9995575,234.51484,91681.1556983,303.59941,118266.8438592
2017-09-02 00:00:00,388.46,394.32,347.61,347.61,388.58,394.32,347.61,347.61,1858,659,1199,1742.18012,654524.3928613,596.56851,223449.880362,1145.61161,431074.5124993
2017-09-02 06:00:00,347.61,375.0,347.0,357.0,347.61,375.0,347.0,357.0,2337,489,1848,2377.05321,854024.759335,650.74148,233550.9398484,1726.31173,620473.8194866
2017-09-02 12:00:00,357.0,360.28,327.09,341.63,358.25,360.28,327.09,341.63,2129,520,1609,2416.4179,826493.5615073,806.87863,275491.7942581,1609.53927,551001.7672492
2017-09-02 18:00:00,341.63,345.27,320.08,343.14,344.07,345.27,320.08,343.14,1893,453,1440,1704.67601,568965.7476825,406.47914,135994.6689234,1298.19687,432971.0787591
2017-09-03 00:00:00,343.14,365.73,340.2,363.55,343.56,365.73,340.2,363.55,1601,251,1350,1323.14551,462401.631901,374.3911,131137.5455405,948.75441,331264.0863605
2017-09-03 06:00:00,363.55,367.28,334.75,336.54,361.66,367.28,334.75,336.54,1761,892,869,1588.90404,557931.2237298,748.65668,264232.2232627,840.24736,293699.0004671
2017-09-03 12:00:00,336.54,348.22,320.08,343.99,337.69,348.22,320.08,343.99,1964,866,1098,1921.95254,637424.9745605,1003.56394,333258.8924852,918.3886,304166.0820753
2017-09-03 18:00:00,343.99,347.68,337.35,341.77,344.27,347.68,337.35,341.77,827,134,693,419.62002,143944.7876116,114.30581,39309.5908892,305.31421,104635.1967224
2017-09-04 00:00:00,341.77,344.55,327.35,334.99,339.29,344.55,327.35,334.99,1070,252,818,720.60574,240504.8346225,227.51968,76085.2678236,493.08606,164419.5667989
2017-09-04 06:00:00,334.99,335.5,270.0,289.93,333.07,335.5,270.0,289.93,2772,1163,1609,3242.59601,972376.6877112,1308.08062,397005.1321437,1934.51539,575371.5555675
