TIMESTAMP,PEIPEI31632_OPEN_PRICE_USD,PEIPEI31632_HIGH_PRICE_USD,PEIPEI31632_LOW_PRICE_USD,PEIPEI31632_CLOSE_PRICE_USD,PEIPEI31632_VOLUME_USD,PEIPEI31632_DIVIDENDS_USD,PEIPEI31632_STOCK_SPLITS_USD
2024-06-05 00:00:00+00:00,,,,0.0,35953578,0.0,0.0
2024-06-06 00:00:00+00:00,,,,0.0,30925557,0.0,0.0
2024-06-07 00:00:00+00:00,,,,0.0,22325596,0.0,0.0
2024-06-08 00:00:00+00:00,,,,0.0,25293674,0.0,0.0
2024-06-09 00:00:00+00:00,,,,0.0,15981619,0.0,0.0
2024-06-10 00:00:00+00:00,,,,0.0,21491377,0.0,0.0
2024-06-11 00:00:00+00:00,,,,0.0,15963571,0.0,0.0
2024-06-12 00:00:00+00:00,,,,0.0,12908663,0.0,0.0
2024-06-13 00:00:00+00:00,,,,0.0,11113596,0.0,0.0
2024-06-14 00:00:00+00:00,,,,0.0,14372825,0.0,0.0
2024-06-15 00:00:00+00:00,,,,0.0,19137560,0.0,0.0
2024-06-16 00:00:00+00:00,,,,0.0,25143231,0.0,0.0
2024-06-17 00:00:00+00:00,,,,0.0,15508622,0.0,0.0
2024-06-18 00:00:00+00:00,,,,0.0,10571188,0.0,0.0
2024-06-19 00:00:00+00:00,,,,0.0,9386032,0.0,0.0
2024-06-20 00:00:00+00:00,,,,0.0,10626959,0.0,0.0
2024-06-21 00:00:00+00:00,,,,0.0,44106553,0.0,0.0
2024-06-22 00:00:00+00:00,,,,0.0,51342479,0.0,0.0
2024-06-23 00:00:00+00:00,,,,0.0,48426129,0.0,0.0
2024-06-24 00:00:00+00:00,,,,0.0,48080944,0.0,0.0
2024-06-25 00:00:00+00:00,,,,0.0,43937256,0.0,0.0
2024-06-26 00:00:00+00:00,,,,0.0,39849988,0.0,0.0
2024-06-27 00:00:00+00:00,,,,0.0,28979158,0.0,0.0
