TIMESTAMP,NESS27417_OPEN_PRICE_USD,NESS27417_HIGH_PRICE_USD,NESS27417_LOW_PRICE_USD,NESS27417_CLOSE_PRICE_USD,NESS27417_VOLUME_USD,NESS27417_DIVIDENDS_USD,NESS27417_STOCK_SPLITS_USD
2023-11-07 00:00:00+00:00,0.19989900290966034,0.2010129988193512,0.19360500574111938,0.19420699775218964,273476,0.0,0.0
2023-11-08 00:00:00+00:00,0.19421300292015076,0.1944350004196167,0.19038599729537964,0.1909630000591278,211629,0.0,0.0
2023-11-09 00:00:00+00:00,0.1909710019826889,0.19975599646568298,0.1904750019311905,0.1981319934129715,159809,0.0,0.0
2023-11-10 00:00:00+00:00,0.19813400506973267,0.19969899952411652,0.19568699598312378,0.1965389996767044,219048,0.0,0.0
2023-11-11 00:00:00+00:00,0.19654299318790436,0.19751699268817902,0.19405899941921234,0.19567599892616272,142014,0.0,0.0
2023-11-12 00:00:00+00:00,0.19567500054836273,0.19950400292873383,0.19345900416374207,0.19775499403476715,274938,0.0,0.0
2023-11-13 00:00:00+00:00,0.19776000082492828,0.20581600069999695,0.19642199575901031,0.20276999473571777,407345,0.0,0.0
2023-11-14 00:00:00+00:00,0.2027920037508011,0.20337599515914917,0.19855499267578125,0.1997780054807663,353971,0.0,0.0
2023-11-15 00:00:00+00:00,0.1997710019350052,0.21095100045204163,0.19865599274635315,0.20578399300575256,362500,0.0,0.0
2023-11-16 00:00:00+00:00,0.20579299330711365,0.23009799420833588,0.20436500012874603,0.22901499271392822,385783,0.0,0.0
2023-11-17 00:00:00+00:00,0.22902899980545044,0.23010599613189697,0.2019750028848648,0.20440399646759033,281270,0.0,0.0
2023-11-18 00:00:00+00:00,0.20438000559806824,0.21322199702262878,0.2042739987373352,0.2118310034275055,355909,0.0,0.0
2023-11-19 00:00:00+00:00,0.21182399988174438,0.22184500098228455,0.21173100173473358,0.21936500072479248,288598,0.0,0.0
2023-11-20 00:00:00+00:00,0.21938200294971466,0.23377099633216858,0.21938200294971466,0.23372800648212433,348580,0.0,0.0
2023-11-21 00:00:00+00:00,0.2337220013141632,0.2841620147228241,0.2256460040807724,0.22570200264453888,420861,0.0,0.0
