TIMESTAMP,BERA_OPEN_PRICE_USD,BERA_HIGH_PRICE_USD,BERA_LOW_PRICE_USD,BERA_CLOSE_PRICE_USD,BERA_VOLUME_USD,BERA_DIVIDENDS_USD,BERA_STOCK_SPLITS_USD
2025-02-06 00:00:00+00:00,11.403071403503418,14.993392944335938,6.448200225830078,8.636516571044922,2403177742,0.0,0.0
2025-02-07 00:00:00+00:00,8.636516571044922,9.046036720275879,7.265873908996582,7.703679084777832,1013632169,0.0,0.0
2025-02-08 00:00:00+00:00,7.703679084777832,7.729261875152588,5.813385963439941,6.072403907775879,622730646,0.0,0.0
2025-02-09 00:00:00+00:00,6.072403907775879,6.485554218292236,4.924009799957275,5.1860880851745605,525289731,0.0,0.0
2025-02-10 00:00:00+00:00,5.1860880851745605,5.668076992034912,4.756674766540527,5.279007911682129,420280122,0.0,0.0
2025-02-11 00:00:00+00:00,5.279056072235107,6.256903171539307,5.244372844696045,5.8027777671813965,527724134,0.0,0.0
2025-02-12 00:00:00+00:00,5.8027777671813965,6.096806049346924,5.439371109008789,5.878222942352295,394999946,0.0,0.0
2025-02-13 00:00:00+00:00,5.878222942352295,6.29177713394165,5.561050891876221,5.6062188148498535,293428294,0.0,0.0
2025-02-14 00:00:00+00:00,5.6062188148498535,5.999545097351074,5.426803112030029,5.91752815246582,219962919,0.0,0.0
2025-02-15 00:00:00+00:00,5.91752815246582,6.132427215576172,5.626677989959717,5.6457672119140625,216113254,0.0,0.0
2025-02-16 00:00:00+00:00,5.6457672119140625,5.746163845062256,5.498644828796387,5.617188930511475,128936919,0.0,0.0
2025-02-17 00:00:00+00:00,5.617188930511475,6.634000778198242,5.566102027893066,6.160919189453125,321343958,0.0,0.0
2025-02-18 00:00:00+00:00,6.160919189453125,6.276660919189453,5.674160957336426,6.2635040283203125,254316776,0.0,0.0
2025-02-19 00:00:00+00:00,6.2635040283203125,6.781044960021973,6.214780807495117,6.630548000335693,366223173,0.0,0.0
2025-02-20 00:00:00+00:00,6.630548000335693,9.103475570678711,6.511641025543213,8.768356323242188,1042335353,0.0,0.0
2025-02-21 00:00:00+00:00,8.76594352722168,8.793994903564453,7.464031219482422,7.4667158126831055,631543303,0.0,0.0
2025-02-22 00:00:00+00:00,7.4667158126831055,7.691147804260254,7.026928901672363,7.502429962158203,454072345,0.0,0.0
2025-02-23 00:00:00+00:00,7.502429962158203,7.649645805358887,6.700663089752197,6.911667823791504,240388013,0.0,0.0
2025-02-24 00:00:00+00:00,6.912468910217285,7.234682083129883,6.527842998504639,6.78449821472168,366976544,0.0,0.0
2025-02-25 00:00:00+00:00,6.784294128417969,7.023161888122559,6.064542770385742,6.7743239402771,334926909,0.0,0.0
2025-02-26 00:00:00+00:00,6.7743239402771,7.990042209625244,6.671093940734863,7.40702486038208,459622231,0.0,0.0
