TIMESTAMP,MAGA29222_OPEN_PRICE_USD,MAGA29222_HIGH_PRICE_USD,MAGA29222_LOW_PRICE_USD,MAGA29222_CLOSE_PRICE_USD,MAGA29222_VOLUME_USD,MAGA29222_DIVIDENDS_USD,MAGA29222_STOCK_SPLITS_USD
2024-01-30 00:00:00+00:00,,,,0.0,184668,0.0,0.0
2024-01-31 00:00:00+00:00,,,,0.0,131935,0.0,0.0
2024-02-01 00:00:00+00:00,,,,0.0,28900,0.0,0.0
2024-02-02 00:00:00+00:00,,,,0.0,24917,0.0,0.0
2024-02-03 00:00:00+00:00,,,,0.0,9044,0.0,0.0
2024-02-04 00:00:00+00:00,,,,0.0,6532,0.0,0.0
2024-02-05 00:00:00+00:00,,,,0.0,18204,0.0,0.0
2024-02-06 00:00:00+00:00,,,,0.0,12876,0.0,0.0
2024-02-07 00:00:00+00:00,,,,0.0,16463,0.0,0.0
2024-02-08 00:00:00+00:00,,,,0.0,5871,0.0,0.0
2024-02-09 00:00:00+00:00,,,,0.0,27785,0.0,0.0
2024-02-10 00:00:00+00:00,,,,0.0,10415,0.0,0.0
2024-02-11 00:00:00+00:00,,,,0.0,14597,0.0,0.0
2024-02-12 00:00:00+00:00,,,,0.0,8471,0.0,0.0
2024-02-13 00:00:00+00:00,,,,0.0,10991,0.0,0.0
2024-02-14 00:00:00+00:00,,,,0.0,9953,0.0,0.0
2024-02-15 00:00:00+00:00,,,,0.0,57446,0.0,0.0
2024-02-16 00:00:00+00:00,,,,0.0,319673,0.0,0.0
2024-02-17 00:00:00+00:00,,,,0.0,169960,0.0,0.0
2024-02-18 00:00:00+00:00,,,,0.0,18223,0.0,0.0
2024-02-19 00:00:00+00:00,,,,0.0,85907,0.0,0.0
2024-02-20 00:00:00+00:00,,,,0.0,122242,0.0,0.0
2024-02-21 00:00:00+00:00,,,,0.0,28120,0.0,0.0
2024-02-22 00:00:00+00:00,,,,0.0,41659,0.0,0.0
2024-02-23 00:00:00+00:00,,,,0.0,72577,0.0,0.0
2024-02-24 00:00:00+00:00,,,,0.0,178278,0.0,0.0
2024-02-25 00:00:00+00:00,,,,0.0,152283,0.0,0.0
2024-02-26 00:00:00+00:00,,,,0.0,336519,0.0,0.0
2024-02-27 00:00:00+00:00,,,,0.0,823530,0.0,0.0
2024-02-28 00:00:00+00:00,,,,0.0,450411,0.0,0.0
2024-02-29 00:00:00+00:00,,,,0.0,251352,0.0,0.0
2024-03-01 00:00:00+00:00,,,,0.0,126705,0.0,0.0
2024-03-02 00:00:00+00:00,,,,0.0,329561,0.0,0.0
2024-03-03 00:00:00+00:00,,,,0.0,535971,0.0,0.0
2024-03-04 00:00:00+00:00,,,,0.0,518901,0.0,0.0
2024-03-05 00:00:00+00:00,,,,0.0,265492,0.0,0.0
2024-03-06 00:00:00+00:00,,,,0.0,287528,0.0,0.0
2024-03-07 00:00:00+00:00,,,,0.0,194574,0.0,0.0
2024-03-08 00:00:00+00:00,,,,0.0,208304,0.0,0.0
2024-03-09 00:00:00+00:00,,,,0.0,201346,0.0,0.0
2024-03-10 00:00:00+00:00,,,,0.0,223176,0.0,0.0
2024-03-11 00:00:00+00:00,,,,0.0,109942,0.0,0.0
2024-03-12 00:00:00+00:00,,,,0.0,98876,0.0,0.0
2024-03-13 00:00:00+00:00,,,,0.0,195912,0.0,0.0
2024-03-14 00:00:00+00:00,,,,0.0,334218,0.0,0.0
2024-03-15 00:00:00+00:00,,,,0.0,173870,0.0,0.0
2024-03-16 00:00:00+00:00,,,,0.0,114999,0.0,0.0
2024-03-17 00:00:00+00:00,,,,0.0,111925,0.0,0.0
2024-03-18 00:00:00+00:00,,,,0.0,93562,0.0,0.0
2024-03-19 00:00:00+00:00,,,,0.0,109478,0.0,0.0
2024-03-20 00:00:00+00:00,,,,0.0,61806,0.0,0.0
2024-03-21 00:00:00+00:00,,,,0.0,62609,0.0,0.0
2024-03-22 00:00:00+00:00,,,,0.0,65079,0.0,0.0
2024-03-23 00:00:00+00:00,,,,0.0,23854,0.0,0.0
2024-03-24 00:00:00+00:00,,,,0.0,44492,0.0,0.0
2024-03-25 00:00:00+00:00,,,,0.0,57623,0.0,0.0
2024-03-26 00:00:00+00:00,,,,0.0,149916,0.0,0.0
