TIMESTAMP,STARX_OPEN_PRICE_USD,STARX_HIGH_PRICE_USD,STARX_LOW_PRICE_USD,STARX_CLOSE_PRICE_USD,STARX_VOLUME_USD,STARX_DIVIDENDS_USD,STARX_STOCK_SPLITS_USD
2024-05-09 00:00:00+00:00,0.03797899931669235,0.05500900000333786,0.037974998354911804,0.053001001477241516,577,0.0,0.0
2024-05-10 00:00:00+00:00,0.053001001477241516,0.05371600016951561,0.03799299895763397,0.049991998821496964,289,0.0,0.0
2024-05-11 00:00:00+00:00,0.049991998821496964,0.18988700211048126,0.04997200146317482,0.18988700211048126,58,0.0,0.0
2024-05-12 00:00:00+00:00,0.18988700211048126,0.24448299407958984,0.18988700211048126,0.23753100633621216,6,0.0,0.0
2024-05-13 00:00:00+00:00,0.23753100633621216,0.23753200471401215,0.043104998767375946,0.06824800372123718,115,0.0,0.0
2024-05-14 00:00:00+00:00,0.06824800372123718,0.08633200079202652,0.05140300095081329,0.07616499811410904,949,0.0,0.0
2024-05-15 00:00:00+00:00,0.07616499811410904,0.0896809995174408,0.07150200009346008,0.0829709991812706,911,0.0,0.0
2024-05-16 00:00:00+00:00,0.0829709991812706,0.09063500165939331,0.0755700021982193,0.08483699709177017,582,0.0,0.0
2024-05-17 00:00:00+00:00,0.08483699709177017,0.08485300093889236,0.04986799880862236,0.04987499862909317,1769,0.0,0.0
2024-05-18 00:00:00+00:00,0.04987499862909317,0.07865100353956223,0.04817099869251251,0.07863499969244003,420,0.0,0.0
2024-05-19 00:00:00+00:00,0.07863499969244003,0.08587899804115295,0.07660199701786041,0.08282800018787384,190,0.0,0.0
2024-05-20 00:00:00+00:00,0.08282800018787384,0.08285100013017654,0.05775900185108185,0.0650940015912056,1214,0.0,0.0
2024-05-21 00:00:00+00:00,0.0650940015912056,0.0854249969124794,0.06508799642324448,0.08536700159311295,372,0.0,0.0
2024-05-22 00:00:00+00:00,0.08536700159311295,0.08537700027227402,0.05036399886012077,0.07602299749851227,1116,0.0,0.0
2024-05-23 00:00:00+00:00,0.07602299749851227,0.07700199633836746,0.048976000398397446,0.06994999945163727,74,0.0,0.0
