TIMESTAMP,MATT_OPEN_PRICE_USD,MATT_HIGH_PRICE_USD,MATT_LOW_PRICE_USD,MATT_CLOSE_PRICE_USD,MATT_VOLUME_USD,MATT_DIVIDENDS_USD,MATT_STOCK_SPLITS_USD
2024-07-11 00:00:00+00:00,2.4000000848900527e-05,2.700000004551839e-05,1.2000000424450263e-05,1.700000029813964e-05,8586770,0.0,0.0
2024-07-12 00:00:00+00:00,1.700000029813964e-05,2.499999936844688e-05,9.000000318337698e-06,1.5999999959603883e-05,7330112,0.0,0.0
2024-07-13 00:00:00+00:00,1.5999999959603883e-05,3.600000127335079e-05,1.5999999959603883e-05,2.5999999706982635e-05,5593373,0.0,0.0
2024-07-14 00:00:00+00:00,2.700000004551839e-05,3.199999991920777e-05,1.700000029813964e-05,2.099999983329326e-05,5240376,0.0,0.0
2024-07-15 00:00:00+00:00,2.099999983329326e-05,2.700000004551839e-05,1.5999999959603883e-05,1.700000029813964e-05,4622955,0.0,0.0
2024-07-16 00:00:00+00:00,1.700000029813964e-05,2.099999983329326e-05,1.2000000424450263e-05,1.2999999853491317e-05,3834165,0.0,0.0
2024-07-17 00:00:00+00:00,1.2999999853491317e-05,1.5999999959603883e-05,7.999999979801942e-06,9.999999747378752e-06,3773208,0.0,0.0
2024-07-18 00:00:00+00:00,9.999999747378752e-06,1.4999999621068127e-05,9.000000318337698e-06,9.000000318337698e-06,3248536,0.0,0.0
2024-07-19 00:00:00+00:00,9.000000318337698e-06,1.4999999621068127e-05,7.999999979801942e-06,1.1000000085914508e-05,3276448,0.0,0.0
2024-07-20 00:00:00+00:00,1.1000000085914508e-05,1.4999999621068127e-05,9.000000318337698e-06,9.999999747378752e-06,2206553,0.0,0.0
2024-07-21 00:00:00+00:00,9.999999747378752e-06,1.4000000192027073e-05,9.000000318337698e-06,1.2000000424450263e-05,1894892,0.0,0.0
2024-07-22 00:00:00+00:00,1.2000000424450263e-05,1.4000000192027073e-05,9.999999747378752e-06,1.1000000085914508e-05,1803285,0.0,0.0
2024-07-23 00:00:00+00:00,1.1000000085914508e-05,1.1000000085914508e-05,7.000000096013537e-06,7.999999979801942e-06,1549184,0.0,0.0
2024-07-24 00:00:00+00:00,7.999999979801942e-06,9.000000318337698e-06,4.999999873689376e-06,4.999999873689376e-06,1780718,0.0,0.0
2024-07-25 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,3.999999989900971e-06,3.999999989900971e-06,1651940,0.0,0.0
2024-07-26 00:00:00+00:00,3.999999989900971e-06,1.1000000085914508e-05,3.999999989900971e-06,9.000000318337698e-06,2294436,0.0,0.0
2024-07-27 00:00:00+00:00,9.000000318337698e-06,1.700000029813964e-05,7.000000096013537e-06,7.999999979801942e-06,2655260,0.0,0.0
2024-07-28 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,4.999999873689376e-06,6.000000212225132e-06,1429053,0.0,0.0
2024-07-29 00:00:00+00:00,6.000000212225132e-06,7.999999979801942e-06,6.000000212225132e-06,7.000000096013537e-06,1107370,0.0,0.0
2024-07-30 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,3.999999989900971e-06,4.999999873689376e-06,997585,0.0,0.0
2024-07-31 00:00:00+00:00,4.999999873689376e-06,7.000000096013537e-06,3.999999989900971e-06,6.000000212225132e-06,930047,0.0,0.0
2024-08-01 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,3.999999989900971e-06,4.999999873689376e-06,894421,0.0,0.0
2024-08-02 00:00:00+00:00,4.999999873689376e-06,7.000000096013537e-06,3.999999989900971e-06,4.999999873689376e-06,1003053,0.0,0.0
2024-08-03 00:00:00+00:00,4.999999873689376e-06,6.000000212225132e-06,3.999999989900971e-06,4.999999873689376e-06,744230,0.0,0.0
2024-08-04 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,3.999999989900971e-06,3.999999989900971e-06,622674,0.0,0.0
2024-08-05 00:00:00+00:00,3.999999989900971e-06,4.999999873689376e-06,3.000000106112566e-06,3.999999989900971e-06,658706,0.0,0.0
2024-08-06 00:00:00+00:00,3.999999989900971e-06,4.999999873689376e-06,3.999999989900971e-06,3.999999989900971e-06,627257,0.0,0.0
2024-08-07 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,3.000000106112566e-06,3.999999989900971e-06,631854,0.0,0.0
2024-08-08 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.000000106112566e-06,3.000000106112566e-06,640951,0.0,0.0
2024-08-09 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.000000106112566e-06,3.999999989900971e-06,630570,0.0,0.0
2024-08-10 00:00:00+00:00,3.999999989900971e-06,7.999999979801942e-06,3.999999989900971e-06,7.000000096013537e-06,1044737,0.0,0.0
2024-08-11 00:00:00+00:00,7.000000096013537e-06,7.999999979801942e-06,3.999999989900971e-06,3.999999989900971e-06,1172326,0.0,0.0
2024-08-12 00:00:00+00:00,3.999999989900971e-06,4.999999873689376e-06,3.999999989900971e-06,3.999999989900971e-06,775764,0.0,0.0
2024-08-13 00:00:00+00:00,3.999999989900971e-06,6.000000212225132e-06,3.999999989900971e-06,4.999999873689376e-06,1065978,0.0,0.0
2024-08-14 00:00:00+00:00,4.999999873689376e-06,6.000000212225132e-06,3.000000106112566e-06,3.000000106112566e-06,868722,0.0,0.0
2024-08-15 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,739431,0.0,0.0
2024-08-16 00:00:00+00:00,3.000000106112566e-06,3.999999989900971e-06,3.000000106112566e-06,3.000000106112566e-06,610872,0.0,0.0
2024-08-17 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,422389,0.0,0.0
2024-08-18 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,485010,0.0,0.0
2024-08-19 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,565907,0.0,0.0
2024-08-20 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,695560,0.0,0.0
2024-08-21 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,1.9999999949504854e-06,1181461,0.0,0.0
2024-08-22 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,1010553,0.0,0.0
2024-08-23 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,3.000000106112566e-06,659803,0.0,0.0
2024-08-24 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,3.000000106112566e-06,449822,0.0,0.0
2024-08-25 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,198904,0.0,0.0
