TIMESTAMP,MIU35713_OPEN_PRICE_USD,MIU35713_HIGH_PRICE_USD,MIU35713_LOW_PRICE_USD,MIU35713_CLOSE_PRICE_USD,MIU35713_VOLUME_USD,MIU35713_DIVIDENDS_USD,MIU35713_STOCK_SPLITS_USD
2025-03-29 00:00:00+00:00,,,,0.0,179333,0.0,0.0
2025-03-30 00:00:00+00:00,,,,0.0,120020,0.0,0.0
2025-03-31 00:00:00+00:00,,,,0.0,145875,0.0,0.0
2025-04-01 00:00:00+00:00,,,,0.0,105793,0.0,0.0
2025-04-02 00:00:00+00:00,,,,0.0,115129,0.0,0.0
2025-04-03 00:00:00+00:00,,,,0.0,1861222,0.0,0.0
2025-04-04 00:00:00+00:00,,,,0.0,2284917,0.0,0.0
2025-04-05 00:00:00+00:00,,,,0.0,1513558,0.0,0.0
2025-04-06 00:00:00+00:00,,,,0.0,1311155,0.0,0.0
2025-04-07 00:00:00+00:00,,,,0.0,1317179,0.0,0.0
2025-04-08 00:00:00+00:00,,,,0.0,679364,0.0,0.0
2025-04-09 00:00:00+00:00,,,,0.0,887231,0.0,0.0
2025-04-10 00:00:00+00:00,,,,0.0,868478,0.0,0.0
2025-04-11 00:00:00+00:00,,,,0.0,627158,0.0,0.0
2025-04-12 00:00:00+00:00,,,,0.0,426960,0.0,0.0
2025-04-13 00:00:00+00:00,,,,0.0,260124,0.0,0.0
2025-04-14 00:00:00+00:00,,,,0.0,422043,0.0,0.0
2025-04-15 00:00:00+00:00,,,,0.0,209676,0.0,0.0
2025-04-16 00:00:00+00:00,,,,0.0,401809,0.0,0.0
2025-04-17 00:00:00+00:00,,,,0.0,203559,0.0,0.0
2025-04-18 00:00:00+00:00,,,,0.0,277425,0.0,0.0
2025-04-19 00:00:00+00:00,,,,0.0,157439,0.0,0.0
2025-04-20 00:00:00+00:00,,,,0.0,292305,0.0,0.0
2025-04-21 00:00:00+00:00,,,,0.0,336948,0.0,0.0
2025-04-22 00:00:00+00:00,,,,0.0,761845,0.0,0.0
2025-04-23 00:00:00+00:00,,,,0.0,512045,0.0,0.0
2025-04-24 00:00:00+00:00,,,,0.0,300239,0.0,0.0
2025-04-25 00:00:00+00:00,,,,0.0,307976,0.0,0.0
2025-04-26 00:00:00+00:00,,,,0.0,227830,0.0,0.0
2025-04-27 00:00:00+00:00,,,,0.0,196517,0.0,0.0
2025-04-28 00:00:00+00:00,,,,0.0,193930,0.0,0.0
2025-04-29 00:00:00+00:00,,,,0.0,122233,0.0,0.0
2025-04-30 00:00:00+00:00,,,,0.0,209442,0.0,0.0
2025-05-01 00:00:00+00:00,,,,0.0,220714,0.0,0.0
2025-05-02 00:00:00+00:00,,,,0.0,155473,0.0,0.0
2025-05-03 00:00:00+00:00,,,,0.0,175696,0.0,0.0
2025-05-04 00:00:00+00:00,,,,0.0,138880,0.0,0.0
2025-05-05 00:00:00+00:00,,,,0.0,258646,0.0,0.0
2025-05-06 00:00:00+00:00,,,,0.0,194697,0.0,0.0
2025-05-07 00:00:00+00:00,,,,0.0,646552,0.0,0.0
2025-05-08 00:00:00+00:00,,,,0.0,1085666,0.0,0.0
2025-05-09 00:00:00+00:00,,,,0.0,1385568,0.0,0.0
2025-05-10 00:00:00+00:00,,,,0.0,501657,0.0,0.0
2025-05-11 00:00:00+00:00,,,,0.0,421502,0.0,0.0
2025-05-12 00:00:00+00:00,,,,0.0,698678,0.0,0.0
2025-05-13 00:00:00+00:00,,,,0.0,505623,0.0,0.0
2025-05-14 00:00:00+00:00,,,,0.0,445035,0.0,0.0
2025-05-15 00:00:00+00:00,,,,0.0,549037,0.0,0.0
2025-05-16 00:00:00+00:00,,,,0.0,258576,0.0,0.0
2025-05-17 00:00:00+00:00,,,,0.0,285399,0.0,0.0
2025-05-18 00:00:00+00:00,,,,0.0,429365,0.0,0.0
2025-05-19 00:00:00+00:00,,,,0.0,292716,0.0,0.0
2025-05-20 00:00:00+00:00,,,,0.0,252704,0.0,0.0
2025-05-21 00:00:00+00:00,,,,0.0,274024,0.0,0.0
2025-05-22 00:00:00+00:00,,,,0.0,696417,0.0,0.0
2025-05-23 00:00:00+00:00,,,,0.0,427551,0.0,0.0
2025-05-24 00:00:00+00:00,,,,0.0,223450,0.0,0.0
2025-05-25 00:00:00+00:00,,,,0.0,271009,0.0,0.0
2025-05-26 00:00:00+00:00,,,,0.0,209067,0.0,0.0
2025-05-27 00:00:00+00:00,,,,0.0,286790,0.0,0.0
2025-05-28 00:00:00+00:00,,,,0.0,217541,0.0,0.0
2025-05-29 00:00:00+00:00,,,,0.0,265019,0.0,0.0
2025-05-30 00:00:00+00:00,,,,0.0,486619,0.0,0.0
2025-05-31 00:00:00+00:00,,,,0.0,293645,0.0,0.0
2025-06-01 00:00:00+00:00,9.802710820849825e-08,9.901604158812916e-08,9.30333072801659e-08,9.551985868938573e-08,281768,0.0,0.0
