TIMESTAMP,FURSIMPSON_OPEN_PRICE_USD,FURSIMPSON_HIGH_PRICE_USD,FURSIMPSON_LOW_PRICE_USD,FURSIMPSON_CLOSE_PRICE_USD,FURSIMPSON_VOLUME_USD,FURSIMPSON_DIVIDENDS_USD,FURSIMPSON_STOCK_SPLITS_USD
2025-04-16 00:00:00+00:00,,,,0.0,88262,0.0,0.0
2025-04-17 00:00:00+00:00,,,,0.0,37107,0.0,0.0
2025-04-18 00:00:00+00:00,,,,0.0,1865,0.0,0.0
2025-04-22 00:00:00+00:00,,,,0.0,26,0.0,0.0
2025-06-01 00:00:00+00:00,9.636500039773843e-14,9.636500039773843e-14,9.636486487246687e-14,9.636486487246687e-14,2,0.0,0.0
