TIMESTAMP,PIT_OPEN_PRICE_USD,PIT_HIGH_PRICE_USD,PIT_LOW_PRICE_USD,PIT_CLOSE_PRICE_USD,PIT_VOLUME_USD,PIT_DIVIDENDS_USD,PIT_STOCK_SPLITS_USD
2021-04-09 00:00:00+00:00,,,,0.0,24,0.0,0.0
2021-04-14 00:00:00+00:00,,,,0.0,13576,0.0,0.0
2021-04-15 00:00:00+00:00,,,,0.0,1663115,0.0,0.0
2021-04-16 00:00:00+00:00,,,,0.0,1519433,0.0,0.0
2021-04-17 00:00:00+00:00,,,,0.0,1719642,0.0,0.0
2021-04-18 00:00:00+00:00,,,,0.0,832742,0.0,0.0
2021-04-19 00:00:00+00:00,,,,0.0,608704,0.0,0.0
2021-04-20 00:00:00+00:00,,,,0.0,1645500,0.0,0.0
2021-04-21 00:00:00+00:00,,,,0.0,3181294,0.0,0.0
2021-04-22 00:00:00+00:00,,,,0.0,4886494,0.0,0.0
2021-04-23 00:00:00+00:00,,,,0.0,1281824,0.0,0.0
2021-04-24 00:00:00+00:00,,,,0.0,914509,0.0,0.0
2021-04-25 00:00:00+00:00,,,,0.0,1312932,0.0,0.0
2021-04-26 00:00:00+00:00,,,,0.0,897163,0.0,0.0
2021-04-27 00:00:00+00:00,,,,0.0,975366,0.0,0.0
2021-04-28 00:00:00+00:00,,,,0.0,587056,0.0,0.0
2021-04-29 00:00:00+00:00,,,,0.0,596306,0.0,0.0
2021-04-30 00:00:00+00:00,,,,0.0,623746,0.0,0.0
2021-05-01 00:00:00+00:00,,,,0.0,478542,0.0,0.0
2021-05-02 00:00:00+00:00,,,,0.0,369460,0.0,0.0
2021-05-03 00:00:00+00:00,,,,0.0,350147,0.0,0.0
2021-05-04 00:00:00+00:00,,,,0.0,451444,0.0,0.0
2021-05-05 00:00:00+00:00,,,,0.0,410330,0.0,0.0
2021-05-06 00:00:00+00:00,,,,0.0,516333,0.0,0.0
2021-05-07 00:00:00+00:00,,,,0.0,355327,0.0,0.0
2021-05-08 00:00:00+00:00,,,,0.0,643499,0.0,0.0
2021-05-09 00:00:00+00:00,,,,0.0,2035375,0.0,0.0
2021-05-10 00:00:00+00:00,,,,0.0,2180222,0.0,0.0
2021-05-11 00:00:00+00:00,,,,0.0,8233115,0.0,0.0
