TIMESTAMP,LM_OPEN_PRICE_USD,LM_HIGH_PRICE_USD,LM_LOW_PRICE_USD,LM_CLOSE_PRICE_USD,LM_VOLUME_USD,LM_DIVIDENDS_USD,LM_STOCK_SPLITS_USD
2022-05-26 00:00:00+00:00,0.39204099774360657,0.3920530080795288,0.38259899616241455,0.3858729898929596,1467780,0.0,0.0
2022-05-27 00:00:00+00:00,0.3858720064163208,0.4036329984664917,0.37788400053977966,0.39892399311065674,1028552,0.0,0.0
2022-05-28 00:00:00+00:00,0.3917180001735687,0.40325599908828735,0.3884330093860626,0.39803698658943176,967490,0.0,0.0
2022-05-29 00:00:00+00:00,0.3980399966239929,0.40179601311683655,0.38895100355148315,0.3892509937286377,1323379,0.0,0.0
2022-05-30 00:00:00+00:00,0.38925400376319885,0.40992599725723267,0.38489899039268494,0.40275201201438904,1972120,0.0,0.0
2022-05-31 00:00:00+00:00,0.40275299549102783,0.4070880115032196,0.39545100927352905,0.3973099887371063,983197,0.0,0.0
2022-06-01 00:00:00+00:00,0.39730700850486755,0.4040229916572571,0.3932510018348694,0.39666399359703064,1166643,0.0,0.0
2022-06-02 00:00:00+00:00,0.3966529965400696,0.3976219892501831,0.3919540047645569,0.39468100666999817,651941,0.0,0.0
2022-06-03 00:00:00+00:00,0.3946720063686371,0.4102950096130371,0.38718101382255554,0.3993389904499054,1031488,0.0,0.0
2022-06-04 00:00:00+00:00,0.39934098720550537,0.403097003698349,0.39533698558807373,0.39781901240348816,633091,0.0,0.0
2022-06-05 00:00:00+00:00,0.3978169858455658,0.40067601203918457,0.3881550133228302,0.39917099475860596,987878,0.0,0.0
2022-06-06 00:00:00+00:00,0.399167001247406,0.404446005821228,0.39211800694465637,0.4008390009403229,1609888,0.0,0.0
2022-06-07 00:00:00+00:00,0.40083399415016174,0.4036720097064972,0.386696994304657,0.3945330083370209,1388860,0.0,0.0
2022-06-08 00:00:00+00:00,0.3945330083370209,0.4023190140724182,0.38919898867607117,0.39428800344467163,734250,0.0,0.0
2022-06-09 00:00:00+00:00,0.39429301023483276,0.39959898591041565,0.3879919946193695,0.3978460133075714,929816,0.0,0.0
