TIMESTAMP,ARK_CLOSE_PRICE_USD,ARK_OPEN_PRICE_USD,ARK_HIGH_PRICE_USD,ARK_LOW_PRICE_USD
2018-02-25,3.66573,3.57931,3.71767,3.51662
2018-02-26,3.83967,3.71049,3.8423,3.45655
2018-02-27,3.87027,3.83967,3.94712,3.73246
2018-02-28,3.63077,3.87027,3.91112,3.61991
2018-03-01,3.78523,3.63077,3.86393,3.47221
2018-03-02,4.04684,3.78523,4.04684,3.57228
2018-03-03,4.46081,4.04684,4.53875,4.02269
2018-03-04,4.13586,4.46081,5.0707,3.98542
2018-03-05,3.77311,4.13586,4.29204,3.61225
2018-03-06,3.75759,3.77311,3.98986,3.63791
2018-03-07,3.45758,3.75759,3.86453,3.30345
2018-03-08,3.0567,3.45758,3.57711,3.05606
2018-03-09,3.14688,3.0567,3.14688,2.81373
2018-03-10,3.20094,3.14688,3.43314,3.12764
2018-03-11,3.18485,3.20094,3.20378,2.98664
2018-03-12,3.29928,3.18488,3.60051,3.18488
2018-03-13,3.40859,3.29928,3.42985,3.19689
2018-03-14,2.74644,3.40859,3.60482,2.74644
2018-03-15,2.58687,2.74644,2.74644,2.52725
2018-03-16,2.94647,2.58687,2.94647,2.50749
2018-03-17,2.59382,2.94647,2.94647,2.45056
2018-03-18,2.38899,2.59382,2.59382,2.00697
2018-03-19,2.65858,2.38899,2.91065,2.37611
2018-03-20,2.73378,2.65858,2.78647,2.47222
2018-03-21,2.70009,2.7338,2.91285,2.6977
2018-03-22,2.78888,2.70012,2.80325,2.55271
2018-03-23,2.77848,2.78888,2.78888,2.61045
2018-03-24,2.77721,2.77848,2.77848,2.53973
2018-03-25,2.80684,2.77721,3.70734,2.63226
2018-03-26,2.57763,2.80684,3.73079,2.56327
2018-03-27,2.47943,2.57763,3.10614,2.29651
2018-03-28,2.4777,2.47943,2.64969,2.45058
2018-03-29,2.20792,2.4777,2.47805,2.03596
2018-03-30,1.96475,2.20795,2.20795,1.83475
2018-03-31,1.98254,1.96475,2.19773,1.92873
2018-04-01,1.85073,1.98254,2.0611,1.84932
2018-04-02,1.9337,1.85073,2.11341,1.85073
2018-04-03,2.18728,1.9337,2.27576,1.91436
2018-04-04,2.01606,2.18728,2.33868,2.01462
2018-04-05,2.10174,2.01606,2.10174,1.97937
2018-04-06,1.92956,2.10174,2.31638,1.92652
2018-04-07,2.06489,1.92956,2.06489,1.85
2018-04-08,2.14157,2.06489,2.14157,2.0
2018-04-09,2.05684,2.14157,2.18242,1.93392
2018-04-10,2.16308,2.05684,2.19375,1.95398
2018-04-11,2.23529,2.16308,2.29687,2.16308
2018-04-12,2.48711,2.23529,2.50468,2.23529
2018-04-13,2.68054,2.48711,2.86401,2.48711
2018-04-14,2.67014,2.68054,2.76893,2.50031
2018-04-15,2.78781,2.67014,2.80795,2.60321
2018-04-16,2.56148,2.78781,2.79779,2.52807
2018-04-17,2.6069,2.56148,2.71315,2.56134
2018-04-18,2.86356,2.6069,2.89918,2.54982
2018-04-19,3.06815,2.86356,3.65654,2.86356
2018-04-20,3.07189,3.06815,3.18926,2.86986
2018-04-21,2.98772,3.07189,3.38447,2.88417
2018-04-22,3.2693,2.98772,3.34083,2.98763
2018-04-23,3.48367,3.2693,3.64032,3.25431
2018-04-24,3.6,3.48367,3.69014,3.22946
2018-04-25,3.01906,3.6,3.6,2.87417
2018-04-26,3.31612,3.01906,3.39326,3.01906
2018-04-27,3.54261,3.31612,3.54276,3.30851
2018-04-28,3.73635,3.54261,3.88549,3.38125
2018-04-29,3.71989,3.73635,3.97431,3.63053
2018-04-30,3.60404,3.71989,3.98287,3.60151
2018-05-01,3.60222,3.60404,3.73711,3.16694
2018-05-02,3.84704,3.60222,3.84704,3.56355
2018-05-03,3.71813,3.84704,3.84809,3.58601
2018-05-04,3.74051,3.71813,4.9332,3.61359
2018-05-05,3.6013,3.74051,4.79311,3.50716
2018-05-06,3.47215,3.6013,3.9974,2.66964
2018-05-07,3.31969,3.47215,3.5817,3.13375
2018-05-08,3.33387,3.30736,3.39038,3.28364
2018-05-09,3.32815,3.33387,3.36041,2.72384
2018-05-10,3.07222,3.32815,3.32815,3.07222
2018-05-11,3.07359,3.07222,3.20055,2.72086
2018-05-12,3.00301,3.07359,3.78376,2.64171
2018-05-13,3.65127,3.00301,3.78805,3.00301
2018-05-14,3.57165,3.65127,4.16302,3.47847
2018-05-15,3.19309,3.57157,4.06051,3.11589
2018-05-16,3.03361,3.19309,3.9339,3.02204
2018-05-17,2.80078,3.03358,3.17364,2.80074
2018-05-18,3.0487,2.80079,3.09762,2.80035
2018-05-19,3.03666,3.0487,3.15076,3.01329
2018-05-20,3.03763,3.03666,3.18207,2.94356
2018-05-21,2.92279,3.03763,3.21422,2.89854
2018-05-22,2.78338,2.92279,2.92288,2.78338
2018-05-23,2.44997,2.71647,2.73,2.35626
2018-05-24,2.45312,2.44997,2.54505,2.2951
2018-05-25,2.41493,2.45312,2.49053,2.40776
2018-05-26,2.5362,2.41493,2.5362,2.39304
2018-05-27,2.33722,2.5362,2.5362,2.32807
2018-05-28,2.23578,2.33722,2.38987,2.15239
2018-05-29,2.35928,2.23578,2.40676,2.17283
2018-05-30,2.37759,2.35253,2.46696,2.33848
2018-05-31,2.48835,2.37759,2.65201,2.00177
2018-06-01,2.42689,2.41123,3.18269,2.36336
2018-06-02,2.53445,2.42693,2.65822,2.40521
2018-06-03,2.65395,2.53469,2.65395,2.5055
2018-06-04,2.47375,2.65411,2.65452,2.36167
2018-06-05,2.44625,2.47371,2.58002,2.3
2018-06-06,2.34716,2.44625,2.52128,2.33821
2018-06-07,2.41303,2.42137,2.42402,2.34442
2018-06-08,2.30835,2.41244,2.41487,2.1139
2018-06-09,2.33,2.33722,2.33852,2.3007
2018-06-10,1.86249,2.33003,2.33003,1.78399
2018-06-11,1.82824,1.86246,1.94884,1.41736
2018-06-12,1.56802,1.82823,1.90279,1.55241
2018-06-13,1.59372,1.56768,1.85339,1.55158
2018-06-14,1.69375,1.59372,1.69375,1.58361
2018-06-15,1.65317,1.74145,1.75113,1.65317
2018-06-16,1.59911,1.65325,1.72168,1.51883
2018-06-17,1.62358,1.59911,1.62358,1.59911
2018-06-18,1.59384,1.62311,1.62882,1.54448
2018-06-19,1.5677,1.59384,1.61478,1.55431
2018-06-20,1.57298,1.54594,1.73307,1.43899
2018-06-21,1.64749,1.57563,1.64821,1.49683
2018-06-22,1.39512,1.64744,1.67161,1.35662
2018-06-23,1.39954,1.39512,1.45349,1.33392
2018-06-24,1.30282,1.39948,1.39948,1.26674
2018-06-25,1.37706,1.30282,1.37716,1.29528
2018-06-26,1.25595,1.35567,1.39795,1.25595
2018-06-27,1.25857,1.25595,1.25857,1.19303
2018-06-28,1.2151,1.25857,1.3198,1.2151
2018-06-29,1.15869,1.21506,1.21506,1.12574
2018-06-30,1.32294,1.20498,1.34396,1.19922
2018-07-01,1.37608,1.32294,1.51824,1.32294
2018-07-02,1.54324,1.37608,1.54403,1.35443
2018-07-03,1.50526,1.54324,1.59862,1.50526
2018-07-04,1.59614,1.50526,1.63109,1.50526
2018-07-05,1.49562,1.59614,1.60148,1.47372
2018-07-06,1.59903,1.49562,1.63085,1.43595
2018-07-07,1.52,1.59903,1.59903,1.5182
2018-07-08,1.59292,1.52,1.59451,1.52
2018-07-09,1.58117,1.59292,1.68973,1.56289
2018-07-10,1.47122,1.58117,1.58967,1.40077
2018-07-11,1.28933,1.47122,1.47122,1.28863
2018-07-12,1.33866,1.28933,1.34683,1.23203
2018-07-13,1.22681,1.33866,1.60757,1.21055
2018-07-14,1.2788,1.22681,1.2816,1.22681
2018-07-15,1.28253,1.2788,1.28337,1.21373
2018-07-16,1.47527,1.28253,1.59956,1.28132
2018-07-17,1.50607,1.47527,1.5328,1.35943
2018-07-18,1.54229,1.50607,1.78757,1.50329
2018-07-19,1.47677,1.54229,1.54229,1.4767
2018-07-20,1.32455,1.47677,1.47728,1.32455
2018-07-21,1.32345,1.32455,1.32751,1.30622
2018-07-22,1.32488,1.32345,1.34337,1.31534
2018-07-23,1.36157,1.32488,1.36823,1.21255
2018-07-24,1.26765,1.36157,1.36157,1.12683
2018-07-25,1.33902,1.26765,1.36321,1.18183
2018-07-26,1.17989,1.33902,1.40328,1.17989
2018-07-27,1.21542,1.17989,1.35186,1.17985
2018-07-28,1.255,1.21542,1.25936,1.21542
2018-07-29,1.24158,1.255,1.26634,1.18191
2018-07-30,1.18323,1.24158,1.26442,1.18283
2018-07-31,0.99881,1.18323,1.18323,0.99881
2018-08-01,0.97485,0.99881,1.04627,0.80205
2018-08-02,0.91339,0.97485,1.04408,0.8029
2018-08-03,0.94014,0.91339,1.0462,0.8785
2018-08-04,0.88058,0.94014,0.94228,0.88058
2018-08-05,0.86,0.88058,0.89028,0.86
2018-08-06,0.878,0.86,0.9096,0.86
2018-08-07,0.83483,0.878,0.894,0.83483
2018-08-08,0.8,0.83483,0.84129,0.77743
2018-08-09,0.87782,0.8,0.87782,0.75367
2018-08-10,0.77245,0.87782,0.95192,0.73031
2018-08-11,0.72236,0.77245,0.77245,0.70093
2018-08-12,0.73475,0.72236,0.74726,0.72236
2018-08-13,0.66903,0.73475,0.76735,0.66903
2018-08-14,0.56011,0.66903,0.66903,0.52462
2018-08-15,0.58536,0.56011,0.60211,0.56011
2018-08-16,0.61248,0.58536,0.6395,0.58425
2018-08-17,0.74646,0.61248,0.74646,0.61248
2018-08-18,0.66173,0.74646,0.76398,0.66173
2018-08-19,0.68425,0.66173,0.68462,0.65456
2018-08-20,0.65606,0.68425,0.76443,0.65606
2018-08-21,0.64595,0.65606,0.66572,0.63822
2018-08-22,0.6318,0.64595,0.74917,0.6302
2018-08-23,0.72418,0.6318,0.72418,0.63074
2018-08-24,0.76403,0.72418,0.79674,0.72418
2018-08-25,0.83614,0.76403,0.83668,0.76403
2018-08-26,0.84448,0.83614,0.84448,0.80667
2018-08-27,0.88525,0.84448,0.88525,0.84448
2018-08-28,0.93715,0.88525,0.93718,0.88525
2018-08-29,0.93394,0.93715,0.93748,0.90235
2018-08-30,0.86992,0.93394,0.99786,0.84976
2018-08-31,0.9113,0.86992,0.9113,0.86992
2018-09-01,0.9304,0.9113,0.99697,0.86592
2018-09-02,0.91138,0.9304,0.9431,0.90283
2018-09-03,0.83924,0.91138,0.91138,0.76737
2018-09-04,0.88315,0.83924,0.89924,0.83924
2018-09-05,0.7366,0.88315,0.9,0.72014
2018-09-06,0.67162,0.7366,0.7366,0.64576
2018-09-07,0.691,0.67162,0.69804,0.6536
2018-09-08,0.61816,0.691,0.7103,0.61816
2018-09-09,0.6278,0.61816,0.67873,0.6114
2018-09-10,0.60726,0.6278,0.63349,0.60724
2018-09-11,0.61682,0.60726,0.62699,0.60726
2018-09-12,0.56431,0.61682,0.61688,0.56431
2018-09-13,0.63219,0.56431,0.63546,0.56431
2018-09-14,0.68969,0.63219,0.7172,0.53166
2018-09-15,0.664,0.68969,0.68969,0.65346
2018-09-16,0.72211,0.664,0.75932,0.6637
2018-09-17,0.64442,0.72211,0.72211,0.64442
2018-09-18,0.66735,0.64442,0.66965,0.62969
2018-09-19,0.63274,0.66735,0.66744,0.62822
2018-09-20,0.70068,0.63274,0.70068,0.63274
2018-09-21,0.72572,0.70068,0.77575,0.70068
2018-09-22,0.722,0.72572,0.729,0.722
2018-09-23,0.72423,0.722,0.77695,0.722
2018-09-24,0.74715,0.72423,0.7559,0.72073
2018-09-25,0.6757,0.74715,0.74715,0.67085
2018-09-26,0.70577,0.6757,0.70577,0.6444
2018-09-27,0.75098,0.70577,0.75101,0.69414
2018-09-28,0.70704,0.75098,0.91714,0.70558
2018-09-29,0.75553,0.70704,0.75553,0.67942
2018-09-30,0.71878,0.75553,0.76208,0.71878
2018-10-01,0.72513,0.69821,0.75098,0.69821
2018-10-02,0.74278,0.72513,0.74278,0.7193
2018-10-03,0.69263,0.74278,0.74278,0.69066
2018-10-04,0.70186,0.69263,0.70777,0.69263
2018-10-05,0.70112,0.70186,0.70787,0.67955
2018-10-06,0.69779,0.70112,0.70203,0.69061
2018-10-07,0.76695,0.69779,0.76695,0.69779
2018-10-08,0.73,0.76695,0.7671,0.7296
2018-10-09,0.7575,0.73,0.763,0.72989
2018-10-10,0.76728,0.7575,0.78655,0.73032
2018-10-11,0.68037,0.76728,0.79642,0.67729
2018-10-12,0.69234,0.68037,0.70675,0.66661
2018-10-13,0.71439,0.69234,0.71439,0.6816
2018-10-14,0.70142,0.71439,0.7213,0.70142
2018-10-15,0.74444,0.70142,0.81323,0.70142
2018-10-16,0.78437,0.74444,0.78437,0.744
2018-10-17,0.80754,0.78437,0.83064,0.77091
2018-10-18,0.75877,0.80754,0.81835,0.75877
2018-10-19,0.75161,0.75877,0.80345,0.74922
2018-10-20,0.79299,0.75161,0.79299,0.75021
2018-10-21,0.77638,0.79299,0.8266,0.5945
2018-10-22,0.78611,0.77638,0.78777,0.75813
2018-10-23,0.7792,0.78611,0.78611,0.76582
2018-10-24,0.82938,0.7792,0.82938,0.77919
2018-10-25,0.82115,0.82938,0.87201,0.82087
2018-10-26,0.81486,0.82115,0.82316,0.78549
2018-10-27,0.7865,0.81486,0.81488,0.7865
2018-10-28,0.7898,0.7865,0.7898,0.77519
2018-10-29,0.7789,0.7898,0.8151,0.76416
2018-10-30,0.80192,0.7789,0.81896,0.7683
2018-10-31,0.80548,0.80192,0.80548,0.78261
2018-11-01,0.8086,0.80549,0.81258,0.80549
2018-11-02,0.82639,0.8086,0.82659,0.80311
2018-11-03,0.79961,0.82639,0.82729,0.79674
2018-11-04,0.81968,0.79961,0.82166,0.79823
2018-11-05,0.7734,0.81968,0.81968,0.7734
2018-11-06,0.76817,0.7734,0.77924,0.75561
2018-11-07,0.7689,0.76817,0.7797,0.76816
2018-11-08,0.77151,0.7689,0.77312,0.75812
2018-11-09,0.73437,0.77151,0.77151,0.7185
2018-11-10,0.74464,0.73437,0.74464,0.73283
2018-11-11,0.71492,0.74464,0.74464,0.70705
2018-11-12,0.7326,0.71492,0.7326,0.71157
2018-11-13,0.68716,0.7326,0.7326,0.67915
2018-11-14,0.60445,0.68716,0.69533,0.575
2018-11-15,0.52134,0.60445,0.60445,0.46199
2018-11-16,0.5085,0.52134,0.52969,0.5085
2018-11-17,0.4904,0.5085,0.5085,0.4874
2018-11-18,0.5091,0.4904,0.545,0.4904
2018-11-19,0.39801,0.5091,0.5102,0.39391
2018-11-20,0.39925,0.39801,0.43296,0.3407
2018-11-21,0.42859,0.39925,0.4931,0.36244
2018-11-22,0.486,0.42859,0.52061,0.4261
2018-11-23,0.4589,0.486,0.4961,0.44
2018-11-24,0.3791,0.4589,0.4623,0.3325
2018-11-25,0.4254,0.3791,0.4303,0.33909
2018-11-26,0.3704,0.4254,0.4254,0.3669
2018-11-27,0.40531,0.3704,0.40551,0.36592
2018-11-28,0.4313,0.40531,0.4395,0.39962
2018-11-29,0.4174,0.4313,0.4441,0.4139
2018-11-30,0.39355,0.4174,0.4247,0.3789
2018-12-01,0.43285,0.39355,0.43351,0.39355
2018-12-02,0.41763,0.43285,0.43285,0.40995
2018-12-03,0.40554,0.41763,0.41763,0.37356
2018-12-04,0.42288,0.40554,0.51469,0.3944
2018-12-05,0.37545,0.42288,0.42288,0.37545
2018-12-06,0.34261,0.37545,0.39789,0.33779
2018-12-07,0.34976,0.34261,0.35536,0.301
2018-12-08,0.31546,0.34976,0.37122,0.30674
2018-12-09,0.34212,0.31546,0.34506,0.31546
2018-12-10,0.32211,0.34212,0.34212,0.32211
2018-12-11,0.30491,0.32211,0.32211,0.29281
2018-12-12,0.3047,0.29747,0.30818,0.29361
2018-12-13,0.30522,0.3047,0.3164,0.30073
2018-12-14,0.30181,0.30522,0.31057,0.29972
2018-12-15,0.3054,0.30181,0.30757,0.29793
2018-12-16,0.3067,0.3054,0.3106,0.3036
2018-12-17,0.34381,0.3067,0.3506,0.3067
2018-12-18,0.344,0.34381,0.3467,0.31925
2018-12-19,0.36944,0.344,0.37817,0.344
2018-12-20,0.40121,0.36944,0.42957,0.36685
2018-12-21,0.37864,0.40121,0.40639,0.36448
2018-12-22,0.39562,0.37864,0.4018,0.37864
2018-12-23,0.41391,0.39562,0.41425,0.39562
2018-12-24,0.4233,0.41391,0.45165,0.41391
2018-12-25,0.37227,0.4233,0.42331,0.36133
2018-12-26,0.3766,0.37227,0.3838,0.36777
2018-12-27,0.35581,0.3766,0.3786,0.35332
2018-12-28,0.3881,0.35581,0.3968,0.35576
2018-12-29,0.3849,0.3881,0.4243,0.3849
2018-12-30,0.4053,0.3849,0.41,0.3849
2018-12-31,0.3813,0.4053,0.4053,0.3813
2019-01-01,0.3873,0.3813,0.3873,0.3782
2019-01-02,0.4074,0.3873,0.408,0.386
2019-01-03,0.40066,0.4074,0.4079,0.39504
2019-01-04,0.47123,0.40066,0.52562,0.40066
2019-01-05,0.48615,0.47123,0.49806,0.44074
2019-01-06,0.47817,0.48615,0.48615,0.43532
2019-01-07,0.4457,0.47817,0.47817,0.4414
2019-01-08,0.44506,0.4457,0.44693,0.43481
2019-01-09,0.46399,0.44506,0.46399,0.44467
2019-01-10,0.40618,0.46399,0.4822,0.40566
2019-01-11,0.3993,0.40618,0.41213,0.39476
2019-01-12,0.3849,0.3993,0.3993,0.3799
2019-01-13,0.3565,0.3849,0.3861,0.3565
2019-01-14,0.3873,0.3565,0.39,0.3565
2019-01-15,0.3672,0.3873,0.3906,0.3628
2019-01-16,0.3855,0.3672,0.3916,0.3672
2019-01-17,0.3978,0.3855,0.5376,0.3855
2019-01-18,0.4109,0.3978,0.5318,0.3957
2019-01-19,0.4286,0.4109,0.4367,0.4093
2019-01-20,0.3951,0.42859,0.43199,0.3857
2019-01-21,0.3979,0.3951,0.4018,0.391
2019-01-22,0.4008,0.3979,0.4047,0.3752
2019-01-23,0.3924,0.4008,0.406,0.3912
2019-01-24,0.4105,0.3924,0.4106,0.3915
2019-01-25,0.4041,0.4105,0.4249,0.4031
2019-01-26,0.3978,0.4041,0.4059,0.3978
2019-01-27,0.4245,0.3978,0.4254,0.3968
2019-01-28,0.3887,0.4245,0.4567,0.382
2019-01-29,0.3892,0.3887,0.3926,0.3739
2019-01-30,0.402,0.3892,0.4078,0.3877
2019-01-31,0.3749,0.402,0.4026,0.3747
2019-02-01,0.3892,0.3749,0.3896,0.3709
2019-02-02,0.3922,0.3892,0.3932,0.378
2019-02-03,0.3961,0.3922,0.3968,0.3916
2019-02-04,0.3796,0.3961,0.3975,0.3654
2019-02-05,0.3654,0.3796,0.3816,0.3653
2019-02-06,0.3468,0.3654,0.3658,0.3463
2019-02-07,0.3492,0.3468,0.3598,0.3461
2019-02-08,0.4903,0.3492,0.5624,0.347
2019-02-09,0.4148,0.4903,0.4903,0.408
2019-02-10,0.5891,0.4148,0.86,0.408
2019-02-11,0.5281,0.5891,0.5916,0.5058
2019-02-12,0.5006,0.5281,0.5281,0.49
2019-02-13,0.5158,0.5006,0.57,0.4904
2019-02-14,0.4966,0.5158,0.5184,0.4891
2019-02-15,0.4851,0.4966,0.4967,0.475
2019-02-16,0.4743,0.4851,0.4851,0.4589
2019-02-17,0.6199,0.4743,0.899,0.4726
2019-02-18,0.6754,0.6199,0.8528,0.52
2019-02-19,0.6388,0.6754,0.6754,0.6052
2019-02-20,0.6485,0.6388,0.7,0.6161
2019-02-21,0.6169,0.6485,0.6485,0.6058
2019-02-22,0.6381,0.6169,0.6451,0.6095
2019-02-23,0.6375,0.6381,0.6676,0.6137
2019-02-24,0.5664,0.6375,0.6999,0.5537
2019-02-25,0.556,0.5664,0.5664,0.5413
2019-02-26,0.5634,0.556,0.5978,0.5402
2019-02-27,0.5739,0.5634,0.6327,0.551
2019-02-28,0.5687,0.5739,0.5938,0.5467
2019-03-01,0.5748,0.5687,0.5832,0.5678
2019-03-02,0.5702,0.5748,0.5748,0.5567
2019-03-03,0.5673,0.5702,0.5765,0.5624
2019-03-04,0.5251,0.5673,0.5673,0.5203
2019-03-05,0.5594,0.5251,0.5666,0.5251
2019-03-06,0.5515,0.5594,0.5744,0.5346
2019-03-07,0.5711,0.5515,0.5785,0.538
2019-03-08,0.5528,0.5711,0.5711,0.5387
2019-03-09,0.5746,0.5528,0.6193,0.5477
2019-03-10,0.6079,0.5746,0.6245,0.5672
2019-03-11,0.6274,0.6079,0.7885,0.5558
2019-03-12,0.606,0.6274,0.659,0.5748
2019-03-13,0.644,0.606,0.676,0.606
2019-03-14,0.662,0.644,0.706,0.64
2019-03-15,0.675,0.662,0.682,0.653
2019-03-16,0.649,0.675,0.682,0.644
2019-03-17,0.633,0.649,0.661,0.633
2019-03-18,0.629,0.633,0.636,0.623
2019-03-19,0.626,0.629,0.629,0.617
2019-03-20,0.634,0.626,0.634,0.611
2019-03-21,0.609,0.634,0.658,0.596
2019-03-22,0.631,0.609,0.666,0.609
2019-03-23,0.624,0.631,0.631,0.624
2019-03-24,0.626,0.624,0.644,0.62
2019-03-25,0.597,0.626,0.627,0.597
2019-03-26,0.625,0.597,0.625,0.592
2019-03-27,0.656,0.625,0.789,0.625
2019-03-28,0.695,0.656,0.739,0.654
2019-03-29,0.668,0.695,0.695,0.66
2019-03-30,0.694,0.668,0.697,0.645
2019-03-31,0.716,0.694,0.746,0.667
2019-04-01,0.684,0.701,0.711,0.684
2019-04-02,0.717,0.684,0.729,0.681
2019-04-03,0.675,0.717,0.76,0.66
2019-04-04,0.668,0.675,0.722,0.668
2019-04-05,0.695,0.668,0.711,0.668
2019-04-06,0.686,0.695,0.704,0.672
2019-04-07,0.682,0.686,0.715,0.68
2019-04-08,0.665,0.682,0.699,0.642
2019-04-09,0.675,0.665,0.675,0.63
2019-04-10,0.661,0.675,0.697,0.649
2019-04-11,0.626,0.661,0.661,0.561
2019-04-12,0.615,0.626,0.626,0.581
2019-04-13,0.642,0.615,0.642,0.597
2019-04-14,0.664,0.642,0.668,0.623
2019-04-15,0.61,0.664,0.68,0.608
2019-04-16,0.627,0.61,0.649,0.61
2019-04-17,0.635,0.627,0.651,0.627
2019-04-18,0.634,0.635,0.66,0.633
2019-04-19,0.641,0.634,0.645,0.62
2019-04-20,0.624,0.641,0.647,0.624
2019-04-21,0.59,0.624,0.628,0.564
2019-04-22,0.594,0.59,0.6,0.59
2019-04-23,0.568,0.594,0.596,0.565
2019-04-24,0.54,0.568,0.568,0.508
2019-04-25,0.514,0.54,0.636,0.514
2019-04-26,0.497,0.514,0.514,0.497
2019-04-27,0.519,0.497,0.519,0.49
2019-04-28,0.506,0.519,0.53,0.506
2019-04-29,0.463,0.506,0.52,0.463
2019-04-30,0.483,0.463,0.483,0.457
2019-05-01,0.47,0.483,0.487,0.468
2019-05-02,0.485,0.47,0.485,0.465
2019-05-03,0.491,0.485,0.5,0.483
2019-05-04,0.466,0.491,0.5,0.454
2019-05-05,0.478,0.466,0.491,0.466
2019-05-06,0.495,0.478,0.509,0.459
2019-05-07,0.46,0.495,0.514,0.46
2019-05-08,0.475,0.46,0.516,0.451
2019-05-09,0.429,0.475,0.487,0.421
2019-05-10,0.45,0.429,0.465,0.42
2019-05-11,0.503,0.45,0.573,0.445
2019-05-12,0.521,0.503,0.521,0.488
2019-05-13,0.54,0.521,0.564,0.512
2019-05-14,0.576,0.54,0.64,0.529
2019-05-15,0.621,0.576,0.64,0.573
2019-05-16,0.613,0.621,0.706,0.593
