TIMESTAMP,EMC29281_OPEN_PRICE_USD,EMC29281_HIGH_PRICE_USD,EMC29281_LOW_PRICE_USD,EMC29281_CLOSE_PRICE_USD,EMC29281_VOLUME_USD,EMC29281_DIVIDENDS_USD,EMC29281_STOCK_SPLITS_USD
2024-02-05 00:00:00+00:00,1.215245008468628,1.2156929969787598,1.1093289852142334,1.1321120262145996,215088,0.0,0.0
2024-02-06 00:00:00+00:00,1.1321120262145996,1.2093729972839355,1.071895956993103,1.2010530233383179,287253,0.0,0.0
2024-02-07 00:00:00+00:00,1.2010530233383179,1.2010530233383179,1.1433700323104858,1.1807600259780884,111791,0.0,0.0
2024-02-08 00:00:00+00:00,1.1812490224838257,1.2789150476455688,1.1668720245361328,1.166875958442688,503894,0.0,0.0
2024-02-09 00:00:00+00:00,1.166875958442688,1.2943249940872192,1.1265469789505005,1.2943249940872192,493201,0.0,0.0
2024-02-10 00:00:00+00:00,1.2943249940872192,1.5310909748077393,1.2941440343856812,1.5138609409332275,734165,0.0,0.0
2024-02-11 00:00:00+00:00,1.5138609409332275,1.6304980516433716,1.513856053352356,1.5687079429626465,796018,0.0,0.0
2024-02-12 00:00:00+00:00,1.5687079429626465,1.5909349918365479,1.4063570499420166,1.5909349918365479,612337,0.0,0.0
2024-02-13 00:00:00+00:00,1.5909349918365479,1.6672589778900146,1.583503007888794,1.657716989517212,537289,0.0,0.0
2024-02-14 00:00:00+00:00,1.657716989517212,1.7120260000228882,1.603134036064148,1.6128950119018555,761605,0.0,0.0
2024-02-15 00:00:00+00:00,1.6128950119018555,1.620216965675354,1.2870429754257202,1.5336899757385254,619513,0.0,0.0
2024-02-16 00:00:00+00:00,1.5336899757385254,1.7952779531478882,1.5336899757385254,1.7952779531478882,772167,0.0,0.0
2024-02-17 00:00:00+00:00,1.7952779531478882,1.8657549619674683,1.7479130029678345,1.8649259805679321,800799,0.0,0.0
2024-02-18 00:00:00+00:00,1.8649259805679321,2.0061540603637695,1.7548810243606567,2.0061540603637695,1397295,0.0,0.0
2024-02-19 00:00:00+00:00,2.0061540603637695,2.0569839477539062,1.9041099548339844,2.0127789974212646,1062787,0.0,0.0
2024-02-20 00:00:00+00:00,2.0131819248199463,2.0138189792633057,1.8012290000915527,1.8216630220413208,886400,0.0,0.0
2024-02-21 00:00:00+00:00,1.8216630220413208,2.0091259479522705,1.744752049446106,2.005250930786133,774707,0.0,0.0
2024-02-22 00:00:00+00:00,2.005250930786133,2.1138761043548584,1.7737239599227905,2.113874912261963,1578812,0.0,0.0
2024-02-23 00:00:00+00:00,2.1142680644989014,2.1625540256500244,1.748000979423523,1.8265520334243774,1278849,0.0,0.0
