TIMESTAMP,NAKA_OPEN_PRICE_USD,NAKA_HIGH_PRICE_USD,NAKA_LOW_PRICE_USD,NAKA_CLOSE_PRICE_USD,NAKA_VOLUME_USD,NAKA_DIVIDENDS_USD,NAKA_STOCK_SPLITS_USD
2021-10-15 00:00:00+00:00,0.0,7.00098180770874,0.0,1.5665110349655151,19009858,0.0,0.0
2021-10-16 00:00:00+00:00,1.5640159845352173,1.925840973854065,1.2677550315856934,1.8012700080871582,11653888,0.0,0.0
2021-10-17 00:00:00+00:00,1.7906290292739868,2.154654026031494,1.5395870208740234,1.6652170419692993,8979041,0.0,0.0
2021-10-18 00:00:00+00:00,1.6784989833831787,1.8756730556488037,1.5218839645385742,1.6115649938583374,5388498,0.0,0.0
2021-10-19 00:00:00+00:00,1.610440969467163,1.6911200284957886,1.165794014930725,1.3733090162277222,8220952,0.0,0.0
2021-10-20 00:00:00+00:00,1.3644829988479614,1.4094150066375732,1.1655479669570923,1.386260986328125,6424434,0.0,0.0
2021-10-21 00:00:00+00:00,1.3798270225524902,1.408493995666504,1.1781389713287354,1.2396520376205444,3747359,0.0,0.0
2021-10-22 00:00:00+00:00,1.2398500442504883,1.3404979705810547,1.1956989765167236,1.2393380403518677,3440854,0.0,0.0
2021-10-23 00:00:00+00:00,1.2428120374679565,1.3937779664993286,1.1964290142059326,1.3398710489273071,3953252,0.0,0.0
2021-10-24 00:00:00+00:00,1.3406189680099487,1.4313950538635254,1.247920036315918,1.3624160289764404,3617966,0.0,0.0
2021-10-25 00:00:00+00:00,1.3600720167160034,1.3600720167160034,1.2287729978561401,1.3328349590301514,3212203,0.0,0.0
2021-10-26 00:00:00+00:00,1.3444269895553589,1.9802279472351074,1.2399770021438599,1.9010790586471558,13439177,0.0,0.0
2021-10-27 00:00:00+00:00,1.9010579586029053,2.8354849815368652,1.752689003944397,2.5042200088500977,29165383,0.0,0.0
2021-10-28 00:00:00+00:00,2.5009500980377197,2.97029709815979,1.921586036682129,2.88816499710083,20108674,0.0,0.0
