TIMESTAMP,COMP5692_OPEN_PRICE_USD,COMP5692_HIGH_PRICE_USD,COMP5692_LOW_PRICE_USD,COMP5692_CLOSE_PRICE_USD,COMP5692_VOLUME_USD,COMP5692_DIVIDENDS_USD,COMP5692_STOCK_SPLITS_USD
2020-06-17 00:00:00+00:00,93.26629638671875,113.04106140136719,61.59331512451172,64.6356430053711,175376,0.0,0.0
2020-06-18 00:00:00+00:00,64.26702880859375,176.5947265625,61.271270751953125,148.66978454589844,1443325,0.0,0.0
2020-06-19 00:00:00+00:00,143.39340209960938,241.83763122558594,143.39340209960938,224.5452117919922,2524624,0.0,0.0
2020-06-20 00:00:00+00:00,224.6693115234375,264.1100158691406,197.41085815429688,258.91162109375,2030189,0.0,0.0
2020-06-21 00:00:00+00:00,258.860595703125,381.88726806640625,258.860595703125,337.0470275878906,5231225,0.0,0.0
2020-06-22 00:00:00+00:00,335.8168640136719,340.7821350097656,233.37142944335938,280.3838195800781,3874898,0.0,0.0
2020-06-23 00:00:00+00:00,279.4628601074219,351.649658203125,231.26197814941406,244.30712890625,14270537,0.0,0.0
2020-06-24 00:00:00+00:00,243.23377990722656,245.62013244628906,192.53921508789062,209.8185577392578,12471939,0.0,0.0
2020-06-25 00:00:00+00:00,207.77049255371094,245.4832763671875,201.95599365234375,230.97286987304688,29865095,0.0,0.0
2020-06-26 00:00:00+00:00,227.7590789794922,267.0747375488281,227.6425323486328,261.4125061035156,27085665,0.0,0.0
2020-06-27 00:00:00+00:00,261.4320373535156,262.95404052734375,228.16627502441406,231.86026000976562,17059562,0.0,0.0
2020-06-28 00:00:00+00:00,231.86026000976562,251.28355407714844,228.3303985595703,243.8852996826172,12412915,0.0,0.0
2020-06-29 00:00:00+00:00,243.8852996826172,245.17092895507812,231.70083618164062,233.120849609375,67858922,0.0,0.0
2020-06-30 00:00:00+00:00,232.53477478027344,245.1434783935547,215.22402954101562,216.81753540039062,132851148,0.0,0.0
2020-07-01 00:00:00+00:00,217.65789794921875,219.31715393066406,195.8898468017578,196.17919921875,164479766,0.0,0.0
2020-07-02 00:00:00+00:00,196.02085876464844,197.70086669921875,176.2315673828125,177.27212524414062,231016434,0.0,0.0
2020-07-03 00:00:00+00:00,177.31959533691406,182.23838806152344,176.0426788330078,177.03492736816406,121075952,0.0,0.0
2020-07-04 00:00:00+00:00,176.94822692871094,190.88412475585938,164.20785522460938,180.41842651367188,35742627,0.0,0.0
2020-07-05 00:00:00+00:00,180.34352111816406,214.1553497314453,177.9912567138672,207.32362365722656,160800981,0.0,0.0
2020-07-06 00:00:00+00:00,206.84011840820312,206.84011840820312,190.5557403564453,194.81378173828125,54385801,0.0,0.0
2020-07-07 00:00:00+00:00,194.9156036376953,194.9156036376953,185.18490600585938,186.15122985839844,154696110,0.0,0.0
2020-07-08 00:00:00+00:00,186.15122985839844,187.87008666992188,181.63607788085938,184.58399963378906,74382380,0.0,0.0
2020-07-09 00:00:00+00:00,184.45989990234375,187.9869384765625,177.11627197265625,180.53785705566406,66264297,0.0,0.0
