TIMESTAMP,PART_OPEN_PRICE_USD,PART_HIGH_PRICE_USD,PART_LOW_PRICE_USD,PART_CLOSE_PRICE_USD,PART_VOLUME_USD,PART_DIVIDENDS_USD,PART_STOCK_SPLITS_USD
2017-11-09 00:00:00+00:00,9.011810302734375,10.31190013885498,8.795780181884766,9.675829887390137,460262,0.0,0.0
2017-11-10 00:00:00+00:00,9.70341968536377,10.144599914550781,7.7430500984191895,8.125960350036621,473936,0.0,0.0
2017-11-11 00:00:00+00:00,8.097949981689453,8.894840240478516,7.252810001373291,7.537759780883789,229853,0.0,0.0
2017-11-12 00:00:00+00:00,7.520890235900879,7.625040054321289,6.386380195617676,7.043019771575928,130657,0.0,0.0
2017-11-13 00:00:00+00:00,7.0454301834106445,8.041060447692871,6.922299861907959,7.306290149688721,220659,0.0,0.0
2017-11-14 00:00:00+00:00,7.322840213775635,8.775989532470703,7.0849199295043945,8.475359916687012,900242,0.0,0.0
2017-11-15 00:00:00+00:00,8.522769927978516,9.06149959564209,8.08218002319336,8.266289710998535,351664,0.0,0.0
2017-11-16 00:00:00+00:00,8.312689781188965,9.921110153198242,8.10657024383545,9.457619667053223,399060,0.0,0.0
2017-11-17 00:00:00+00:00,9.441740036010742,9.811539649963379,8.74431037902832,8.922510147094727,149509,0.0,0.0
2017-11-18 00:00:00+00:00,8.888569831848145,8.98567008972168,8.504910469055176,8.842780113220215,98204,0.0,0.0
2017-11-19 00:00:00+00:00,8.826339721679688,8.873140335083008,8.39645004272461,8.673469543457031,102813,0.0,0.0
2017-11-20 00:00:00+00:00,8.669150352478027,9.0343599319458,8.358830451965332,8.490559577941895,136727,0.0,0.0
2017-11-21 00:00:00+00:00,8.492300033569336,8.653169631958008,7.995560169219971,8.10863971710205,152537,0.0,0.0
2017-11-22 00:00:00+00:00,8.118379592895508,8.90073013305664,8.094579696655273,8.473660469055176,158943,0.0,0.0
2017-11-23 00:00:00+00:00,8.471190452575684,8.512700080871582,8.128089904785156,8.212050437927246,86304,0.0,0.0
2017-11-24 00:00:00+00:00,8.109709739685059,8.501350402832031,7.95688009262085,8.477230072021484,114786,0.0,0.0
