TIMESTAMP,BVM_OPEN_PRICE_USD,BVM_HIGH_PRICE_USD,BVM_LOW_PRICE_USD,BVM_CLOSE_PRICE_USD,BVM_VOLUME_USD,BVM_DIVIDENDS_USD,BVM_STOCK_SPLITS_USD
2023-08-21 00:00:00+00:00,0.7259060144424438,0.7366189956665039,0.5451430082321167,0.6221749782562256,120168,0.0,0.0
2023-08-22 00:00:00+00:00,0.6211689710617065,0.696711003780365,0.5551699995994568,0.6933789849281311,72060,0.0,0.0
2023-08-23 00:00:00+00:00,0.6933979988098145,0.6939830183982849,0.5778669714927673,0.62260502576828,75155,0.0,0.0
2023-08-24 00:00:00+00:00,0.6223639845848083,0.7275500297546387,0.575115978717804,0.6983619928359985,67758,0.0,0.0
2023-08-25 00:00:00+00:00,0.6987760066986084,0.7021719813346863,0.552353024482727,0.5526919960975647,43615,0.0,0.0
2023-08-26 00:00:00+00:00,0.5527009963989258,0.5527949929237366,0.4977070093154907,0.4977070093154907,25803,0.0,0.0
2023-08-27 00:00:00+00:00,0.49770599603652954,0.5046510100364685,0.48789098858833313,0.48789098858833313,13647,0.0,0.0
2023-08-28 00:00:00+00:00,0.48789098858833313,0.49574699997901917,0.42314499616622925,0.4231730103492737,25239,0.0,0.0
2023-08-29 00:00:00+00:00,0.42318201065063477,0.49720698595046997,0.41584500670433044,0.44710299372673035,42269,0.0,0.0
2023-08-30 00:00:00+00:00,0.44710299372673035,0.44710299372673035,0.3363730013370514,0.3445900082588196,47347,0.0,0.0
2023-08-31 00:00:00+00:00,0.3445970118045807,0.3446139991283417,0.24327999353408813,0.24723799526691437,36813,0.0,0.0
2023-09-01 00:00:00+00:00,0.24723799526691437,0.25920701026916504,0.24443399906158447,0.25562700629234314,13782,0.0,0.0
2023-09-02 00:00:00+00:00,0.2556290030479431,0.3142879903316498,0.25526198744773865,0.31152600049972534,34734,0.0,0.0
2023-09-03 00:00:00+00:00,0.31152600049972534,0.31195101141929626,0.27208998799324036,0.2721109986305237,17158,0.0,0.0
2023-09-04 00:00:00+00:00,0.2721109986305237,0.2783679962158203,0.2403549998998642,0.24067600071430206,22503,0.0,0.0
2023-09-05 00:00:00+00:00,0.240680992603302,0.2874619960784912,0.2389809936285019,0.27664199471473694,23266,0.0,0.0
2023-09-06 00:00:00+00:00,0.276636004447937,0.2877660095691681,0.2704089879989624,0.2746730148792267,18497,0.0,0.0
2023-09-07 00:00:00+00:00,0.2746819853782654,0.2747099995613098,0.2600310146808624,0.26354900002479553,9797,0.0,0.0
2023-09-08 00:00:00+00:00,0.26356199383735657,0.2704080045223236,0.2515459954738617,0.2516289949417114,16938,0.0,0.0
2023-09-09 00:00:00+00:00,0.2516320049762726,0.25207599997520447,0.23744100332260132,0.23744499683380127,8302,0.0,0.0
2023-09-10 00:00:00+00:00,0.23744599521160126,0.23744900524616241,0.21575599908828735,0.21575599908828735,11855,0.0,0.0
2023-09-11 00:00:00+00:00,0.21575599908828735,0.21575599908828735,0.18426500260829926,0.1844940036535263,13586,0.0,0.0
2023-09-12 00:00:00+00:00,0.18449099361896515,0.19673199951648712,0.18333199620246887,0.19668300449848175,10938,0.0,0.0
2023-09-13 00:00:00+00:00,0.19667799770832062,0.19971999526023865,0.19127699732780457,0.19435399770736694,15162,0.0,0.0
2023-09-14 00:00:00+00:00,0.19435399770736694,0.19555999338626862,0.18741099536418915,0.18741099536418915,6761,0.0,0.0
2023-09-15 00:00:00+00:00,0.18740800023078918,0.18740999698638916,0.17841500043869019,0.18126200139522552,5571,0.0,0.0
2023-09-16 00:00:00+00:00,0.18126200139522552,0.1817989945411682,0.17597199976444244,0.17597199976444244,3910,0.0,0.0
2023-09-17 00:00:00+00:00,0.17597100138664246,0.17597100138664246,0.16591499745845795,0.16603900492191315,5374,0.0,0.0
2023-09-21 00:00:00+00:00,0.1572519987821579,0.1572519987821579,0.13572299480438232,0.13572299480438232,10231,0.0,0.0
2023-09-22 00:00:00+00:00,0.13571999967098236,0.13655300438404083,0.11260999739170074,0.11275500059127808,12519,0.0,0.0
2023-09-23 00:00:00+00:00,0.11275599896907806,0.1130409985780716,0.10875900089740753,0.10876999795436859,2469,0.0,0.0
2023-09-24 00:00:00+00:00,0.10876999795436859,0.1096699982881546,0.10717300325632095,0.10747800022363663,3424,0.0,0.0
