TIMESTAMP,CMDX_OPEN_PRICE_USD,CMDX_HIGH_PRICE_USD,CMDX_LOW_PRICE_USD,CMDX_CLOSE_PRICE_USD,CMDX_VOLUME_USD,CMDX_DIVIDENDS_USD,CMDX_STOCK_SPLITS_USD
2021-12-13 00:00:00+00:00,1.897454023361206,1.897454023361206,1.8796919584274292,1.8796919584274292,1007518,0.0,0.0
2021-12-14 00:00:00+00:00,1.8809690475463867,1.9468560218811035,1.857774019241333,1.9028929471969604,201978,0.0,0.0
2021-12-15 00:00:00+00:00,1.9042919874191284,1.995519995689392,1.7628920078277588,1.9456310272216797,262774,0.0,0.0
2021-12-16 00:00:00+00:00,1.9443010091781616,2.0522079467773438,1.9372140169143677,1.9515390396118164,352845,0.0,0.0
2021-12-17 00:00:00+00:00,1.952288031578064,2.0895090103149414,1.8849610090255737,2.0746819972991943,704215,0.0,0.0
2021-12-18 00:00:00+00:00,2.0701520442962646,2.3465280532836914,2.041172981262207,2.3404879570007324,732496,0.0,0.0
2021-12-19 00:00:00+00:00,2.3414220809936523,2.447906970977783,2.304861068725586,2.3067069053649902,1025397,0.0,0.0
2021-12-20 00:00:00+00:00,2.307116985321045,2.407658100128174,2.2024340629577637,2.3929550647735596,812773,0.0,0.0
2021-12-21 00:00:00+00:00,2.3942599296569824,2.7223870754241943,2.3942599296569824,2.715167999267578,1490123,0.0,0.0
2021-12-22 00:00:00+00:00,2.7147440910339355,3.2176311016082764,2.701651096343994,3.1139039993286133,1638072,0.0,0.0
2021-12-23 00:00:00+00:00,3.1100339889526367,3.3811960220336914,2.9838690757751465,3.3398330211639404,1617915,0.0,0.0
2021-12-24 00:00:00+00:00,3.3330650329589844,3.5073740482330322,3.267155885696411,3.2827579975128174,1251509,0.0,0.0
2021-12-25 00:00:00+00:00,3.2796719074249268,3.5441460609436035,3.266922950744629,3.5337400436401367,1515273,0.0,0.0
2021-12-26 00:00:00+00:00,3.5345780849456787,3.8784890174865723,3.4419140815734863,3.877933979034424,1503480,0.0,0.0
2021-12-27 00:00:00+00:00,3.877181053161621,4.009420871734619,3.648466110229492,3.6641809940338135,2493047,0.0,0.0
2021-12-28 00:00:00+00:00,3.6616640090942383,3.6628470420837402,3.289320945739746,3.36375093460083,1239287,0.0,0.0
2021-12-29 00:00:00+00:00,3.357530117034912,3.5369648933410645,3.1708641052246094,3.5369648933410645,1172486,0.0,0.0
2021-12-30 00:00:00+00:00,3.530751943588257,3.856950044631958,3.360292911529541,3.7553000450134277,1894478,0.0,0.0
2021-12-31 00:00:00+00:00,3.750277042388916,4.023047924041748,3.6989939212799072,3.936613082885742,1509307,0.0,0.0
2022-01-01 00:00:00+00:00,3.937633991241455,4.514490127563477,3.9314990043640137,4.365202903747559,1606281,0.0,0.0
2022-01-02 00:00:00+00:00,4.364587783813477,4.659469127655029,4.272299766540527,4.53136682510376,1525946,0.0,0.0
2022-01-03 00:00:00+00:00,4.531068801879883,5.085684776306152,4.3906660079956055,5.026451110839844,1987748,0.0,0.0
2022-01-04 00:00:00+00:00,5.019629001617432,5.5905890464782715,4.839593887329102,5.203855037689209,3885614,0.0,0.0
2022-01-05 00:00:00+00:00,5.205102920532227,5.329248905181885,4.502286911010742,4.960958957672119,3013238,0.0,0.0
2022-01-06 00:00:00+00:00,4.960694789886475,5.381929874420166,4.636138916015625,5.328365802764893,1753704,0.0,0.0
2022-01-07 00:00:00+00:00,5.328183174133301,5.968783855438232,5.0865888595581055,5.093313217163086,3740330,0.0,0.0
2022-01-08 00:00:00+00:00,5.094379901885986,5.280099868774414,4.663088798522949,4.947603225708008,1428730,0.0,0.0
2022-01-09 00:00:00+00:00,4.947047233581543,5.279338836669922,4.4359917640686035,4.657668113708496,2057820,0.0,0.0
2022-01-10 00:00:00+00:00,4.65750789642334,5.0896711349487305,4.575063228607178,4.966442108154297,2385917,0.0,0.0
2022-01-11 00:00:00+00:00,4.966516971588135,5.240019798278809,4.84636116027832,5.090235233306885,2533743,0.0,0.0
2022-01-12 00:00:00+00:00,5.09024715423584,5.7942728996276855,5.012273788452148,5.292082786560059,2160778,0.0,0.0
2022-01-13 00:00:00+00:00,5.292074203491211,5.327667236328125,4.931547164916992,4.931547164916992,1899179,0.0,0.0
2022-01-14 00:00:00+00:00,4.931437015533447,5.22108793258667,4.741308212280273,5.175422191619873,1131907,0.0,0.0
2022-01-15 00:00:00+00:00,5.175689220428467,5.501184940338135,5.134761810302734,5.207860946655273,1888166,0.0,0.0
2022-01-16 00:00:00+00:00,5.207602024078369,5.749779224395752,5.126303195953369,5.703114032745361,1975995,0.0,0.0
2022-01-17 00:00:00+00:00,5.703517913818359,5.799560070037842,5.091069221496582,5.203959941864014,2560484,0.0,0.0
2022-01-18 00:00:00+00:00,5.203812122344971,5.290771961212158,4.869181156158447,5.014007091522217,1600615,0.0,0.0
2022-01-19 00:00:00+00:00,5.014091968536377,5.14015007019043,4.748794078826904,4.946220874786377,1940847,0.0,0.0
2022-01-20 00:00:00+00:00,4.946816921234131,5.513640880584717,4.939708232879639,5.03265905380249,1977090,0.0,0.0
2022-01-21 00:00:00+00:00,5.033331871032715,5.156834125518799,4.26412296295166,4.323949813842773,2154844,0.0,0.0
2022-01-22 00:00:00+00:00,4.324979782104492,4.400352954864502,3.5681090354919434,3.723886013031006,1069055,0.0,0.0
2022-01-23 00:00:00+00:00,3.725935935974121,4.21832799911499,3.725935935974121,4.121604919433594,1237130,0.0,0.0
2022-01-24 00:00:00+00:00,4.122920989990234,4.1715240478515625,3.684303045272827,3.9881370067596436,1998125,0.0,0.0
2022-01-25 00:00:00+00:00,3.9876461029052734,4.1199188232421875,3.7225608825683594,3.7726190090179443,2249287,0.0,0.0
2022-01-26 00:00:00+00:00,3.772186040878296,3.777251958847046,3.2651619911193848,3.300168991088867,1646203,0.0,0.0
2022-01-27 00:00:00+00:00,3.299907922744751,3.337460994720459,2.9676780700683594,3.1028659343719482,680945,0.0,0.0
2022-01-28 00:00:00+00:00,3.102468967437744,3.1228020191192627,2.8271169662475586,2.9604530334472656,800526,0.0,0.0
2022-01-29 00:00:00+00:00,2.9605820178985596,3.0681869983673096,2.711678981781006,2.7484030723571777,1273030,0.0,0.0
2022-01-30 00:00:00+00:00,2.7485320568084717,2.841362953186035,2.4997050762176514,2.5685250759124756,665462,0.0,0.0
2022-01-31 00:00:00+00:00,2.568665027618408,2.658452033996582,2.3959949016571045,2.6535959243774414,975212,0.0,0.0
2022-02-01 00:00:00+00:00,2.653259038925171,2.8033618927001953,2.6388540267944336,2.6827809810638428,1921993,0.0,0.0
2022-02-02 00:00:00+00:00,2.682576894760132,2.6840620040893555,2.4271481037139893,2.437001943588257,1777734,0.0,0.0
2022-02-03 00:00:00+00:00,2.4364840984344482,2.5914459228515625,2.375195026397705,2.5691230297088623,1477663,0.0,0.0
2022-02-04 00:00:00+00:00,2.569571018218994,2.687922954559326,2.5069739818573,2.6688499450683594,1460793,0.0,0.0
2022-02-05 00:00:00+00:00,2.6690680980682373,2.7714900970458984,2.616252899169922,2.6596579551696777,1279682,0.0,0.0
2022-02-06 00:00:00+00:00,2.659698963165283,2.724890947341919,2.5703439712524414,2.674062967300415,1868987,0.0,0.0
2022-02-07 00:00:00+00:00,2.6744139194488525,2.8673360347747803,2.6374499797821045,2.7664639949798584,1716727,0.0,0.0
2022-02-08 00:00:00+00:00,2.7670578956604004,2.8113439083099365,2.5201001167297363,2.541171073913574,1720340,0.0,0.0
2022-02-09 00:00:00+00:00,2.5406880378723145,2.6023449897766113,2.491014003753662,2.5290870666503906,1279152,0.0,0.0
2022-02-10 00:00:00+00:00,2.5291409492492676,2.540328025817871,2.377676010131836,2.388679027557373,1073480,0.0,0.0
2022-02-11 00:00:00+00:00,2.3889501094818115,2.4069459438323975,2.1480860710144043,2.151155948638916,1484843,0.0,0.0
2022-02-12 00:00:00+00:00,2.15140700340271,2.2764220237731934,2.1263160705566406,2.19289493560791,1127334,0.0,0.0
2022-02-13 00:00:00+00:00,2.1928980350494385,2.216031074523926,2.0386219024658203,2.043346881866455,1152463,0.0,0.0
2022-02-14 00:00:00+00:00,2.041969060897827,2.103193998336792,1.9959429502487183,2.080936908721924,1423131,0.0,0.0
2022-02-15 00:00:00+00:00,2.08085298538208,2.2004990577697754,2.076230049133301,2.178278923034668,1635076,0.0,0.0
2022-02-16 00:00:00+00:00,2.178591012954712,2.190948963165283,2.0820040702819824,2.1506080627441406,897785,0.0,0.0
2022-02-17 00:00:00+00:00,2.1498289108276367,2.3259479999542236,2.1010029315948486,2.143263101577759,1223302,0.0,0.0
2022-02-18 00:00:00+00:00,2.1443939208984375,2.2046968936920166,2.004348039627075,2.0220611095428467,1505851,0.0,0.0
2022-02-19 00:00:00+00:00,2.021838903427124,2.0883970260620117,1.9705779552459717,1.9999430179595947,1009622,0.0,0.0
2022-02-20 00:00:00+00:00,1.999748945236206,2.0011680126190186,1.8933119773864746,1.936903953552246,863138,0.0,0.0
2022-02-21 00:00:00+00:00,1.9363809823989868,2.0193119049072266,1.7996439933776855,1.8005369901657104,1130811,0.0,0.0
2022-02-22 00:00:00+00:00,1.8004900217056274,1.8696880340576172,1.740852952003479,1.8656680583953857,1800043,0.0,0.0
2022-02-23 00:00:00+00:00,1.8656680583953857,2.026189088821411,1.8511780500411987,1.9346129894256592,1959644,0.0,0.0
2022-02-24 00:00:00+00:00,1.9344099760055542,1.9406330585479736,1.6735399961471558,1.8903809785842896,2044443,0.0,0.0
2022-02-25 00:00:00+00:00,1.8899489641189575,1.9842619895935059,1.8549779653549194,1.9730050563812256,1383193,0.0,0.0
2022-02-26 00:00:00+00:00,1.9732450246810913,2.1328749656677246,1.972533941268921,2.099515914916992,1369758,0.0,0.0
2022-02-27 00:00:00+00:00,2.0993940830230713,2.1033411026000977,1.8506109714508057,1.8618810176849365,1497375,0.0,0.0
2022-02-28 00:00:00+00:00,1.861538052558899,2.097429037094116,1.844970941543579,2.0937891006469727,777360,0.0,0.0
2022-03-01 00:00:00+00:00,2.0939040184020996,2.1438488960266113,2.0239109992980957,2.024286985397339,1837942,0.0,0.0
2022-03-02 00:00:00+00:00,2.024282932281494,2.1444480419158936,1.9815210103988647,2.0120620727539062,2176841,0.0,0.0
2022-03-03 00:00:00+00:00,2.012218952178955,2.098098039627075,2.000822067260742,2.091597080230713,1442463,0.0,0.0
2022-03-04 00:00:00+00:00,2.091770887374878,2.121332883834839,1.8898229598999023,1.8969449996948242,1250317,0.0,0.0
2022-03-05 00:00:00+00:00,1.8971489667892456,1.943248987197876,1.8413419723510742,1.8976249694824219,1044054,0.0,0.0
2022-03-06 00:00:00+00:00,1.897467017173767,1.9117989540100098,1.6729010343551636,1.6914730072021484,1169329,0.0,0.0
