TIMESTAMP,VISTA_OPEN_PRICE_USD,VISTA_HIGH_PRICE_USD,VISTA_LOW_PRICE_USD,VISTA_CLOSE_PRICE_USD,VISTA_VOLUME_USD,VISTA_DIVIDENDS_USD,VISTA_STOCK_SPLITS_USD
2024-07-17 00:00:00+00:00,13.304924011230469,13.76160717010498,13.300976753234863,13.751583099365234,115951,0.0,0.0
2024-07-18 00:00:00+00:00,13.751583099365234,13.91456413269043,13.500011444091797,13.898430824279785,446840,0.0,0.0
2024-07-19 00:00:00+00:00,13.898430824279785,13.948386192321777,13.806702613830566,13.8563871383667,179555,0.0,0.0
2024-07-20 00:00:00+00:00,13.8563871383667,13.972323417663574,13.844313621520996,13.961358070373535,558047,0.0,0.0
2024-07-21 00:00:00+00:00,13.961358070373535,14.071163177490234,13.959028244018555,14.055407524108887,467220,0.0,0.0
2024-07-22 00:00:00+00:00,14.055407524108887,14.066205978393555,14.051992416381836,14.061444282531738,226563,0.0,0.0
2024-07-23 00:00:00+00:00,14.061444282531738,14.118462562561035,13.95511531829834,14.101017951965332,111134,0.0,0.0
2024-07-24 00:00:00+00:00,14.101017951965332,14.161250114440918,5.064075946807861,14.124144554138184,540427,0.0,0.0
2024-07-25 00:00:00+00:00,14.124144554138184,14.171005249023438,14.116620063781738,14.13189697265625,536351,0.0,0.0
2024-07-26 00:00:00+00:00,14.13189697265625,14.200145721435547,14.122968673706055,14.144153594970703,292072,0.0,0.0
2024-07-27 00:00:00+00:00,14.144153594970703,14.202990531921387,14.13770866394043,14.146834373474121,144799,0.0,0.0
2024-07-28 00:00:00+00:00,14.146834373474121,14.203948974609375,14.140460968017578,14.199591636657715,127946,0.0,0.0
2024-07-29 00:00:00+00:00,14.199591636657715,14.209970474243164,14.193984031677246,14.204218864440918,0,0.0,0.0
2024-07-30 00:00:00+00:00,14.204218864440918,14.229768753051758,14.148120880126953,14.204769134521484,71851,0.0,0.0
2024-07-31 00:00:00+00:00,14.204769134521484,14.403830528259277,14.058652877807617,14.359854698181152,99650,0.0,0.0
2024-08-01 00:00:00+00:00,14.359854698181152,14.405668258666992,14.335792541503906,14.344365119934082,18525,0.0,0.0
2024-08-02 00:00:00+00:00,14.344365119934082,14.490021705627441,14.336755752563477,14.4389009475708,205985,0.0,0.0
2024-08-03 00:00:00+00:00,14.4389009475708,14.479344367980957,14.432560920715332,14.445441246032715,19165,0.0,0.0
2024-08-04 00:00:00+00:00,14.445441246032715,14.484800338745117,14.439906120300293,14.46212100982666,19380,0.0,0.0
2024-08-05 00:00:00+00:00,14.46212100982666,15.143927574157715,14.438501358032227,15.11806869506836,77318,0.0,0.0
2024-08-06 00:00:00+00:00,15.11806869506836,15.154498100280762,15.10433578491211,15.115215301513672,20740,0.0,0.0
2024-08-07 00:00:00+00:00,15.115215301513672,15.141599655151367,15.101998329162598,15.103260040283203,21725,0.0,0.0
2024-08-08 00:00:00+00:00,15.103260040283203,15.145598411560059,15.103260040283203,15.111998558044434,19693,0.0,0.0
2024-08-09 00:00:00+00:00,15.111998558044434,15.805853843688965,15.104538917541504,15.790919303894043,113337,0.0,0.0
2024-08-10 00:00:00+00:00,15.790919303894043,16.356395721435547,15.780237197875977,16.31118392944336,100816,0.0,0.0
2024-08-11 00:00:00+00:00,16.31118392944336,16.90659523010254,16.302846908569336,16.85915756225586,81013,0.0,0.0
2024-08-12 00:00:00+00:00,16.85915756225586,16.896678924560547,16.851961135864258,16.865415573120117,23304,0.0,0.0
2024-08-13 00:00:00+00:00,16.865415573120117,17.303672790527344,16.854660034179688,17.21821403503418,143091,0.0,0.0
2024-08-14 00:00:00+00:00,17.21821403503418,17.716691970825195,17.214540481567383,17.703697204589844,221674,0.0,0.0
2024-08-15 00:00:00+00:00,17.703697204589844,17.71813201904297,17.698068618774414,17.70271110534668,0,0.0,0.0
2024-08-16 00:00:00+00:00,17.70271110534668,17.70271110534668,17.70271110534668,17.70271110534668,0,0.0,0.0
2024-08-17 00:00:00+00:00,17.70271110534668,18.205705642700195,17.70271110534668,18.00402069091797,104012,0.0,0.0
2024-08-18 00:00:00+00:00,18.00402069091797,19.000818252563477,18.000167846679688,18.603513717651367,55679,0.0,0.0
2024-08-19 00:00:00+00:00,18.603513717651367,18.62544822692871,18.59910011291504,18.605314254760742,153343,0.0,0.0
2024-08-20 00:00:00+00:00,18.61190414428711,18.62480926513672,18.59963035583496,18.601428985595703,118898,0.0,0.0
2024-08-21 00:00:00+00:00,18.60231590270996,19.072919845581055,18.598878860473633,19.05374526977539,182381,0.0,0.0
2024-08-22 00:00:00+00:00,19.05374526977539,19.316659927368164,19.05209732055664,19.303403854370117,147971,0.0,0.0
2024-08-23 00:00:00+00:00,19.303403854370117,19.320560455322266,19.297321319580078,19.298641204833984,0,0.0,0.0
2024-08-24 00:00:00+00:00,19.298641204833984,19.298641204833984,19.298641204833984,19.298641204833984,0,0.0,0.0
