TIMESTAMP,ROM_OPEN_PRICE_USD,ROM_HIGH_PRICE_USD,ROM_LOW_PRICE_USD,ROM_CLOSE_PRICE_USD,ROM_VOLUME_USD,ROM_DIVIDENDS_USD,ROM_STOCK_SPLITS_USD
2024-04-29 00:00:00+00:00,0.21723200380802155,0.22873300313949585,0.2086160033941269,0.22086699306964874,69121,0.0,0.0
2024-04-30 00:00:00+00:00,0.22086699306964874,0.22624699771404266,0.20841600000858307,0.2178110033273697,93730,0.0,0.0
2024-05-01 00:00:00+00:00,0.2178110033273697,0.2308100014925003,0.2076909989118576,0.21155700087547302,83062,0.0,0.0
2024-05-02 00:00:00+00:00,0.21155700087547302,0.22686000168323517,0.20626300573349,0.217072993516922,55256,0.0,0.0
2024-05-03 00:00:00+00:00,0.21731500327587128,0.2604700028896332,0.21180400252342224,0.24498200416564941,258442,0.0,0.0
2024-05-04 00:00:00+00:00,0.2551099956035614,0.2595529854297638,0.19820499420166016,0.2004060000181198,219412,0.0,0.0
2024-05-05 00:00:00+00:00,0.20244300365447998,0.2055329978466034,0.12483099848031998,0.13357199728488922,247547,0.0,0.0
2024-05-06 00:00:00+00:00,0.1322219967842102,0.229980006814003,0.1240060031414032,0.19375500082969666,498484,0.0,0.0
2024-05-07 00:00:00+00:00,0.19375500082969666,0.20852699875831604,0.17394299805164337,0.17503899335861206,298725,0.0,0.0
2024-05-08 00:00:00+00:00,0.18745200335979462,0.21276800334453583,0.149275004863739,0.15151500701904297,245842,0.0,0.0
2024-05-09 00:00:00+00:00,0.15151500701904297,0.17989300191402435,0.1406940072774887,0.14608900249004364,211545,0.0,0.0
2024-05-10 00:00:00+00:00,0.14608900249004364,0.15406300127506256,0.14154499769210815,0.14670799672603607,106829,0.0,0.0
2024-05-11 00:00:00+00:00,0.1453009992837906,0.15092399716377258,0.1415960043668747,0.14868700504302979,147385,0.0,0.0
2024-05-12 00:00:00+00:00,0.150395005941391,0.15931500494480133,0.1482740044593811,0.1497029960155487,154917,0.0,0.0
2024-05-13 00:00:00+00:00,0.1500999927520752,0.15212100744247437,0.14517199993133545,0.15204499661922455,329254,0.0,0.0
2024-05-14 00:00:00+00:00,0.15295100212097168,0.15970100462436676,0.14618100225925446,0.15216800570487976,551285,0.0,0.0
2024-05-15 00:00:00+00:00,0.15216800570487976,0.15385299921035767,0.14232000708580017,0.14338000118732452,508592,0.0,0.0
2024-05-16 00:00:00+00:00,0.143886998295784,0.14430899918079376,0.13989099860191345,0.14011900126934052,485742,0.0,0.0
2024-05-17 00:00:00+00:00,0.14020699262619019,0.24052299559116364,0.13460999727249146,0.23515500128269196,643049,0.0,0.0
