TIMESTAMP,PRIME23711_OPEN_PRICE_USD,PRIME23711_HIGH_PRICE_USD,PRIME23711_LOW_PRICE_USD,PRIME23711_CLOSE_PRICE_USD,PRIME23711_VOLUME_USD,PRIME23711_DIVIDENDS_USD,PRIME23711_STOCK_SPLITS_USD
2023-03-01 00:00:00+00:00,7.289637088775635,7.700034141540527,4.916798114776611,5.468300819396973,66472488,0.0,0.0
2023-03-02 00:00:00+00:00,5.4610748291015625,5.79573917388916,3.431407928466797,3.695768117904663,37231100,0.0,0.0
2023-03-03 00:00:00+00:00,3.694817066192627,3.7937989234924316,2.987428903579712,3.072829008102417,12562749,0.0,0.0
2023-03-04 00:00:00+00:00,3.073199987411499,3.6390860080718994,3.053057909011841,3.573193073272705,5998816,0.0,0.0
2023-03-05 00:00:00+00:00,3.5727529525756836,4.069293975830078,3.239949941635132,3.4334568977355957,10282252,0.0,0.0
2023-03-06 00:00:00+00:00,3.433119058609009,3.5255229473114014,3.1371140480041504,3.208662986755371,4183440,0.0,0.0
2023-03-07 00:00:00+00:00,3.212455987930298,3.327589988708496,3.009666919708252,3.1134510040283203,6182480,0.0,0.0
2023-03-08 00:00:00+00:00,3.111583948135376,3.256946086883545,2.6986498832702637,2.6986899375915527,5547028,0.0,0.0
2023-03-09 00:00:00+00:00,2.6998989582061768,2.8585240840911865,2.213625907897949,2.484196901321411,6429337,0.0,0.0
2023-03-10 00:00:00+00:00,2.485132932662964,2.512382984161377,2.1311941146850586,2.1647369861602783,4657305,0.0,0.0
2023-03-11 00:00:00+00:00,2.1627159118652344,2.4625089168548584,1.878404974937439,2.008013963699341,4141739,0.0,0.0
2023-03-12 00:00:00+00:00,2.005911111831665,2.502397060394287,1.9511710405349731,2.4610040187835693,4281129,0.0,0.0
2023-03-13 00:00:00+00:00,2.4573729038238525,2.6346609592437744,2.262805938720703,2.537269115447998,5704226,0.0,0.0
2023-03-14 00:00:00+00:00,2.5421700477600098,2.781980037689209,2.3301889896392822,2.364556074142456,4238451,0.0,0.0
2023-03-15 00:00:00+00:00,2.36489200592041,2.4711079597473145,2.1219470500946045,2.1831400394439697,2495235,0.0,0.0
2023-03-16 00:00:00+00:00,2.182868003845215,2.2486329078674316,2.0862069129943848,2.246725082397461,1961819,0.0,0.0
2023-03-17 00:00:00+00:00,2.248106002807617,2.347548007965088,2.2086191177368164,2.286569118499756,10056374,0.0,0.0
2023-03-18 00:00:00+00:00,2.286500930786133,2.3269150257110596,2.213613986968994,2.23996901512146,2489821,0.0,0.0
2023-03-19 00:00:00+00:00,2.2399649620056152,2.2451329231262207,2.161268949508667,2.1707470417022705,1465890,0.0,0.0
2023-03-20 00:00:00+00:00,2.1708860397338867,2.1708860397338867,1.9952579736709595,1.996608018875122,2156705,0.0,0.0
2023-03-21 00:00:00+00:00,1.9966880083084106,2.070396900177002,1.9198689460754395,2.0101349353790283,2143862,0.0,0.0
2023-03-22 00:00:00+00:00,2.0104129314422607,2.0420119762420654,1.9508379697799683,1.9964029788970947,2045634,0.0,0.0
2023-03-23 00:00:00+00:00,1.9964940547943115,2.1043100357055664,1.954656958580017,1.9719229936599731,3551119,0.0,0.0
2023-03-24 00:00:00+00:00,1.972040057182312,1.984063982963562,1.6949950456619263,1.6953120231628418,2522736,0.0,0.0
