TIMESTAMP,ZCX_OPEN_PRICE_USD,ZCX_HIGH_PRICE_USD,ZCX_LOW_PRICE_USD,ZCX_CLOSE_PRICE_USD,ZCX_VOLUME_USD,ZCX_DIVIDENDS_USD,ZCX_STOCK_SPLITS_USD
2021-04-16 00:00:00+00:00,2.0292749404907227,3.859679937362671,1.6550129652023315,3.059628963470459,65977298,0.0,0.0
2021-04-17 00:00:00+00:00,3.060920000076294,3.1861000061035156,2.0459868907928467,2.715998888015747,9230864,0.0,0.0
2021-04-18 00:00:00+00:00,2.7135400772094727,3.650343894958496,2.388094902038574,3.4942400455474854,14804146,0.0,0.0
2021-04-19 00:00:00+00:00,3.4967870712280273,3.81375789642334,2.7655138969421387,3.232496976852417,11857548,0.0,0.0
2021-04-20 00:00:00+00:00,3.244936943054199,3.429172992706299,2.5227251052856445,2.9458000659942627,6378910,0.0,0.0
2021-04-21 00:00:00+00:00,2.953360080718994,3.3820879459381104,2.689054012298584,2.8639609813690186,5511484,0.0,0.0
2021-04-22 00:00:00+00:00,2.8673980236053467,3.068074941635132,2.3382139205932617,2.7419679164886475,9464693,0.0,0.0
2021-04-23 00:00:00+00:00,2.7409119606018066,3.0061750411987305,2.2771029472351074,2.925251007080078,4376471,0.0,0.0
2021-04-24 00:00:00+00:00,2.925487995147705,3.14684796333313,2.3736369609832764,2.703092098236084,5561302,0.0,0.0
2021-04-25 00:00:00+00:00,2.702699899673462,3.2782769203186035,2.5273690223693848,2.841610908508301,4092739,0.0,0.0
2021-04-26 00:00:00+00:00,2.8427019119262695,3.3001749515533447,2.816793918609619,3.2917990684509277,5175686,0.0,0.0
2021-04-27 00:00:00+00:00,3.291053056716919,3.7341320514678955,3.0389111042022705,3.5317471027374268,5700264,0.0,0.0
2021-04-28 00:00:00+00:00,3.532102108001709,3.996669054031372,3.148329019546509,3.5412840843200684,8928610,0.0,0.0
2021-04-29 00:00:00+00:00,3.541538953781128,3.5587708950042725,2.9050049781799316,2.9091310501098633,3975396,0.0,0.0
2021-04-30 00:00:00+00:00,2.907723903656006,3.2776730060577393,2.7641589641571045,3.2331418991088867,4590844,0.0,0.0
2021-05-01 00:00:00+00:00,3.2327818870544434,3.7981929779052734,3.0799949169158936,3.100759983062744,4286107,0.0,0.0
2021-05-02 00:00:00+00:00,3.101067066192627,3.410301923751831,2.5836329460144043,2.8977129459381104,4167248,0.0,0.0
