TIMESTAMP,FDS_OPEN_PRICE_USD,FDS_HIGH_PRICE_USD,FDS_LOW_PRICE_USD,FDS_CLOSE_PRICE_USD,Adj Close,FDS_VOLUME_USD,FDS_DIVIDENDS_USD,FDS_STOCK_SPLITS_USD
,0.00012840289855375886,0.00013255835801828653,0.00011891893518622965,0.0001287665800191462,,407724.0,0.0,0.0
