TIMESTAMP,GOVI_OPEN_PRICE_USD,GOVI_HIGH_PRICE_USD,GOVI_LOW_PRICE_USD,GOVI_CLOSE_PRICE_USD,GOVI_VOLUME_USD,GOVI_DIVIDENDS_USD,GOVI_STOCK_SPLITS_USD
2021-02-05 00:00:00+00:00,1.4552290439605713,1.7554210424423218,1.3491220474243164,1.464123010635376,1089327,0.0,0.0
2021-02-06 00:00:00+00:00,1.4641189575195312,1.4776300191879272,1.0159050226211548,1.270913004875183,548137,0.0,0.0
2021-02-07 00:00:00+00:00,1.2709059715270996,1.3619509935379028,1.0535850524902344,1.2686350345611572,318527,0.0,0.0
2021-02-08 00:00:00+00:00,1.2686320543289185,1.4494270086288452,1.1643470525741577,1.2779790163040161,146453,0.0,0.0
2021-02-09 00:00:00+00:00,1.278012990951538,1.6317559480667114,1.278012990951538,1.4505280256271362,234986,0.0,0.0
2021-02-10 00:00:00+00:00,1.450448989868164,1.6587949991226196,1.3102710247039795,1.4703569412231445,215739,0.0,0.0
2021-02-11 00:00:00+00:00,1.4703340530395508,1.9273539781570435,1.4505820274353027,1.5679930448532104,357503,0.0,0.0
2021-02-12 00:00:00+00:00,1.5680129528045654,1.5819449424743652,1.4011039733886719,1.5190579891204834,101143,0.0,0.0
2021-02-13 00:00:00+00:00,1.518962025642395,1.914533019065857,1.4917800426483154,1.813405990600586,418356,0.0,0.0
2021-02-14 00:00:00+00:00,1.8134030103683472,2.0387179851531982,1.6248890161514282,1.9467190504074097,267269,0.0,0.0
2021-02-15 00:00:00+00:00,1.9467430114746094,2.289560079574585,1.7416030168533325,2.2790629863739014,917308,0.0,0.0
2021-02-16 00:00:00+00:00,2.2791759967803955,2.679075002670288,2.1787710189819336,2.3154330253601074,966074,0.0,0.0
2021-02-17 00:00:00+00:00,2.3154780864715576,2.5920090675354004,2.226797103881836,2.3171370029449463,250835,0.0,0.0
2021-02-18 00:00:00+00:00,2.3171489238739014,2.379889965057373,2.130829095840454,2.257554054260254,198236,0.0,0.0
2021-02-19 00:00:00+00:00,2.2575879096984863,2.457102060317993,1.7733670473098755,2.407883882522583,696192,0.0,0.0
2021-02-20 00:00:00+00:00,2.407989978790283,2.876784086227417,2.2854580879211426,2.4419479370117188,380666,0.0,0.0
2021-02-21 00:00:00+00:00,2.4419660568237305,3.936937093734741,2.405102014541626,3.547236919403076,1244614,0.0,0.0
2021-02-22 00:00:00+00:00,3.547152042388916,3.710805892944336,2.5092780590057373,3.089282989501953,855351,0.0,0.0
2021-02-23 00:00:00+00:00,3.092034101486206,3.3023180961608887,2.2297940254211426,2.7600409984588623,636667,0.0,0.0
2021-02-24 00:00:00+00:00,2.7599949836730957,3.812401056289673,2.6723599433898926,3.0561060905456543,664169,0.0,0.0
2021-02-25 00:00:00+00:00,3.0560500621795654,3.284348964691162,2.7643890380859375,2.785183906555176,250049,0.0,0.0
2021-02-26 00:00:00+00:00,2.7850968837738037,3.015310049057007,2.502078056335449,2.6401560306549072,247726,0.0,0.0
2021-02-27 00:00:00+00:00,2.640070915222168,2.8535430431365967,2.619278907775879,2.657275915145874,212341,0.0,0.0
2021-02-28 00:00:00+00:00,2.6572909355163574,2.7502880096435547,2.1503210067749023,2.678333044052124,426606,0.0,0.0
2021-03-01 00:00:00+00:00,2.678330898284912,3.381150007247925,2.2688610553741455,2.96205997467041,942095,0.0,0.0
2021-03-02 00:00:00+00:00,2.9621570110321045,2.9882450103759766,2.398864984512329,2.4440419673919678,413290,0.0,0.0
2021-03-03 00:00:00+00:00,2.4440081119537354,2.912156105041504,2.438246965408325,2.7534170150756836,395090,0.0,0.0
2021-03-04 00:00:00+00:00,2.753237009048462,2.7817189693450928,2.575869083404541,2.6329689025878906,103940,0.0,0.0
2021-03-05 00:00:00+00:00,2.63305401802063,3.0195510387420654,2.4554100036621094,2.912292957305908,511559,0.0,0.0
2021-03-06 00:00:00+00:00,2.9123098850250244,3.0911450386047363,2.6700799465179443,2.957742929458618,314777,0.0,0.0
2021-03-07 00:00:00+00:00,2.95774507522583,3.121381998062134,2.5892679691314697,2.8723530769348145,536139,0.0,0.0
2021-03-08 00:00:00+00:00,2.8722128868103027,3.89194393157959,2.5199379920959473,3.89194393157959,1633282,0.0,0.0
2021-03-09 00:00:00+00:00,3.8922390937805176,4.255706787109375,3.50757098197937,3.7555289268493652,780959,0.0,0.0
2021-03-10 00:00:00+00:00,3.755568027496338,3.771897077560425,3.1888699531555176,3.475358009338379,717484,0.0,0.0
2021-03-11 00:00:00+00:00,3.4753921031951904,3.729893922805786,3.3147220611572266,3.4017789363861084,499921,0.0,0.0
2021-03-12 00:00:00+00:00,3.401808023452759,3.41499400138855,2.806222915649414,2.8700380325317383,383937,0.0,0.0
2021-03-13 00:00:00+00:00,2.8700170516967773,3.799402952194214,2.590970039367676,3.5517048835754395,1232914,0.0,0.0
2021-03-14 00:00:00+00:00,3.5517640113830566,3.6597108840942383,3.2270190715789795,3.3998100757598877,637758,0.0,0.0
2021-03-15 00:00:00+00:00,3.399864912033081,3.4508779048919678,2.8933560848236084,3.060839891433716,298899,0.0,0.0
2021-03-16 00:00:00+00:00,3.0607850551605225,3.3773438930511475,2.9811298847198486,3.216465950012207,339775,0.0,0.0
2021-03-17 00:00:00+00:00,3.2164900302886963,3.309091091156006,3.002599000930786,3.20448899269104,161657,0.0,0.0
2021-03-18 00:00:00+00:00,3.2051210403442383,3.2362871170043945,2.7407848834991455,2.840008020401001,257709,0.0,0.0
2021-03-19 00:00:00+00:00,2.8403940200805664,3.0671041011810303,2.5441339015960693,2.635071039199829,788712,0.0,0.0
2021-03-20 00:00:00+00:00,2.63686203956604,2.7609479427337646,2.440023899078369,2.4428939819335938,495032,0.0,0.0
2021-03-21 00:00:00+00:00,2.438894033432007,2.5503320693969727,2.3913919925689697,2.5249099731445312,400229,0.0,0.0
2021-03-22 00:00:00+00:00,2.5328030586242676,2.569101095199585,2.1696600914001465,2.1788170337677,638117,0.0,0.0
2021-03-23 00:00:00+00:00,2.1782050132751465,2.7376339435577393,2.167340040206909,2.4264369010925293,1275964,0.0,0.0
2021-03-24 00:00:00+00:00,2.424994945526123,2.8108699321746826,2.0606770515441895,2.2127320766448975,1158565,0.0,0.0
2021-03-25 00:00:00+00:00,2.2092490196228027,2.240281105041504,2.0563840866088867,2.1113739013671875,382691,0.0,0.0
2021-03-26 00:00:00+00:00,2.1105589866638184,2.2442259788513184,1.9602090120315552,2.1025490760803223,433329,0.0,0.0
2021-03-27 00:00:00+00:00,2.1047680377960205,2.378230094909668,2.1039609909057617,2.3465750217437744,480752,0.0,0.0
2021-03-28 00:00:00+00:00,2.346609115600586,2.4122350215911865,2.192823886871338,2.331954002380371,445245,0.0,0.0
2021-03-29 00:00:00+00:00,2.3323190212249756,2.7843070030212402,2.317081928253174,2.5282809734344482,276600,0.0,0.0
2021-03-30 00:00:00+00:00,2.528465986251831,2.6649351119995117,2.429157018661499,2.586716890335083,390995,0.0,0.0
2021-03-31 00:00:00+00:00,2.5861189365386963,2.6043810844421387,2.0745110511779785,2.47531795501709,535745,0.0,0.0
2021-04-01 00:00:00+00:00,2.4692819118499756,2.5204451084136963,2.2357940673828125,2.341905117034912,173075,0.0,0.0
2021-04-02 00:00:00+00:00,2.355333089828491,2.4964499473571777,2.3198249340057373,2.467158079147339,113610,0.0,0.0
2021-04-03 00:00:00+00:00,2.473439931869507,2.4896819591522217,2.1992530822753906,2.200622081756592,105887,0.0,0.0
2021-04-04 00:00:00+00:00,2.206510066986084,2.3205630779266357,2.032546043395996,2.099924087524414,327086,0.0,0.0
2021-04-05 00:00:00+00:00,2.097714900970459,2.098206043243408,1.9018239974975586,1.9098000526428223,251455,0.0,0.0
2021-04-06 00:00:00+00:00,1.9112260341644287,1.9522119760513306,1.793423056602478,1.8914170265197754,197831,0.0,0.0
2021-04-07 00:00:00+00:00,1.8913580179214478,1.9132939577102661,1.7391029596328735,1.8417049646377563,208781,0.0,0.0
2021-04-08 00:00:00+00:00,1.8354270458221436,2.008573055267334,1.8029040098190308,2.0023839473724365,482212,0.0,0.0
2021-04-09 00:00:00+00:00,2.002023935317993,2.0563158988952637,1.962365984916687,2.007956027984619,218922,0.0,0.0
2021-04-10 00:00:00+00:00,2.008349895477295,2.2978169918060303,1.9869450330734253,2.1536691188812256,438907,0.0,0.0
2021-04-11 00:00:00+00:00,2.1540141105651855,2.2681989669799805,2.1419670581817627,2.2681989669799805,369384,0.0,0.0
2021-04-12 00:00:00+00:00,2.2677860260009766,2.298727035522461,2.073949098587036,2.1181349754333496,222139,0.0,0.0
2021-04-13 00:00:00+00:00,2.118746042251587,2.125124931335449,2.003312110900879,2.0449841022491455,338695,0.0,0.0
2021-04-14 00:00:00+00:00,2.0509729385375977,2.1433510780334473,1.8955579996109009,1.9358839988708496,174969,0.0,0.0
2021-04-15 00:00:00+00:00,1.9361079931259155,2.360661029815674,1.9198559522628784,2.3215980529785156,609199,0.0,0.0
2021-04-16 00:00:00+00:00,2.3197879791259766,2.3780500888824463,2.141321897506714,2.2570691108703613,178308,0.0,0.0
2021-04-17 00:00:00+00:00,2.25805401802063,2.3126909732818604,1.9688199758529663,1.9905070066452026,168833,0.0,0.0
2021-04-18 00:00:00+00:00,1.988713026046753,2.0038769245147705,1.7486679553985596,1.9291330575942993,289348,0.0,0.0
2021-04-19 00:00:00+00:00,1.930482029914856,1.9914640188217163,1.7313660383224487,1.7639809846878052,169884,0.0,0.0
2021-04-20 00:00:00+00:00,1.7715990543365479,4.35374116897583,1.677860975265503,3.6254799365997314,7739874,0.0,0.0
2021-04-21 00:00:00+00:00,3.635883092880249,4.520981788635254,3.52738094329834,4.045232772827148,4817843,0.0,0.0
2021-04-22 00:00:00+00:00,4.050511837005615,4.693334102630615,3.972121000289917,4.235614776611328,1117554,0.0,0.0
2021-04-23 00:00:00+00:00,4.234385967254639,4.234385967254639,3.5352439880371094,4.09359884262085,972545,0.0,0.0
