TIMESTAMP,IQ50_OPEN_PRICE_USD,IQ50_HIGH_PRICE_USD,IQ50_LOW_PRICE_USD,IQ50_CLOSE_PRICE_USD,IQ50_VOLUME_USD,IQ50_DIVIDENDS_USD,IQ50_STOCK_SPLITS_USD
2024-03-25 00:00:00+00:00,5.2999999752501026e-05,5.400000009103678e-05,4.70000013592653e-05,5.0999999075429514e-05,19558680,0.0,0.0
2024-03-26 00:00:00+00:00,5.0999999075429514e-05,5.8000001445179805e-05,4.600000102072954e-05,4.8000001697801054e-05,20212241,0.0,0.0
2024-03-27 00:00:00+00:00,4.8000001697801054e-05,5.400000009103678e-05,4.600000102072954e-05,5.2999999752501026e-05,19005250,0.0,0.0
2024-03-28 00:00:00+00:00,5.2999999752501026e-05,5.400000009103678e-05,4.5000000682193786e-05,4.8000001697801054e-05,15022430,0.0,0.0
2024-03-29 00:00:00+00:00,4.8000001697801054e-05,4.999999873689376e-05,4.400000034365803e-05,4.8000001697801054e-05,10167186,0.0,0.0
2024-03-30 00:00:00+00:00,4.8000001697801054e-05,4.8999998398358e-05,4.3000000005122274e-05,4.400000034365803e-05,11599198,0.0,0.0
2024-03-31 00:00:00+00:00,4.400000034365803e-05,4.600000102072954e-05,4.3000000005122274e-05,4.5000000682193786e-05,8118603,0.0,0.0
2024-04-01 00:00:00+00:00,4.5000000682193786e-05,4.5000000682193786e-05,3.7000001611886546e-05,3.7999998312443495e-05,8452129,0.0,0.0
2024-04-02 00:00:00+00:00,3.7999998312443495e-05,3.7999998312443495e-05,3.199999991920777e-05,3.300000025774352e-05,9033833,0.0,0.0
2024-04-03 00:00:00+00:00,3.300000025774352e-05,3.5000000934815034e-05,3.099999958067201e-05,3.300000025774352e-05,6549528,0.0,0.0
2024-04-04 00:00:00+00:00,3.300000025774352e-05,3.300000025774352e-05,2.9999999242136255e-05,3.099999958067201e-05,4939868,0.0,0.0
2024-04-05 00:00:00+00:00,3.099999958067201e-05,3.300000025774352e-05,2.5999999706982635e-05,3.199999991920777e-05,4843469,0.0,0.0
2024-04-06 00:00:00+00:00,3.199999991920777e-05,3.7000001611886546e-05,2.9000000722589903e-05,2.9999999242136255e-05,5182567,0.0,0.0
2024-04-07 00:00:00+00:00,2.9999999242136255e-05,3.099999958067201e-05,2.9000000722589903e-05,2.9000000722589903e-05,5050508,0.0,0.0
2024-04-08 00:00:00+00:00,2.9000000722589903e-05,3.199999991920777e-05,2.8000000384054147e-05,3.099999958067201e-05,7270089,0.0,0.0
2024-04-09 00:00:00+00:00,3.099999958067201e-05,3.199999991920777e-05,2.5999999706982635e-05,2.5999999706982635e-05,5994293,0.0,0.0
2024-04-10 00:00:00+00:00,2.5999999706982635e-05,2.8000000384054147e-05,2.499999936844688e-05,2.8000000384054147e-05,6157771,0.0,0.0
2024-04-11 00:00:00+00:00,2.8000000384054147e-05,3.099999958067201e-05,2.700000004551839e-05,2.9999999242136255e-05,7190171,0.0,0.0
2024-04-12 00:00:00+00:00,2.9999999242136255e-05,3.099999958067201e-05,1.9999999494757503e-05,2.099999983329326e-05,7519472,0.0,0.0
2024-04-13 00:00:00+00:00,2.099999983329326e-05,2.099999983329326e-05,1.4999999621068127e-05,1.5999999959603883e-05,6469864,0.0,0.0
2024-04-14 00:00:00+00:00,1.5999999959603883e-05,1.8999999156221747e-05,1.4999999621068127e-05,1.8999999156221747e-05,7226682,0.0,0.0
2024-04-15 00:00:00+00:00,1.8999999156221747e-05,1.9999999494757503e-05,1.700000029813964e-05,1.8999999156221747e-05,6949600,0.0,0.0
2024-04-16 00:00:00+00:00,1.8999999156221747e-05,1.8999999156221747e-05,1.5999999959603883e-05,1.8000000636675395e-05,5704665,0.0,0.0
2024-04-17 00:00:00+00:00,1.8000000636675395e-05,2.300000051036477e-05,1.8000000636675395e-05,2.099999983329326e-05,7906262,0.0,0.0
2024-04-18 00:00:00+00:00,2.099999983329326e-05,2.2000000171829015e-05,1.8999999156221747e-05,1.9999999494757503e-05,4400204,0.0,0.0
2024-04-19 00:00:00+00:00,1.9999999494757503e-05,2.4000000848900527e-05,1.700000029813964e-05,2.300000051036477e-05,4480777,0.0,0.0
2024-04-20 00:00:00+00:00,2.300000051036477e-05,2.4000000848900527e-05,2.099999983329326e-05,2.300000051036477e-05,3689760,0.0,0.0
2024-04-21 00:00:00+00:00,2.099999983329326e-05,2.8000000384054147e-05,2.099999983329326e-05,2.499999936844688e-05,6013049,0.0,0.0
2024-04-22 00:00:00+00:00,2.499999936844688e-05,2.499999936844688e-05,2.2000000171829015e-05,2.4000000848900527e-05,4292654,0.0,0.0
2024-04-23 00:00:00+00:00,2.4000000848900527e-05,2.4000000848900527e-05,1.9999999494757503e-05,2.099999983329326e-05,3723730,0.0,0.0
2024-04-24 00:00:00+00:00,2.2000000171829015e-05,2.300000051036477e-05,1.8999999156221747e-05,1.9999999494757503e-05,4150656,0.0,0.0
2024-04-25 00:00:00+00:00,1.9999999494757503e-05,2.099999983329326e-05,1.8999999156221747e-05,1.9999999494757503e-05,2212285,0.0,0.0
2024-04-26 00:00:00+00:00,1.9999999494757503e-05,1.9999999494757503e-05,1.8000000636675395e-05,1.8999999156221747e-05,1812785,0.0,0.0
2024-04-27 00:00:00+00:00,1.8999999156221747e-05,1.8999999156221747e-05,1.8000000636675395e-05,1.8999999156221747e-05,1800992,0.0,0.0
2024-04-28 00:00:00+00:00,1.8999999156221747e-05,1.8999999156221747e-05,1.8000000636675395e-05,1.8000000636675395e-05,1774873,0.0,0.0
2024-04-29 00:00:00+00:00,1.8000000636675395e-05,1.8000000636675395e-05,1.700000029813964e-05,1.8000000636675395e-05,1600009,0.0,0.0
2024-04-30 00:00:00+00:00,1.8000000636675395e-05,1.8000000636675395e-05,1.4999999621068127e-05,1.5999999959603883e-05,1619785,0.0,0.0
2024-05-01 00:00:00+00:00,1.5999999959603883e-05,1.700000029813964e-05,1.4999999621068127e-05,1.700000029813964e-05,1679843,0.0,0.0
2024-05-02 00:00:00+00:00,1.700000029813964e-05,1.8999999156221747e-05,1.5999999959603883e-05,1.8999999156221747e-05,2110484,0.0,0.0
2024-05-03 00:00:00+00:00,1.8999999156221747e-05,2.2000000171829015e-05,1.8000000636675395e-05,2.099999983329326e-05,2965140,0.0,0.0
2024-05-04 00:00:00+00:00,2.099999983329326e-05,2.099999983329326e-05,1.9999999494757503e-05,2.099999983329326e-05,1715602,0.0,0.0
2024-05-05 00:00:00+00:00,2.099999983329326e-05,2.2000000171829015e-05,1.8000000636675395e-05,2.099999983329326e-05,2565921,0.0,0.0
2024-05-06 00:00:00+00:00,2.099999983329326e-05,2.2000000171829015e-05,1.9999999494757503e-05,1.9999999494757503e-05,1927659,0.0,0.0
2024-05-07 00:00:00+00:00,1.9999999494757503e-05,2.4000000848900527e-05,1.8999999156221747e-05,2.300000051036477e-05,2685591,0.0,0.0
2024-05-08 00:00:00+00:00,2.300000051036477e-05,2.300000051036477e-05,1.8999999156221747e-05,1.9999999494757503e-05,3217964,0.0,0.0
2024-05-09 00:00:00+00:00,1.9999999494757503e-05,2.099999983329326e-05,1.8000000636675395e-05,1.9999999494757503e-05,2406305,0.0,0.0
2024-05-10 00:00:00+00:00,1.9999999494757503e-05,1.9999999494757503e-05,1.8000000636675395e-05,1.8999999156221747e-05,1684865,0.0,0.0
2024-05-11 00:00:00+00:00,1.8999999156221747e-05,1.8999999156221747e-05,1.8000000636675395e-05,1.8000000636675395e-05,1516764,0.0,0.0
2024-05-12 00:00:00+00:00,1.8000000636675395e-05,1.8999999156221747e-05,1.8000000636675395e-05,1.8000000636675395e-05,1564659,0.0,0.0
2024-05-13 00:00:00+00:00,1.8000000636675395e-05,1.8999999156221747e-05,1.700000029813964e-05,1.700000029813964e-05,1793927,0.0,0.0
2024-05-14 00:00:00+00:00,1.700000029813964e-05,1.8000000636675395e-05,1.5999999959603883e-05,1.5999999959603883e-05,2024487,0.0,0.0
2024-05-15 00:00:00+00:00,1.5999999959603883e-05,1.8999999156221747e-05,1.5999999959603883e-05,1.8999999156221747e-05,1871309,0.0,0.0
2024-05-16 00:00:00+00:00,1.8999999156221747e-05,1.9999999494757503e-05,1.8999999156221747e-05,1.8999999156221747e-05,1736036,0.0,0.0
2024-05-17 00:00:00+00:00,1.8999999156221747e-05,2.099999983329326e-05,1.8999999156221747e-05,1.9999999494757503e-05,2238134,0.0,0.0
