TIMESTAMP,GRELF_OPEN_PRICE_USD,GRELF_HIGH_PRICE_USD,GRELF_LOW_PRICE_USD,GRELF_CLOSE_PRICE_USD,GRELF_VOLUME_USD,GRELF_DIVIDENDS_USD,GRELF_STOCK_SPLITS_USD
2023-04-24 00:00:00+00:00,0.05937099829316139,0.09081199765205383,0.0592929981648922,0.0890830010175705,0,0.0,0.0
2023-04-25 00:00:00+00:00,0.08908399939537048,0.08923400193452835,0.07970499992370605,0.08242999762296677,0,0.0,0.0
2023-04-26 00:00:00+00:00,0.08242999762296677,0.09581399708986282,0.08162499964237213,0.09214700013399124,0,0.0,0.0
2023-04-27 00:00:00+00:00,0.0921740010380745,0.10744199901819229,0.09171800315380096,0.09172900021076202,0,0.0,0.0
2023-04-28 00:00:00+00:00,0.09171400219202042,0.09180299937725067,0.08002299815416336,0.08128099888563156,0,0.0,0.0
2023-04-29 00:00:00+00:00,0.08127900213003159,0.08131299912929535,0.06777200102806091,0.06839799880981445,0,0.0,0.0
2023-04-30 00:00:00+00:00,0.06839600205421448,0.08459199965000153,0.06835900247097015,0.0820780023932457,0,0.0,0.0
2023-05-01 00:00:00+00:00,0.08202599734067917,0.08323299884796143,0.07416599988937378,0.0741719976067543,0,0.0,0.0
2023-05-02 00:00:00+00:00,0.07417500019073486,0.07437299937009811,0.06244400143623352,0.06881599873304367,0,0.0,0.0
2023-05-03 00:00:00+00:00,0.06881599873304367,0.07022199779748917,0.06512799859046936,0.06644400209188461,0,0.0,0.0
2023-05-10 00:00:00+00:00,0.06644400209188461,0.06644400209188461,0.05473000183701515,0.05512800067663193,1938,0.0,0.0
2023-05-11 00:00:00+00:00,0.05512800067663193,0.055254001170396805,0.05139400064945221,0.05523400008678436,2062,0.0,0.0
2023-05-12 00:00:00+00:00,0.05523400008678436,0.05523499846458435,0.05208300054073334,0.052625998854637146,3797,0.0,0.0
2023-05-13 00:00:00+00:00,0.052625998854637146,0.05565899983048439,0.044978998601436615,0.04796399921178818,10443,0.0,0.0
2023-05-14 00:00:00+00:00,0.04796300083398819,0.04888100177049637,0.04667700082063675,0.04888100177049637,1424,0.0,0.0
2023-05-15 00:00:00+00:00,0.04888100177049637,0.051350001245737076,0.04822000116109848,0.04918700084090233,1948,0.0,0.0
2023-05-16 00:00:00+00:00,0.04918700084090233,0.05112599954009056,0.048739999532699585,0.05053900182247162,1768,0.0,0.0
2023-05-17 00:00:00+00:00,0.05053900182247162,0.07454600185155869,0.05021300166845322,0.07087700068950653,27547,0.0,0.0
2023-05-18 00:00:00+00:00,0.07090499997138977,0.07179500162601471,0.05797300115227699,0.058511000126600266,22673,0.0,0.0
