TIMESTAMP,X33108_OPEN_PRICE_USD,X33108_HIGH_PRICE_USD,X33108_LOW_PRICE_USD,X33108_CLOSE_PRICE_USD,X33108_VOLUME_USD,X33108_DIVIDENDS_USD,X33108_STOCK_SPLITS_USD
2024-10-24 00:00:00+00:00,7.999999797903001e-05,0.00013000000035390258,5.2999999752501026e-05,8.600000001024455e-05,274173883,0.0,0.0
2024-10-25 00:00:00+00:00,8.600000001024455e-05,8.800000068731606e-05,5.700000110664405e-05,6.199999916134402e-05,138207530,0.0,0.0
2024-10-26 00:00:00+00:00,6.199999916134402e-05,6.399999983841553e-05,5.199999941396527e-05,5.500000042957254e-05,43620829,0.0,0.0
2024-10-27 00:00:00+00:00,5.500000042957254e-05,6.600000051548705e-05,5.400000009103678e-05,6.0999998822808266e-05,48113747,0.0,0.0
2024-10-28 00:00:00+00:00,6.0999998822808266e-05,6.0999998822808266e-05,5.199999941396527e-05,5.400000009103678e-05,42466515,0.0,0.0
2024-10-29 00:00:00+00:00,5.400000009103678e-05,5.8000001445179805e-05,5.0999999075429514e-05,5.500000042957254e-05,45347514,0.0,0.0
2024-10-30 00:00:00+00:00,5.500000042957254e-05,5.700000110664405e-05,5.199999941396527e-05,5.2999999752501026e-05,28377521,0.0,0.0
2024-10-31 00:00:00+00:00,5.2999999752501026e-05,5.400000009103678e-05,4.400000034365803e-05,4.5000000682193786e-05,31376906,0.0,0.0
2024-11-01 00:00:00+00:00,4.5000000682193786e-05,4.5000000682193786e-05,4.099999932805076e-05,4.199999966658652e-05,22458210,0.0,0.0
2024-11-02 00:00:00+00:00,4.199999966658652e-05,4.600000102072954e-05,4.099999932805076e-05,4.199999966658652e-05,20667096,0.0,0.0
2024-11-03 00:00:00+00:00,4.199999966658652e-05,4.199999966658652e-05,3.300000025774352e-05,3.5000000934815034e-05,30802379,0.0,0.0
2024-11-04 00:00:00+00:00,3.5000000934815034e-05,3.7999998312443495e-05,3.400000059627928e-05,3.600000127335079e-05,31368286,0.0,0.0
2024-11-05 00:00:00+00:00,3.600000127335079e-05,6.299999949987978e-05,3.600000127335079e-05,6.299999949987978e-05,115687164,0.0,0.0
2024-11-06 00:00:00+00:00,6.199999916134402e-05,9.600000339560211e-05,5.999999848427251e-05,8.499999967170879e-05,331290912,0.0,0.0
2024-11-07 00:00:00+00:00,8.499999967170879e-05,8.800000068731606e-05,6.800000119255856e-05,7.899999764049426e-05,128630270,0.0,0.0
2024-11-08 00:00:00+00:00,7.899999764049426e-05,0.00014000000373926014,7.899999764049426e-05,0.00012799999967683107,293594885,0.0,0.0
2024-11-09 00:00:00+00:00,0.00012799999967683107,0.000299000006634742,0.0001230000052601099,0.00027600000612437725,711056698,0.0,0.0
2024-11-10 00:00:00+00:00,0.00027600000612437725,0.0005799999926239252,0.0002610000083222985,0.00043899999582208693,1477591398,0.0,0.0
2024-11-11 00:00:00+00:00,0.00043899999582208693,0.000493000028654933,0.0002749999985098839,0.00033099998836405575,1096169180,0.0,0.0
