TIMESTAMP,CKETH_OPEN_PRICE_USD,CKETH_HIGH_PRICE_USD,CKETH_LOW_PRICE_USD,CKETH_CLOSE_PRICE_USD,CKETH_VOLUME_USD,CKETH_DIVIDENDS_USD,CKETH_STOCK_SPLITS_USD
2024-01-05 00:00:00+00:00,2253.581787109375,2300.7919921875,2189.1708984375,2284.01416015625,1804,0.0,0.0
2024-01-06 00:00:00+00:00,2284.01416015625,2293.722412109375,2016.7371826171875,2247.838623046875,21069,0.0,0.0
2024-01-07 00:00:00+00:00,2247.838623046875,2299.838623046875,2181.7197265625,2199.141845703125,11633,0.0,0.0
2024-01-08 00:00:00+00:00,2199.141845703125,2384.837890625,2145.90869140625,2332.290771484375,49090,0.0,0.0
2024-01-09 00:00:00+00:00,2343.17626953125,2377.73388671875,2224.649658203125,2349.263671875,10181,0.0,0.0
2024-01-10 00:00:00+00:00,2349.263671875,2522.576904296875,2304.864013671875,2477.034912109375,783,0.0,0.0
2024-01-11 00:00:00+00:00,2477.034912109375,2748.92822265625,2438.97705078125,2662.492431640625,14938,0.0,0.0
2024-01-12 00:00:00+00:00,2666.1357421875,2666.1357421875,2222.029052734375,2337.17333984375,22069,0.0,0.0
2024-01-13 00:00:00+00:00,2337.17333984375,2608.816650390625,2299.482666015625,2419.97314453125,7481,0.0,0.0
2024-01-14 00:00:00+00:00,2419.97314453125,2643.424072265625,2334.37939453125,2334.37939453125,2316,0.0,0.0
2024-01-15 00:00:00+00:00,2334.37939453125,2624.947021484375,2333.287353515625,2551.397705078125,8505,0.0,0.0
2024-01-16 00:00:00+00:00,2551.397705078125,2670.164794921875,2506.38623046875,2565.556884765625,8114,0.0,0.0
2024-01-17 00:00:00+00:00,2565.556884765625,2614.179931640625,2524.391357421875,2567.620361328125,9321,0.0,0.0
2024-01-18 00:00:00+00:00,2567.620361328125,2685.200927734375,2407.928466796875,2491.117431640625,36541,0.0,0.0
2024-01-19 00:00:00+00:00,2491.117431640625,2537.9814453125,2412.352294921875,2509.18310546875,26341,0.0,0.0
2024-01-20 00:00:00+00:00,2509.18310546875,2659.345947265625,2440.884033203125,2561.055908203125,29435,0.0,0.0
2024-01-21 00:00:00+00:00,2561.055908203125,2561.055908203125,2286.18408203125,2480.381591796875,29036,0.0,0.0
2024-01-22 00:00:00+00:00,2480.381591796875,2501.087646484375,2306.888916015625,2335.610595703125,17461,0.0,0.0
2024-01-23 00:00:00+00:00,2335.610595703125,2387.01318359375,2187.507568359375,2266.32421875,29844,0.0,0.0
2024-01-24 00:00:00+00:00,2266.32421875,2295.44873046875,2168.939208984375,2238.587890625,19486,0.0,0.0
2024-01-25 00:00:00+00:00,2238.587890625,2270.151611328125,2181.867919921875,2241.964599609375,13307,0.0,0.0
2024-01-26 00:00:00+00:00,2241.964599609375,2343.931640625,2218.072021484375,2288.729248046875,28579,0.0,0.0
2024-01-27 00:00:00+00:00,2308.25341796875,2356.44873046875,2235.581787109375,2297.694091796875,23988,0.0,0.0
2024-01-28 00:00:00+00:00,2297.694091796875,2330.222900390625,2249.199462890625,2289.474609375,21054,0.0,0.0
2024-01-29 00:00:00+00:00,2289.474609375,2351.0712890625,2258.02978515625,2334.511962890625,22193,0.0,0.0
2024-01-30 00:00:00+00:00,2334.511962890625,2407.27099609375,2294.2275390625,2372.62060546875,21755,0.0,0.0
2024-01-31 00:00:00+00:00,2372.62060546875,2383.97314453125,2268.4833984375,2305.902099609375,21459,0.0,0.0
2024-02-01 00:00:00+00:00,2307.887939453125,2345.882080078125,2251.229248046875,2325.84375,19123,0.0,0.0
2024-02-02 00:00:00+00:00,2325.863525390625,2416.41064453125,2298.737060546875,2325.619873046875,45815,0.0,0.0
2024-02-03 00:00:00+00:00,2325.619873046875,2362.95166015625,2306.08154296875,2330.3759765625,18773,0.0,0.0
2024-02-04 00:00:00+00:00,2330.3759765625,2347.416259765625,2288.135009765625,2288.135009765625,16590,0.0,0.0
2024-02-05 00:00:00+00:00,2288.135009765625,2370.112548828125,2270.221923828125,2327.447998046875,17761,0.0,0.0
2024-02-06 00:00:00+00:00,2327.447998046875,2424.365966796875,2317.131103515625,2415.243408203125,14957,0.0,0.0
2024-02-07 00:00:00+00:00,2415.243408203125,2478.61328125,2341.883544921875,2457.752685546875,18403,0.0,0.0
2024-02-08 00:00:00+00:00,2457.752685546875,2495.720703125,2402.618408203125,2448.306640625,24118,0.0,0.0
2024-02-09 00:00:00+00:00,2448.306640625,2503.41845703125,2445.39697265625,2497.938232421875,2292,0.0,0.0
2024-02-10 00:00:00+00:00,2497.938232421875,2503.027587890625,2481.470947265625,2490.766845703125,2738,0.0,0.0
2024-02-11 00:00:00+00:00,2490.766845703125,2541.765380859375,2444.481201171875,2473.163330078125,0,0.0,0.0
2024-02-12 00:00:00+00:00,2473.163330078125,2473.163330078125,2473.163330078125,2473.163330078125,0,0.0,0.0
2024-02-13 00:00:00+00:00,2473.163330078125,2473.163330078125,2473.163330078125,2473.163330078125,0,0.0,0.0
2024-02-14 00:00:00+00:00,2473.163330078125,2473.163330078125,2473.163330078125,2473.163330078125,0,0.0,0.0
2024-02-15 00:00:00+00:00,2473.163330078125,2473.163330078125,2473.163330078125,2473.163330078125,0,0.0,0.0
2024-02-16 00:00:00+00:00,2473.163330078125,2473.163330078125,2473.163330078125,2473.163330078125,0,0.0,0.0
2024-02-17 00:00:00+00:00,2473.163330078125,2473.163330078125,2473.163330078125,2473.163330078125,0,0.0,0.0
2024-02-18 00:00:00+00:00,2473.163330078125,2473.163330078125,2473.163330078125,2473.163330078125,0,0.0,0.0
2024-02-19 00:00:00+00:00,2473.163330078125,2473.163330078125,2473.163330078125,2473.163330078125,0,0.0,0.0
2024-03-06 00:00:00+00:00,3785.693115234375,3905.67578125,3738.9033203125,3839.7119140625,6180,0.0,0.0
2024-03-07 00:00:00+00:00,3839.7119140625,3912.874267578125,3729.58349609375,3871.453857421875,9354,0.0,0.0
2024-03-08 00:00:00+00:00,3871.453857421875,3984.53076171875,3847.37353515625,3905.740966796875,3619,0.0,0.0
2024-03-09 00:00:00+00:00,3905.740966796875,3999.934326171875,3871.7724609375,3946.693603515625,2093,0.0,0.0
2024-03-10 00:00:00+00:00,3946.693603515625,4016.886962890625,3786.0546875,3891.6669921875,2440,0.0,0.0
2024-03-11 00:00:00+00:00,3891.6669921875,4107.76708984375,3783.197021484375,4053.90869140625,1943,0.0,0.0
2024-03-12 00:00:00+00:00,4053.90869140625,4124.66650390625,3906.91162109375,4029.72509765625,1957,0.0,0.0
2024-03-13 00:00:00+00:00,4029.72509765625,4169.02587890625,3956.755126953125,4065.3837890625,1131,0.0,0.0
2024-03-14 00:00:00+00:00,4065.3837890625,4076.518798828125,3762.40380859375,3924.820556640625,293,0.0,0.0
2024-03-15 00:00:00+00:00,3924.820556640625,3968.9697265625,3537.219482421875,3765.821044921875,6322,0.0,0.0
2024-03-16 00:00:00+00:00,3765.821044921875,3821.00244140625,3529.301025390625,3575.671630859375,1383,0.0,0.0
