TIMESTAMP,BDROP_OPEN_PRICE_USD,BDROP_HIGH_PRICE_USD,BDROP_LOW_PRICE_USD,BDROP_CLOSE_PRICE_USD,BDROP_VOLUME_USD,BDROP_DIVIDENDS_USD,BDROP_STOCK_SPLITS_USD
2024-04-25 00:00:00+00:00,0.91942298412323,1.040140986442566,0.8150780200958252,0.8519489765167236,171805,0.0,0.0
2024-04-26 00:00:00+00:00,0.8519489765167236,0.8806250095367432,0.7546939849853516,0.7546939849853516,74624,0.0,0.0
2024-04-27 00:00:00+00:00,0.7515770196914673,0.762054979801178,0.6634510159492493,0.6992869973182678,85547,0.0,0.0
2024-04-28 00:00:00+00:00,0.6992869973182678,0.7708550095558167,0.6233320236206055,0.625993013381958,71665,0.0,0.0
2024-04-29 00:00:00+00:00,0.625993013381958,0.6957539916038513,0.5948129892349243,0.6781970262527466,84328,0.0,0.0
2024-04-30 00:00:00+00:00,0.6781970262527466,0.6781970262527466,0.46004998683929443,0.5670580267906189,135361,0.0,0.0
2024-05-01 00:00:00+00:00,0.5670580267906189,0.5693659782409668,0.49135899543762207,0.5186139941215515,62307,0.0,0.0
2024-05-02 00:00:00+00:00,0.5181810259819031,0.5461239814758301,0.49862900376319885,0.510968029499054,56813,0.0,0.0
2024-05-03 00:00:00+00:00,0.5083940029144287,0.5320709943771362,0.4781099855899811,0.4937700033187866,64456,0.0,0.0
2024-05-04 00:00:00+00:00,0.49386900663375854,0.5439770221710205,0.48759201169013977,0.5359600186347961,37708,0.0,0.0
2024-05-05 00:00:00+00:00,0.5363879799842834,0.5538240075111389,0.5028300285339355,0.522773027420044,95044,0.0,0.0
2024-05-06 00:00:00+00:00,0.5255110263824463,0.5684220194816589,0.5112180113792419,0.5112180113792419,128393,0.0,0.0
2024-05-07 00:00:00+00:00,0.5112180113792419,0.5242729783058167,0.49164798855781555,0.496425986289978,93640,0.0,0.0
2024-05-08 00:00:00+00:00,0.47782498598098755,0.5217339992523193,0.468519002199173,0.492576003074646,137701,0.0,0.0
2024-05-09 00:00:00+00:00,0.492576003074646,0.5227810144424438,0.48536399006843567,0.5143510103225708,206683,0.0,0.0
2024-05-10 00:00:00+00:00,0.5143510103225708,0.519694983959198,0.4730669856071472,0.4771740138530731,233468,0.0,0.0
2024-05-11 00:00:00+00:00,0.4789870083332062,0.5052149891853333,0.44652798771858215,0.49619099497795105,251337,0.0,0.0
