TIMESTAMP,BABYPOPCAT_OPEN_PRICE_USD,BABYPOPCAT_HIGH_PRICE_USD,BABYPOPCAT_LOW_PRICE_USD,BABYPOPCAT_CLOSE_PRICE_USD,BABYPOPCAT_VOLUME_USD,BABYPOPCAT_DIVIDENDS_USD,BABYPOPCAT_STOCK_SPLITS_USD
2024-11-07 00:00:00+00:00,0.0005130000063218176,0.0013119999784976244,0.0004020000051241368,0.0006469999789260328,2987265,0.0,0.0
2024-11-08 00:00:00+00:00,0.0006370000191964209,0.001133000012487173,0.0005039999959990382,0.0007089999853633344,1498042,0.0,0.0
2024-11-09 00:00:00+00:00,0.000707999977748841,0.0007970000151544809,0.00014699999883305281,0.0002969999914057553,748942,0.0,0.0
2024-11-10 00:00:00+00:00,0.0002969999914057553,0.00041199999395757914,0.00018699999782256782,0.0003229999856557697,199762,0.0,0.0
2024-11-11 00:00:00+00:00,0.0003229999856557697,0.0005050000036135316,0.00018200000340584666,0.0003819999983534217,466978,0.0,0.0
2024-11-12 00:00:00+00:00,0.0003819999983534217,0.00048099999548867345,0.00016700000560376793,0.0002099999983329326,318122,0.0,0.0
2024-11-13 00:00:00+00:00,0.0002099999983329326,0.00023099999816622585,8.199999865610152e-05,0.00011500000255182385,230797,0.0,0.0
2024-11-14 00:00:00+00:00,0.00011500000255182385,0.00014800000644754618,8.499999967170879e-05,0.0001320000010309741,139220,0.0,0.0
2024-11-15 00:00:00+00:00,0.0001320000010309741,0.0001539999939268455,8.299999899463728e-05,9.40000027185306e-05,125640,0.0,0.0
2024-11-16 00:00:00+00:00,9.000000136438757e-05,0.0001049999991664663,6.299999949987978e-05,7.79999973019585e-05,81271,0.0,0.0
2024-11-17 00:00:00+00:00,7.79999973019585e-05,0.00011200000153621659,7.200000254670158e-05,9.7999996796716e-05,38696,0.0,0.0
2024-11-18 00:00:00+00:00,9.7999996796716e-05,0.00019099999917671084,7.400000322377309e-05,9.999999747378752e-05,198174,0.0,0.0
2024-11-19 00:00:00+00:00,9.999999747378752e-05,0.00011000000085914508,6.800000119255856e-05,7.400000322377309e-05,39625,0.0,0.0
2024-11-20 00:00:00+00:00,7.400000322377309e-05,7.599999662488699e-05,5.6000000768108293e-05,5.900000178371556e-05,17267,0.0,0.0
2024-11-21 00:00:00+00:00,5.900000178371556e-05,9.999999747378752e-05,5.700000110664405e-05,6.500000017695129e-05,167506,0.0,0.0
2024-11-22 00:00:00+00:00,6.500000017695129e-05,7.899999764049426e-05,5.999999848427251e-05,5.999999848427251e-05,62914,0.0,0.0
2024-11-23 00:00:00+00:00,5.999999848427251e-05,8.399999933317304e-05,4.999999873689376e-05,5.199999941396527e-05,121275,0.0,0.0
2024-11-24 00:00:00+00:00,5.199999941396527e-05,7.999999797903001e-05,5.199999941396527e-05,5.700000110664405e-05,40206,0.0,0.0
2024-11-25 00:00:00+00:00,5.700000110664405e-05,6.70000008540228e-05,4.400000034365803e-05,4.600000102072954e-05,40754,0.0,0.0
2024-11-26 00:00:00+00:00,4.600000102072954e-05,5.6000000768108293e-05,3.7999998312443495e-05,3.9999998989515007e-05,19267,0.0,0.0
2024-11-27 00:00:00+00:00,3.9999998989515007e-05,7.000000186963007e-05,3.9999998989515007e-05,4.8000001697801054e-05,12232,0.0,0.0
2024-11-28 00:00:00+00:00,4.8000001697801054e-05,6.199999916134402e-05,4.400000034365803e-05,5.199999941396527e-05,24966,0.0,0.0
2024-11-29 00:00:00+00:00,5.199999941396527e-05,5.999999848427251e-05,4.70000013592653e-05,4.8999998398358e-05,10597,0.0,0.0
2024-11-30 00:00:00+00:00,4.8999998398358e-05,5.0999999075429514e-05,4.400000034365803e-05,4.400000034365803e-05,2221,0.0,0.0
2024-12-01 00:00:00+00:00,4.400000034365803e-05,4.5000000682193786e-05,4.099999932805076e-05,4.199999966658652e-05,977,0.0,0.0
2024-12-02 00:00:00+00:00,4.199999966658652e-05,4.199999966658652e-05,3.7000001611886546e-05,3.7000001611886546e-05,1593,0.0,0.0
2024-12-03 00:00:00+00:00,3.7000001611886546e-05,3.9999998989515007e-05,3.199999991920777e-05,3.899999865097925e-05,2822,0.0,0.0
2024-12-04 00:00:00+00:00,3.899999865097925e-05,4.099999932805076e-05,3.7000001611886546e-05,3.9999998989515007e-05,1576,0.0,0.0
2024-12-05 00:00:00+00:00,3.9999998989515007e-05,6.299999949987978e-05,3.199999991920777e-05,3.300000025774352e-05,14224,0.0,0.0
2024-12-06 00:00:00+00:00,3.400000059627928e-05,4.8000001697801054e-05,3.300000025774352e-05,3.300000025774352e-05,6771,0.0,0.0
2024-12-07 00:00:00+00:00,3.300000025774352e-05,4.8000001697801054e-05,3.199999991920777e-05,3.600000127335079e-05,8196,0.0,0.0
2024-12-08 00:00:00+00:00,3.600000127335079e-05,3.899999865097925e-05,3.400000059627928e-05,3.7000001611886546e-05,4039,0.0,0.0
2024-12-09 00:00:00+00:00,3.7000001611886546e-05,4.8000001697801054e-05,3.199999991920777e-05,3.199999991920777e-05,6647,0.0,0.0
2024-12-10 00:00:00+00:00,3.199999991920777e-05,3.199999991920777e-05,3.099999958067201e-05,3.099999958067201e-05,316,0.0,0.0
2024-12-11 00:00:00+00:00,3.099999958067201e-05,3.400000059627928e-05,3.099999958067201e-05,3.400000059627928e-05,316,0.0,0.0
2024-12-12 00:00:00+00:00,3.400000059627928e-05,3.400000059627928e-05,2.9999999242136255e-05,2.9999999242136255e-05,1038,0.0,0.0
2024-12-13 00:00:00+00:00,2.9999999242136255e-05,3.7999998312443495e-05,2.9000000722589903e-05,2.9000000722589903e-05,6188,0.0,0.0
2024-12-14 00:00:00+00:00,2.9000000722589903e-05,2.9999999242136255e-05,2.9000000722589903e-05,2.9000000722589903e-05,551,0.0,0.0
2024-12-15 00:00:00+00:00,2.9000000722589903e-05,3.300000025774352e-05,2.9000000722589903e-05,2.9999999242136255e-05,2144,0.0,0.0
2024-12-16 00:00:00+00:00,2.9999999242136255e-05,3.300000025774352e-05,2.9000000722589903e-05,2.9999999242136255e-05,2539,0.0,0.0
2024-12-17 00:00:00+00:00,2.9999999242136255e-05,2.9999999242136255e-05,2.9000000722589903e-05,2.9000000722589903e-05,406,0.0,0.0
