,ETH
USDT,2.465786723972678e-17
DOGE,0.0018685247041934
SC,0.0179468767356199
RLC,0.018611105895912652
XEM,0.0235085338049149
ZEN,0.06032200900832855
KMD,0.0643021529757879
GNO,0.12518169837383292
QTUM,0.1297299322204591
FIRO,0.1394003277789638
XWC,0.14830719984129975
MONA,0.18504376021529315
DGB,0.1950185122114351
BTS,0.3365615667591536
LSK,0.36281000561791016
SYS,0.39850088871611666
DCR,0.4576693411930559
XRP,0.46053084433679947
ETC,0.4725473564931188
MAID,0.47280605376286294
BTC,0.5354796266105004
ANT,0.6010159260410247
VERI,0.6200025668435594
STEEM,0.7648386029514553
ARK,0.8255964053766407
CON,0.8937163422582941
