TIMESTAMP,XRP_OPEN_PRICE_USD,XRP_HIGH_PRICE_USD,XRP_LOW_PRICE_USD,XRP_CLOSE_PRICE_USD
2017-06-01,0.2439460009,0.336796999,0.2439460009,0.3336569965
2017-06-02,0.3336449862,0.3358089924,0.2907100022,0.3034479916
2017-06-03,0.3004600108,0.3108629882,0.2775630057,0.2945800126
2017-06-04,0.2983860075,0.3139440119,0.277184993,0.2994129956
2017-06-05,0.2998619974,0.3023940027,0.2845999897,0.2940030098
2017-06-06,0.2940280139,0.2945370078,0.276248008,0.2845480144
2017-06-07,0.2846769989,0.298379004,0.2788740098,0.2797830105
2017-06-08,0.2809019983,0.2985700071,0.2764410079,0.2896780074
2017-06-09,0.2896949947,0.2994930148,0.2858839929,0.2860189974
2017-06-10,0.2858060002,0.2889910042,0.257878989,0.2608740032
2017-06-11,0.2594450116,0.2777349949,0.2591130137,0.2727589905
2017-06-12,0.2730750144,0.2832899988,0.2474759966,0.2539640069
2017-06-13,0.2538230121,0.2746590078,0.2522000074,0.2661530077
2017-06-14,0.2658230066,0.3078539968,0.2632020116,0.2784470022
2017-06-15,0.278196007,0.2789230049,0.2408680022,0.2592659891
2017-06-16,0.259472996,0.2662110031,0.2524079978,0.2620680034
2017-06-17,0.2623580098,0.270716995,0.2581050098,0.2683509886
2017-06-18,0.2680850029,0.2894679904,0.2650780082,0.2845999897
2017-06-19,0.2839770019,0.2960680127,0.2802329957,0.2960680127
2017-06-20,0.2921940088,0.3395330012,0.2901470065,0.3244270086
2017-06-21,0.3246229887,0.327760011,0.2836140096,0.2963660061
2017-06-22,0.2998859882,0.3058519959,0.2915189862,0.2978479862
2017-06-23,0.2977179885,0.3207510114,0.295551002,0.3199779987
2017-06-24,0.3191879988,0.327116996,0.306486994,0.3111099899
2017-06-25,0.31081599,0.3111569881,0.2891480029,0.2984229922
2017-06-26,0.2987700105,0.3019799888,0.2608189881,0.2772879899
2017-06-27,0.2772879899,0.2788099945,0.2510519922,0.2763060033
2017-06-28,0.2753910124,0.2814899981,0.267839998,0.2804549932
2017-06-29,0.2805649936,0.2808730006,0.2641749978,0.2654210031
2017-06-30,0.2660599947,0.2691600025,0.2622419894,0.2629300058
2017-07-01,0.2628549933,0.263053,0.2529659867,0.2547439933
2017-07-02,0.254512012,0.2599509954,0.2509439886,0.2594490051
2017-07-03,0.2589769959,0.2623539865,0.2556659877,0.2599590123
2017-07-04,0.2598409951,0.2622579932,0.2543869913,0.2547090054
2017-07-05,0.2551249862,0.2617129982,0.2542749941,0.2565230131
2017-07-06,0.2563740015,0.2571479976,0.2533029914,0.2546409965
2017-07-07,0.2548579872,0.2554309964,0.2388920039,0.2394800037
2017-07-08,0.2397409976,0.2397409976,0.2217690051,0.2361339927
2017-07-09,0.2368839979,0.2485010028,0.233416006,0.233416006
2017-07-10,0.234066993,0.234066993,0.1854179949,0.2031649947
2017-07-11,0.1964150071,0.2033199966,0.168265,0.1850190014
2017-07-12,0.184198007,0.2058980018,0.1771620065,0.2053540051
2017-07-13,0.2058729976,0.2304520011,0.1933570057,0.2008090019
2017-07-14,0.2008190006,0.2011560053,0.1833689958,0.1907690018
2017-07-15,0.1909759939,0.191166997,0.167117998,0.170589
2017-07-16,0.169479996,0.1725749969,0.1197699979,0.1480560005
2017-07-17,0.1501459926,0.1796039939,0.1414249986,0.1778890043
2017-07-18,0.1796679944,0.195806995,0.1659660041,0.188718006
2017-07-19,0.1884980053,0.1885329932,0.1581880003,0.1683879942
2017-07-20,0.170017004,0.1929180026,0.1677179933,0.1882950068
2017-07-21,0.1894299984,0.1907079965,0.1810979992,0.1826079935
2017-07-22,0.1821680069,0.1950089931,0.1814469993,0.1933200061
2017-07-23,0.1935680062,0.2041209936,0.1887219995,0.1950580031
2017-07-24,0.1949789971,0.1952790022,0.1898349971,0.1920019984
