TIMESTAMP,CONY_OPEN_PRICE_USD,CONY_HIGH_PRICE_USD,CONY_LOW_PRICE_USD,CONY_CLOSE_PRICE_USD,CONY_VOLUME_USD,CONY_DIVIDENDS_USD,CONY_STOCK_SPLITS_USD
2025-05-27 00:00:00+00:00,0.000547999981790781,0.0006619999767281115,0.0001630000042496249,0.00017600000137463212,723127,0.0,0.0
2025-05-28 00:00:00+00:00,0.00017600000137463212,0.00018899999849963933,4.199999966658652e-05,4.3000000005122274e-05,86284,0.0,0.0
2025-05-29 00:00:00+00:00,4.3000000005122274e-05,4.8000001697801054e-05,2.700000004551839e-05,3.099999958067201e-05,7878,0.0,0.0
2025-05-30 00:00:00+00:00,3.099999958067201e-05,3.099999958067201e-05,2.4000000848900527e-05,2.5999999706982635e-05,0,0.0,0.0
2025-05-31 00:00:00+00:00,2.5999999706982635e-05,4.3000000005122274e-05,2.4000000848900527e-05,4.199999966658652e-05,5143,0.0,0.0
2025-06-01 00:00:00+00:00,4.219555921736173e-05,4.320548760006204e-05,3.6367309803608805e-05,4.141181125305593e-05,2885,0.0,0.0
