,nMSE,nRMSE,nMAE,nMAPE,MSE,RMSE,MAE,MAPE,R2
0,0.0146575483493595,0.12073825080994798,0.11725479884356714,0.05998970078999669,4330520.411867592,2075.316112216435,2015.4406631944446,0.05674207336234321,0.21126650764971203
1,0.0007514552642857666,0.027355262858912804,0.022228246211087804,0.0116846177054803,222015.6697486142,470.19839308929494,382.07231266801097,0.011032543975519634,0.9767916964465263
2,0.0015741208313805666,0.038930476751140496,0.0336912477693482,0.013002275349759467,465069.780447556,669.1596490584085,579.1047782258067,0.012463701828935032,0.9547942218219797
3,0.0226595593911068,0.15045140936169063,0.1440610031596747,0.0575000729929614,6694684.525739635,2586.042086405397,2476.2001770833335,0.0550427977714407,0.2978774780023438
4,0.007094197967733866,0.08406820454589099,0.08073034686030187,0.02519003952291657,2095952.7100456348,1445.010021618756,1387.6370178091395,0.02433745124268043,0.915207675452796
5,0.02950499264015077,0.16306122433136713,0.15928828193404967,0.05705516597104451,13252335.005904397,3455.8043533269247,3375.8432951388895,0.05526116407658751,-0.026873528308659522
6,0.0070897335392847,0.06061696722754894,0.05801591178318186,0.04732852204213833,10601057.417239798,2343.9797223034025,2243.400243615591,0.04548627475050116,-0.4918974615940175
7,0.011697822365498467,0.10814369603642963,0.10662293541300756,0.10665109613811953,17491400.422533024,4181.778146633839,4122.972331989247,0.1015830320730123,-0.4998984253643297
8,0.003593336268694833,0.05972121616049874,0.05517959060968867,0.08034791892439867,11066166.04202386,3314.196880263325,3062.1617745535714,0.07649186741021484,-0.7725186048726843
9,0.0018901618214011001,0.04335031438991319,0.03907314608380783,0.059517809392870206,6640972.304017912,2569.5590062997094,2316.0329133064515,0.0567159941425458,0.20656929213318645
10,0.0028984296249617,0.05376436780530907,0.05256012594231663,0.08282917903872274,11020011.851211945,3315.1577074175275,3240.9030364583323,0.07895406184018174,-0.7623656145285603
11,0.0036207954627988,0.060137222460756236,0.058282886105700864,0.12237755070288177,13766496.019556105,3708.113995896938,3593.773949092741,0.11482465167889376,-0.21121275234244322
Mean,0.008919346127221405,0.08086155106161716,0.07724904339297774,0.06028949571427419,8137223.513361339,2511.1930062108295,2399.62854109463,0.057411301179404683,0.06647837370798748
