,nMSE,nRMSE,nMAE,nMAPE,MSE,RMSE,MAE,MAPE,R2
0,0.02584627174078283,0.16074875530569013,0.13523731672136927,0.388664810855973,23055.3792387569,151.82203239175558,127.72730046280113,0.5677585975879657,0.9325045787302909
1,0.007880708953385733,0.08877246882171734,0.06910784576804753,0.23975557846729734,7029.746904403092,83.84274688144284,65.27014241826599,0.46947908849362935,0.9055442109620472
2,0.017853471898101266,0.13360657731146877,0.11401136643743946,1.2074227793791386,15925.645499593831,126.18711708406869,107.68007057254722,0.7369184447402014,0.8297027305374053
3,0.04434065623408903,0.21055918325350106,0.17202732583003744,0.4231152711151795,39552.73081822186,198.86637893365165,162.4742781926112,3.0807535228534024,0.8739558007409092
4,0.015269350859525932,0.12356859037924554,0.10268658540436183,0.2925570055140135,13620.559329617761,116.70656221461552,96.98417930186785,0.6839630140554572,0.8673346726611703
5,0.04520293733734407,0.21260884473280584,0.17780898343039872,0.5771205076591984,40321.905407255894,200.802225838596,167.9348764245307,0.9462749270527667,0.8502259541668366
6,0.0184027508825713,0.13561419085952972,0.11231958185690906,0.7009860487266294,22315.32608497849,149.3362983506707,123.68462809868485,0.7946468048227388,0.9079584519102376
7,0.0062881415393553665,0.07929135644035323,0.06608225532482691,0.1619960191528497,22763.685089915816,150.8641247681795,125.73175749360684,8.51199698846397,0.5503177400045891
8,0.0206432139944317,0.14367688859137634,0.12219208481728631,0.27661972196316326,147600.29236159098,384.1862930225804,326.7367802757495,1.6097436889549315,0.5137657522453059
9,0.006435557667111899,0.08022100274055327,0.06139930329055723,0.11183761187774399,46014.64658170561,214.50777517572715,164.17929798377108,6.618847647181105,0.5090422514602724
10,0.008572696999815633,0.09258865200838177,0.07722151563256774,0.14258878299427077,61295.32893082972,247.57837853243302,206.48726610482996,4.232013959264619,0.5272204316202448
11,0.008846247363976233,0.0940539813857537,0.072180547966668,0.15056726604344237,63251.231150555424,251.49661052896406,193.0079189331484,1.0922411896147575,0.5527707520190018
Mean,0.01879850045587425,0.1296092076525314,0.10685622604003914,0.3894359503124083,41895.53978311878,189.68304531022378,155.6582080218679,2.4453864894237953,0.7350286105881927
